,text,length,date
10,"Гороскоп на 1 декабря 2019 года 
 Сегодня управление вашим организмом будет перескакивать с левого полушария на правое и обратно, тем самым заставляя вас мыслить то математически четкими, то художественно-абстрактными категориями. Это все ничего, лишь бы посередине не застревало.

Бизнес-гороскоп на 1 декабря 2019 года 
 День обещает быть очень активным. Возможно, что сегодня вам представится шанс сократить разрыв между желаемым и реальным образом жизни. Самое время, чтобы перевернуть страницу и начать всё с чистого листа. Примите грядущие перемены, как должное, и не переживайте.

Любовный гороскоп на 1 декабря 2019 года
Если вдруг сегодня вам станет неуютно, холодно и страшно, то лучшее лекарство - это объятия любимого и любящего человека. Или хотя бы просто любящего, если уж два эти качества никак в одном лице не совместить. Вы почувствуете, как вас начнет «отпускать» и ка силы вернутся к вам!",909,1 декабря
11,"Гороскоп на 30 ноября 2019 года 
 Сегодня вы будете равным среди великих. У вас появится некоторая власть над людьми, но не стоит забывать и об ответственности, которая при этом ляжет на ваши плечи.

Бизнес-гороскоп на 30 ноября 2019 года 
 Если вы целиком и полностью посвятили себя творческой жизни, то сегодня у вас появится возможность найти себе новый, очень хороший и стабильный источник заработков. Так что в ближайшем будущем вы не будете испытывать материальных затруднений.

Любовный гороскоп на 30 ноября 2019 года
Не стоит возлагать слишком больших надежд на грядущую ночь. Она, конечно, будет в меру сказочной и волшебной, но не настолько, чтобы сразу исполнить все ваши желания касательно вашей личной жизни. Поэтому просто наслаждайтесь ее течением и ничего особенного не ждите.",794,30 ноября
12,"Гороскоп на 29 ноября 2019 года 
 Будьте готовы к тому, что сегодня далеко не все у вас будет получаться с первой попытки. Не огорчайтесь. С четвертой-пятой обязательно получится. Если, конечно, умственной энергии хватит.

Бизнес-гороскоп на 29 ноября 2019 года 
 Сегодня ситуация на работе повернётся в лучшую сторону, а если у вас итак всё было замечательно, то стабильная обстановка сохранится. Похоже, вам удастся сделать нечто такое, что значительно повысит ваш вес в глазах коллег.

Любовный гороскоп на 29 ноября 2019 года
Сегодня звезды рекомендуют вам по дороге на свидание с вашим любимым человеком заглянуть в книжный магазин и выбрать ему какую-нибудь трогательно-смешную открытку. Она поможет вам скрасить первые неловкие минуты общения и поднять ему настроение.",776,29 ноября
13,"Гороскоп на 28 ноября 2019 года 
 Обмен информацией и идеями с другими людьми всегда был важен, однако сегодня он жизненно необходим. Постарайтесь, чтобы сегодня вас было легко найти.

Бизнес-гороскоп на 28 ноября 2019 года 
 Вас ожидают неплохие перспективы, вы с каждым днем укрепляете свои позиции на работе, так что ваш шеф не может не начать ценить вас как практически незаменимого сотрудника. Теперь вам нужно всегда поддерживать сложившуюся репутацию и подкреплять её новыми достижениями.

Любовный гороскоп на 28 ноября 2019 года
Сегодня вы будете удивительным образом походить на ослика Иа-Иа. Будете с печальным видом напевать песенку: «Да-да-да, не беда» – но никто в это не поверит, даже вы сами. Да и кого вы хотели обмануть? Любимого человека? Чтобы он за вас не переживал? Да ему от вашей неумелой счастливой и оптимистичной маски ещё хуже!",856,28 ноября
14,"Гороскоп на 27 ноября 2019 года 
 Уделите максимальное внимание вопросам собственной личной жизни сегодня. Ваши труды будут вознаграждены сладчайшим из плодов.

Бизнес-гороскоп на 27 ноября 2019 года 
 Нынче Львам может и не повезти — вы чего-то лишитесь. Хорошо бы, чтоб не работы... Хочется верить, что вы сумеете справиться с ситуацией, но напрячься придется нешуточно.

Любовный гороскоп на 27 ноября 2019 года
В этот день вам очень захочется чудес и волшебства. Но поскольку ждать их неоткуда, придется создавать своими руками. Причем не только для себя, но и для любимого человека: он тоже по сказке соскучился. И хотя вы пока не настоящий волшебник, а только учитесь, у вас все совершенно точно получится!",713,27 ноября
15,"Гороскоп на 26 ноября 2019 года 
 Сегодня вам стоит быть максимально осмотрительным при проведении даже самых мелких финансовых операций. Возможно, их лучше вовсе не осуществлять. Назавтра вы сможете найти этим же деньгам куда лучшее применение.

Бизнес-гороскоп на 26 ноября 2019 года 
 Сегодня особенно суматошный день ожидается у работающих в сфере связей с общественностью, а также компьютерных технологий. Придется приложить массу усилий для того, чтобы как-то стабилизировать ситуацию, которая с каждой минутой будет становиться всё более и более накаленной.

Любовный гороскоп на 26 ноября 2019 года
В этот день ваше настроение, равно как и ваши отношения с вашим любимым человеком, будет целиком и полностью зависеть от того, какая музыка будет звучать в вашей душе и ушах.",782,26 ноября
16,"Гороскоп на 25 ноября 2019 года 
 Вы склонны искать себе оправдание, хотя вас никто ни в чем и не обвиняет. Будьте осторожны сегодня, ибо в своих поисках вы можете увлечься.

Бизнес-гороскоп на 25 ноября 2019 года 
 Звезды рекомендуют вам в этот день не рассчитывать на помощь со стороны. Вряд ли она придет вовремя или придет вообще. Что ж, ваша работа – только ваша, и именно вам за нее платят деньги. А значит, придется выполнять ее самостоятельно от и до, как бы трудно это ни было.

Любовный гороскоп на 25 ноября 2019 года
Если долго мучиться, что-нибудь получится. Сегодня вы это осознаете в полной мере. Вам казалось, что уж от вашего любимого человека вы этого точно никогда не добьетесь. Ан нет. В этот день он совершенно неожиданно поддастся на ваши уговоры и сделает все в точности так, как вы хотели.",814,25 ноября
17,"Гороскоп на 24 ноября 2019 года 
 Сегодняшний день окажется на удивление плодотворным. Будете ли вы действовать с помощью личного обаяния, логики или потусторонних сил - успех вам обеспечен.

Бизнес-гороскоп на 24 ноября 2019 года 
 Не торопитесь сегодня отказываться от какой-то работы, даже если она не обещает прибыли и у вас почти нет на нее времени. Узнайте подробности, в них вся суть. Вполне вероятно, что вы перемените решение.

Любовный гороскоп на 24 ноября 2019 года
Сегодня вашему любимому человеку захочется быть с вами как можно дольше и принимать как можно большее участие в вашей жизни. Если вы не согласны с такой постановкой вопроса, лучше дать понять это сразу, иначе потом придется долго и нудно выяснять отношения, что не нужно ни вам, ни ему.",765,24 ноября
18,"Гороскоп на 23 ноября 2019 года 
 Окружающие с радостью воспользуются вашей жилеткой в качестве носового платка. Сострадание состраданием, но сколько ж можно?! Не будьте слишком мягким в подобных вопросах.

Бизнес-гороскоп на 23 ноября 2019 года 
 Сегодня ваш интерес к деловым вопросам может вызвать небезосновательную ревность в кругу близких вам людей. Кажется, вы забыли о данных им обещаниях?

Любовный гороскоп на 23 ноября 2019 года
Ваша задача на сегодня – распланировать вашу совместную жизнь на месяц вперед. Указать точную дату, когда вашему любимому человеку следует любить вас еще сильнее, трудновато, а вот решить, когда вы вместе пойдете в театр, кино или на выставку – вполне вам по силам. Только запишите все, иначе забудете!",743,23 ноября
19,"Гороскоп на 22 ноября 2019 года 
 Сегодня вы сможете оказать серьезное влияние на тех, кто облечен правом принимать ответственные решения. При известной сообразительности, вы сможете с успехом этим воспользоваться.

Бизнес-гороскоп на 22 ноября 2019 года 
 Хороший день для начала работы над новыми проектами, а также для проработки трудового плана. Будьте убедительны в своих доводах, и вы сумеете наладить полезные, можно даже сказать, бесценные связи и воспользоваться возможностями, которые обеспечат вам и вашей фирме процветание.

Любовный гороскоп на 22 ноября 2019 года
В этот день вы почувствуете, что уж у кого точно нет проблем в личной жизни – так это у вас. Ваш друг или подруга вам расскажут про свои отношения со своим любимым человеком столько всего нелицеприятного, что вашим единственным желанием будет вечером позвонить своей второй половинке и сказать ей: «Я тебя люблю!» Пожалуй, сделать это действительно стоит.",934,22 ноября
20,"Гороскоп на 21 ноября 2019 года 
 Сегодня вам, возможно, придется потратить немало сил на борьбу со стрессом, вызванным не совсем удачными попытками соответствовать чьему-то о вас представлению. Гораздо проще и лучше для окружающих, не говоря уже о вас лично, оставаться самим собой.

Бизнес-гороскоп на 21 ноября 2019 года 
 Сегодня звезды не рекомендуют вам слишком много времени уделять работе. Это не будет приносить вам удовольствия и удовлетворения, а результат в виде излишней усталости и раздражительности вам не нужен совершенно.

Любовный гороскоп на 21 ноября 2019 года
Сегодня вам будет абсолютно все равно, что думают близкие вам люди о вашем любимом человеке. Вы его любите – и это главное, а их мнения никто не спрашивает. Впрочем, а не лучше ли к нему прислушаться: вдруг все же что-нибудь правильное и умное скажут?..",835,21 ноября
21,"Гороскоп на 20 ноября 2019 года 
 Сегодня вы можете оказаться жертвой навязчивой идеи. Лучшим, да и, пожалуй, единственным, способом от нее избавиться - это подсчитать, во что вам обойдется ее реализация.

Бизнес-гороскоп на 20 ноября 2019 года
 Не спешите сегодня заканчивать работу над чем-то, даже если все указывает на то, что вы близки к завершению. Завтра вас посетит замечательная мысль — если поспешите сейчас, она окажется запоздавшей.

Любовный гороскоп на 20 ноября 2019 года
Сегодня вашему любимому человеку будет жизненно необходимы ваши поддержка, забота и знание о том, что вы всегда будете рядом, что бы ни случилось. Постарайтесь все это ему обеспечить в лучшем виде – и благодарность вернется вам сторицей, это звезды гарантируют.",750,20 ноября
22,"Гороскоп на 19 ноября 2019 года 
 Последним, о чем вы сегодня подумаете, будут вопросы, связанные с правилами поведения. Однако тут тоже неплохо бы знать меру, Приличия не должны мешать, но полное их игнорирование может привести к лишним проблемам.

Бизнес-гороскоп на 19 ноября 2019 года 
 Сегодня вам не рекомендуется долго думать на какие бы то ни было серьезные темы: это может окончиться головной болью. Если вы считаете работу серьезной, о ней, соответственно, думать не стоит. Если же несерьезной – она тем более не заслуживает внимания.

Любовный гороскоп на 19 ноября 2019 года
Сегодня вашему любимому человеку будет довольно сложно угадывать ваши желания, хотя с вашей точки зрения они будут более чем очевидными. Постарайтесь понять, что он не экстрасенс и подсказывать ему по мере надобности. Возможно, даже не по разу и не по два.",844,19 ноября
23,"Гороскоп на 18 ноября 2019 года 
 Сегодня у вас появится некая цель, которая моментально подчинит себе все ваши мысли и действия. Вам даже думать особенно не придется, все будет получаться само собой. Если, конечно, сопротивляться не станете.

Бизнес-гороскоп на 18 ноября 2019 года 
 Сегодня не самый благоприятный день для того, чтобы строить свою карьеру. Поэтому если есть возможность не предпринимать резких движений в сторону достижения амбициозной цели, по возможности и не предпринимайте. Иначе все наперекосяк выйдет, а вам это вовсе ни к чему.

Любовный гороскоп на 18 ноября 2019 года
Чем меньше вы рассказываете вашему любимому человеку о вашей жизни, ваших страданиях и ваших же переживаниях, тем менее близкими людьми вы друг для друга становитесь. Если это и является вашей конечной целью - примите поздравления, вы на правильном пути. Если же нет, то не стоит так закрываться и держать все в себе.",914,18 ноября
24,"Гороскоп на 17 ноября 2019 года 
 Вам сегодня дано увидеть то, что скрыто от глаз других. Но не стоит использовать собственное знание, если оно может принести неприятности окружающим.

Бизнес-гороскоп на 17 ноября 2019 года
 Сегодняшний день позволит вам самореализоваться самым выигрышным для вас образом. Но как только наберете темп на весь рабочий день, не забывайте всё-таки, что какие-то вещи вам не удастся осилить с первого раза, и в порыве не теряйте голову при первой неудаче. Будьте терпеливы.

Любовный гороскоп на 17 ноября 2019 года
Ваш любимый человек сегодня будет как никогда несобран, рассеян и вообще будет создавать впечатление инопланетянина. Придется вам нести за него полную ответственность, руководить его действиями и следить за тем, чтобы он все делал правильно и в срок.",798,17 ноября
25,"Гороскоп на 16 ноября 2019 года 
 Нынче у вас должна обостриться интуиция. Ей и следуйте.

Бизнес-гороскоп на 16 ноября 2019 года 
 Не спешите сегодня делиться вашими сокровенными мыслями с коллегами или другими людьми, с которыми вас связывают деловые, а не личные узы. Скорее всего, ничего доброго они вам в ответ не скажут. В лучшем случае — не обратят на ваши слова внимания, что будет весьма обидно.

Любовный гороскоп на 16 ноября 2019 года
В этот день вам будет мешать принять правильное решение авторитет старшего поколения. Они и их жизненный опыт будут сбивать вас с толку, не давая вставить слово интуиции и голосу разума, которые наперебой будут подсказывать вам искомый ответ. Прислушайтесь к ним все-таки.",720,16 ноября
26,"Гороскоп на 15 ноября 2019 года 
 Кажется сегодня вам придется выбирать между двумя внешне одинаковыми стогами сена. Не делайте скоропалительных выводов, ибо изнутри они серьезно различаются.

Бизнес-гороскоп на 15 ноября 2019 года 
 Даже если у вас очень творческая и интересная работа, сегодня она покажется вам скучной и однообразной. Возможно, это сказывается усталость. Утешьте себя мечтами о предстоящем вам отдыхе. Можете даже немного отвлечься, чтобы как следует его спланировать.

Любовный гороскоп на 15 ноября 2019 года
Сегодня вашему любимому человеку как никогда потребуются ваши поддержка и желание быть рядом. Даже если на самом деле вы не так уж этого и желаете, притворитесь или создайте соответствующее впечатление. В конце концов, об искренности можно будет вспомнить и завтра.",797,15 ноября
27,"Гороскоп на 14 ноября 2019 года 
 Сегодня вам следует обратить больше внимания на проблему сохранения секретов вашей работы. Подумайте о будущем. Попытайтесь обезопасить себя от неприятностей, связанных с излишним распространением информации.

Бизнес-гороскоп на 14 ноября 2019 года 
 Сегодня перед вами встанет довольно серьезная проблема, имеющая непосредственное отношение к вашей трудовой деятельности. Чем скорее и эффективнее вы ее решите, тем больше времени у вас останется на относительный отдых и разговоры с коллегами за жизнь и ни о чем.

Любовный гороскоп на 14 ноября 2019 года
Сегодня вам стоит быть смелее и раскованнее и постараться изобрести нечто новое в сфере ваших отношений с вашим любимым человеком. Ему, возможно, несколько надоела некая их предсказуемость – а значит, пришла пора изменить все в лучшую и неожиданную сторону.",849,14 ноября
28,"Гороскоп на 13 ноября 2019 года 
 Сегодня перед вами будут бегать по струнке. Бог его знает, как вам это удастся, но удастся наверняка. Постарайтесь не слишком этим злоупотреблять.

Бизнес-гороскоп на 13 ноября 2019 года 
 Сегодня у вас появится возможность повысить своё материальное благосостояние, правда, для этого вам придётся усердно поработать, а, может быть, и взять дополнительную работу на дом. А кто говорил, что будет легко? Зато подумайте, какое облегчение вы испытаете, когда всё будет сделано в срок!

Любовный гороскоп на 13 ноября 2019 года
Не забудьте сегодня про вашу былую любовь. Впрочем, даже если вы очень захотите о ней не вспоминать, она сама бесцеремонно ворвётся в вашу жизнь – в лучшем случаем мощной волной ностальгии. Поэтому будьте готовы к такому нашествию и продумайте методы борьбы с ним.",823,13 ноября
29,"Гороскоп на 12 ноября 2019 года 
 Никакие отношения не могут быть построены на кабальной зависимости. Дайте свободу своему партнеру и насладитесь ею сами.

Бизнес-гороскоп на 12 ноября 2019 года
 Сегодня звезды не рекомендуют вам слишком часто задумываться над тем, что происходит у вас на работе, зачем и что вам предстоит делать дальше в создавшейся ситуации.

Любовный гороскоп на 12 ноября 2019 года
Сегодня ваш любимый человек сделает вас самым счастливым на земле, не предприняв для этого ничего особенного. Так уж распорядились звезды: всего лишь улыбка, всего лишь движение, всего лишь голос - и вы точно знаете, где в этом мире находится седьмое небо и как до него добраться!",686,12 ноября
