,text,length,date
10,"Гороскоп на 1 декабря 2019 года 
 Сегодня венцом творения вам будет казаться удобное кресло. Никогда еще вы не ценили комфорт так как нынче. Не ходите в мебельный магазин - разоритесь.

Бизнес-гороскоп на 1 декабря 2019 года 
 Не спешите сегодня принимать важные решения. Если такая необходимость возникнет, сомневаться вам будет некогда. И они примутся сами собой, без особых ментальных усилий с вашей стороны. Если же сомнения все же имеют место быть, лучше всего еще немного подождать.

Любовный гороскоп на 1 декабря 2019 года
Даже если вас съели, у вас все равно остается целых два выхода. А сейчас ситуация в вашем тандеме, согласитесь, вовсе не настолько безвыходная. Звезды видят как минимум пять способов ее разрешить: какие-то лучше, какие-то хуже. посоревнуйтесь с ними, найдите больше! Одно из решений вам обязательно подойдет!",840,1 декабря
11,"Гороскоп на 30 ноября 2019 года 
 Какова бы ни была ваша цель, сегодня вы ее не достигнете. Зато получите массу промежуточных результатов, каждый из которых будет весьма и весьма небесполезен.

Бизнес-гороскоп на 30 ноября 2019 года
 Сегодня вам могут предложить нечто совершенно новое. Подумайте над этим предложением очень серьезно: возможно, это станет вашей новой постоянной работой. Если, конечно, вы не считаете, что ваше нынешнее место вас совершенно устраивает.

Любовный гороскоп на 30 ноября 2019 года
В этот день вас будет очень легко задеть за живое, ранить или обидеть. Конечно, ваши родные, любимые и близкие это заметят и будут активно щадить ваши чувства, однако и вам следует за собой последить. Если вы заранее будете знать, что причинит вам боль, лучше этого по возможности избежать.",804,30 ноября
12,"Гороскоп на 29 ноября 2019 года 
 Вам все будет удаваться сегодня. Ваша логика бесспорна, выбор момента прочти совершенен. Если не будете лениться, добьетесь многого.

Бизнес-гороскоп на 29 ноября 2019 года 
 Ваша профессиональная активность будет сегодня несколько ниже, чем обычно, и дело тут вовсе не в отсутствии желания работать, а в элементарной усталости. Лучше бы взять выходной.

Любовный гороскоп на 29 ноября 2019 года
У страха глаза велики. Как известно, глаза боятся, а руки делают. Поэтому чем стоять в растерянности над новой проблемой, возникшей между вами и вашим любимым человеком, начните хоть что-нибудь делать. Самое трудное - это первый шаг, а дальше все пойдет само собой.",696,29 ноября
13,"Гороскоп на 28 ноября 2019 года 
 Сегодня вы сможете без особых потерь перенести любую бурю. Однако, не стоит забывать, что вы также свободны подняться и уйти, чтобы в ней не участвовать.

Бизнес-гороскоп на 28 ноября 2019 года 
 Сегодня вам будет непросто убедить кого-то в том, что любая его попытка вам помочь – это угроза вам помешать. Если вам действительно не нужно содействие – сделайте все возможное для того, чтобы оно и не было оказано, иначе результаты могут оказаться весьма плачевными.

Любовный гороскоп на 28 ноября 2019 года
Сегодня ваш любимы человек будет отвлекать вас от работы, причем довольно-таки серьезно. Из-за него вы можете не успеть закончить какой-то проект или сделать то или иное свое действие некачественно. Расставьте приоритеты: что для вас важнее на данный момент.",800,28 ноября
14,"Гороскоп на 27 ноября 2019 года 
 Вслушивайтесь в болтовню окружающих. Велика вероятность того, что кто-то, сам того не замечая, скажет нечто воистину гениальное.

Бизнес-гороскоп на 27 ноября 2019 года 
 Сегодня ваши коллеги станут вашими единомышленниками, поэтому звезды рекомендуют вам собраться в какой-нибудь неофициальной обстановке за кружечкой пива или чашечкой чаю и поговорить на какую-нибудь приятную для всех тему, но ни в коем случае не о работе.

Любовный гороскоп на 27 ноября 2019 года
Сегодня ваш любимый человек покажется вам нелогичным и непоследовательным, однако это лишь прибавит его образу неповторимого очарования, которое вас так в нем привлекает. Постарайтесь не объяснять для себя его поведение и мотивы его поступков, для блага ваших отношений.",774,27 ноября
15,"Гороскоп на 26 ноября 2019 года 
 Сегодня мысли ваши будут возвышенны, а планы - далекоидущи. Постарайтесь не придать забвению ни тех, ни других, ибо они представляют собой немалую ценность, и вполне могут пригодиться вам в будущем.

Бизнес-гороскоп на 26 ноября 2019 года 
 Сегодня ожидается достаточно размеренный день, который не предвещает ничего неприятного. В этот день вы сможете очень хорошо потрудиться на перспективу, ваши действия будут продуманны и верны, а кроме этого, вам удастся разобраться-таки со своими приоритетами.

Любовный гороскоп на 26 ноября 2019 года
Сегодня постарайтесь не поддаться приступам черной меланхолии и не дать разочарованию завоевать ваше сердце. Увы, с этими коварными врагами придется справляться в одиночку, ибо вашему любимому человеку будет не до помощи вам. У него и своих проблем будет предостаточно, в том числе и душевных.",872,26 ноября
16,"Гороскоп на 25 ноября 2019 года 
 Сегодня очень многое будет зависеть от того, с кем вы проведете этот день. Выбирайте сами.

Бизнес-гороскоп на 25 ноября 2019 года 
 Посоветуйтесь сегодня с человеком, который является для вас авторитетом, касательно тех трудовых вопросов, которые вас давно волновали. Скорее всего, вам дадут необходимый совет, который значительно облегчит вашу судьбу и упростит жизнь в коллективе в будущем.

Любовный гороскоп на 25 ноября 2019 года
Сегодня вашему любимому человеку будет очень грустно и одиноко, и только вам будет хоть в какой-то мере под силу вылечить его от его дурного настроения и избавить от неприятных предчувствий. Для вашей половинки вы лучший лекарь души, о чём сами прекрасно знаете.",733,25 ноября
17,"Гороскоп на 24 ноября 2019 года 
 Сегодня вы будете как никогда более собраны и аккуратны. Ничто так не дисциплинирует, как сознание того, что вы предоставлены сами себе, и ни перед кем не надо отчитываться.

Бизнес-гороскоп на 24 ноября 2019 года 
 В этот день звезды не рекомендуют вам даже пытаться предсказать события, которые произойдут с вами в ближайшее время. В любом случае, мысли и размышления ничего не изменят ни к лучшему, ни к худшему, а вот утреннее настроение вы себе испортить можете. И, соответственно, весь оставшийся день.

Любовный гороскоп на 24 ноября 2019 года
В этот день вам стоит забыть об объективности и судить о вашем любимом человеке исключительно с субъективной точки зрения. В конце концов, быть с ним именно вам и никому кроме вас, а значит, при личном контакте никакие объективные нормы и принципы вам не помогут.",849,24 ноября
18,"Гороскоп на 23 ноября 2019 года 
 Сегодня вы сможете черпать силу от звуков собственного голоса. Вы будете удачливы во всех видах устных переговоров.

Бизнес-гороскоп на 23 ноября 2019 года
 Сегодня не стоит рассчитывать на поддержку и советы друзей. Даже если на первый взгляд они будут казаться очень разумными, вряд ли результаты их применения будут столь же хороши.

Любовный гороскоп на 23 ноября 2019 года
Сегодня вашему любимому человеку захочется совершить некий подвиг во имя вашей любви. Впрочем, подвиг в итоге может так и остаться не совершенным в силу нерешительности и стеснительности главного героя. В ваших силах поддержать его начинания и желания.",666,23 ноября
19,"Гороскоп на 22 ноября 2019 года 
 Сегодня не стоит опираться на личные связи, они могут подвести. Постарайтесь не оглашать свои планы - сглазят непременно.

Бизнес-гороскоп на 22 ноября 2019 года
 Сегодня вы явно настроены на воинственный лад, однако стоит унять свой пыл там, где вежливое обращение сделает больше, чем нахальство и дерзость. А если вы сегодня так и не добьетесь того, на что рассчитывали, это будет для вас хорошим уроком на будущее.

Любовный гороскоп на 22 ноября 2019 года
Сегодня вас захлестнет волна романтизма, и вы захотите, чтобы в ваших отношениях с вашим же любимым человеком все было как в романе: огромные букеты цветов, страстные признания, красивые пейзажи и томные взгляды... Только выберите роман со счастливым концом, другого вам не нужно.",776,22 ноября
20,"Гороскоп на 21 ноября 2019 года 
 Сегодняшний день лучше провести с семьей. Это доставит удовольствие и вам и остальным ее членам. И вообще, вспоминайте о них почаще.

Бизнес-гороскоп на 21 ноября 2019 года 
 Как насчет того, чтобы внести разнообразие в вашу личную жизнь? Не слишком ли она стала предсказуемой? Это ведь и на качество вашей работы влияет не лучшим образом: у вас нет вдохновения, изюминки, искры, а это непорядок. Постарайтесь найти новую любовь во имя карьеры.

Любовный гороскоп на 21 ноября 2019 года
Для того чтобы решить ваши проблемы, совсем не обязательно посвящать в них родственников. Поговорите лучше с друзьями, они будут менее склонны во всем винить вас же.",687,21 ноября
21,"Гороскоп на 20 ноября 2019 года 
 Вы склонны тратить непозволительно много душевных и физических сил на то, что скорее всего является лишь иллюзией. Взгляните на вещи здраво, сегодня это должно получиться.

Бизнес-гороскоп на 20 ноября 2019 года
Сегодня вы впервые за довольно долгое время увидите в вашем партнере человека. Иными словами, вам будет куда труднее применять все ваши коммуникативные и иного рода хитрости, потому что вы будете точно знать, что партнеру как личности такие ваши действия приятны не будут.

Любовный гороскоп на 20 ноября 2019 года
В этот день вашему любимому человеку захочется провести с вами максимально возможное количество времени, однако его и ваше понятия максимума будут несколько расходиться. Постарайтесь как-то скоординировать ваши представления и свести их к среднему арифметическому.",826,20 ноября
22,"Гороскоп на 19 ноября 2019 года 
 Сегодня терпение будет не просто достоинством. Оно будет необходимо вам как воздух. Слишком уж много подводных камней будет ожидать вашу чересчур эмоциональную натуру.

Бизнес-гороскоп на 19 ноября 2019 года 
 Все знакомства, которые вы сумеете завязать сегодня, очень пригодятся вам в будущем. Поэтому не робейте, проявите некоторое упорство и старание, чтобы понравиться заинтересовавшему вас человеку. Ваши усилия будут не напрасны, а помимо деловых партнеров вы сможете найти и хорошего нового друга.

Любовный гороскоп на 19 ноября 2019 года
Постарайтесь сегодня целый день быть мысленно рядом с вашим любимым человеком, поддерживать его во всех его начинаниях, быть с ним терпеливым и терпимым. В конце концов, у каждого бывают минуты слабости: у него такая минута продлится весь сегодняшний день.",838,19 ноября
23,"Гороскоп на 18 ноября 2019 года 
 Сегодня у вас появятся большие проблемы при общении с окружающими. Постарайтесь не опуститься до оскорблений и рукоприкладства. Злиться вредно.

Бизнес-гороскоп на 18 ноября 2019 года 
 Вы стали чересчур много засиживаться в офисе допоздна? Думаете, что таким образом вы сможете надеяться на похвалу начальства? Скорее сейчас вы слишком переутомитесь и не сделаете ничего того, что смогли бы с ясной головой сделать и днем. Кроме того, платить за рвение вам больше не станут.

Любовный гороскоп на 18 ноября 2019 года
Сегодня вашему любимому человеку будет холодно, грустно и одиноко, и только в ваших силах будет пресечь это безобразие, приласкав, обняв и утешив вашу половинку. Если вы сделаете это правильно, то есть так, чтобы оно подействовало, вы даже удивитесь, какой лаской и нежностью вам ответят.",841,18 ноября
24,"Гороскоп на 17 ноября 2019 года 
 Сегодня не стоит быть торопливым в оценке происходящего. То, что вы склонны будете воспринять как личное оскорбление, будет скорее всего просто не очень удачно сформулированной, но тем ни менее невинной шуткой.

Бизнес-гороскоп на 17 ноября 2019 года 
 Вряд ли вам будут доплачивать за то, что вы работаете в выходные, поэтому не стоит совершать подвиг такого рода за просто так. Возможно, уже завтра он станет необходимостью, а в этот день вы со спокойной совестью можете отдохнуть и забыть обо всех трудовых обязанностях.

Любовный гороскоп на 17 ноября 2019 года
Сегодня вас может посетить ностальгия. Вы вспомните ваши отношения с вашим некогда любимым человеком очень захотите, чтобы все вернулось, даже если сейчас в вашей личной жизни все хорошо. Включите грустную музыку, повспоминайте, а потом выкиньте это из головы. Жить все же стоит днем настоящим, время от времени заглядывая в будущее.",934,17 ноября
25,"Гороскоп на 16 ноября 2019 года 
 Сегодня вы можете позволить себе действовать без промедления, по первому движению души. Будете колебаться - только упустите подходящий момент.

Бизнес-гороскоп на 16 ноября 2019 года 
 Сегодня разного рода посторонние мысли будут отвлекать вас от трудового процесса. Постарайтесь сделать все возможное для того, чтобы отвлекали они вас не сильно и все ваши задания были выполнены быстро, правильно и в срок. Благо это окажется не самой трудной задачей.

Любовный гороскоп на 16 ноября 2019 года
Овнам сегодня нужно быть осторожными с их вторыми половинами. Очень вероятно, что он устроит маленький междусобойчик со своими друзьями, рассчитывая на ваше отсутствие в течение дня. Тем не менее, звёзды не советуют волноваться по этому поводу. Друзья не в курсе ваших главных семейных дел, поэтому вероятность ненужных сплетен исключается.",870,16 ноября
26,"Гороскоп на 15 ноября 2019 года 
 Сегодня вам вряд ли удастся провести хоть пару минут в мечтаниях. Расслабиться вам не дадут. Не ставьте перед собой масштабных целей, за вас это сделают другие.

Бизнес-гороскоп на 15 ноября 2019 года 
 Если у вас есть хоть какая-то возможность проверить, верен ли тот важный шаг, который вы собираетесь предпринять, не упускайте её, больше такого шанса вам не представится. Подумайте и взвесьте все за и против ещё раз, чтобы потом не пожалеть о содеянном.

Любовный гороскоп на 15 ноября 2019 года
Сегодня вам будет довольно трудно совладать с некоторыми факторами, которые будут препятствовать вашей счастливой личной жизни. Однако если вам всё же это удастся, вы поймёте, что заслуживаете своего счастья в полной мере, на все сто и даже двести процентов.",793,15 ноября
27,"Гороскоп на 14 ноября 2019 года 
 Сегодня можете позволить себе расслабиться, изгнать ощущение недоверия к кому бы то ни было и вообще отказаться от неприятных мыслей. Завтра наверстаете.

Бизнес-гороскоп на 14 ноября 2019 года 
 Не стоит сегодня смешивать домашние дела с рабочими. Хотя соблазн велик. Будь то конфликт или наоборот что-то приятное – забудьте о них. Помните о том, что нет ничего опасней для сохранения домашнего очага и поддержания благоприятной обстановки на работе, чем пытаться совместить личное и общественное.

Любовный гороскоп на 14 ноября 2019 года
Сегодня вы будете склонны к тому, чтобы совершать нелогичные поступки, причём стараться объяснять их с помощью логики. Увы, вашему любимому человеку, равно как и другим окружающим вас людям, эта логика будет непонятна, поэтому даже не старайтесь. Просто действуйте.",841,14 ноября
28,"Гороскоп на 13 ноября 2019 года 
 Не жалейте денег сегодня. Побалуйте себя небольшим, но приятным подарком, деликатесным ужином. С финансовой точки зрения намечаются перемены к лучшему.

Бизнес-гороскоп на 13 ноября 2019 года 
 Сегодня мир вертится вокруг вас. От вашей инициативы и рабочего настроя будет зависеть успех начатого дела. Но не зазнавайтесь! Будьте внимательны к окружающим, поддержка знакомых будет для вас очень кстати. Сформулируйте точно свою цель и двигайтесь вперед, а ситуация обязательно сложится в вашу пользу.

Любовный гороскоп на 13 ноября 2019 года
Сегодня вашему любимому человеку захочется признаться вам в чем-то важном, серьёзном и глубоком, что он осознал совсем недавно и что не даёт ему уснуть. Постарайтесь выслушать его внимательно и оценить всё им сказанное по достоинству, иначе на ваших отношениях можно будет поставить крест.",866,13 ноября
29,"Гороскоп на 12 ноября 2019 года 
 Ваше мнение сегодня никого интересовать не будет, поэтому лучше оставить его при себе. Время его высказать еще придет.

Бизнес-гороскоп на 12 ноября 2019 года 
 Сегодня вам предстоит очень долго удивляться тому, как изменилось направление деятельности вашей фирмы. Возможно, вплоть до политики, устава и философии компании. Однако весьма вероятен тот факт, что все это ненадолго и что масштабность событий вам не более чем показалась.

Любовный гороскоп на 12 ноября 2019 года
Сегодня вашему любимому человеку будет довольно трудно смириться с тем, что закончился какой-то очередной этап ваших с ним отношений. Постарайтесь его убедить в том, что скоро начнется следующий, и он будет куда лучше, ярче, теплее и интереснее предыдущего.",769,12 ноября
30,"Гороскоп на 11 ноября 2019 года 
 Сегодня вы, возможно, будете испытывать жгучее желание побыть наедине с самим собой, и, естественно, границы вашей территории будут постоянно нарушать. Не стоит отстреливать нарушителей, достаточно повесить на дверь замок и отключить телефон.

Бизнес-гороскоп на 11 ноября 2019 года 
 Сегодняшний день научит ваш критичнее относиться к проделанной вами работе. Последнее время вы привыкли, что всё, что вы делаете, одобряется шефом, но вот теперь вас вновь вернут с небес на землю и заставят дорабатывать ваш труд, представленный на суд начальства.

Любовный гороскоп на 11 ноября 2019 года
В этот день вам будет нелегко принять ответственное решение, касающееся вашей личной жизни, а значит, и судьбы вашего любимого человека. Но сделать это будет необходимо. Или хотя бы настроиться на неизбежность подобного действия в ближайшие несколько дней.",882,11 ноября
