,text,length,date,type,index in posts,is_unique
19,"сегодня звёзды рекомендуют в сложную минуту советоваться с вашим любимым человеком по спорным вопросам и принимать решение только после того, как получите его на то одобрение. решения, принятые в одиночку, с высокой долей вероятности, не окажутся правильными. к сожалению.",272,5 декабря,love,6,True
20,"вы наверняка сделали правильный выбор, однако, вы не сможете убедиться в этом, пока не начнете двигаться в избранном направлении. решайтесь.",140,5 декабря,simple,6,True
21,"сегодня вам в вашей работе пригодятся все те знания, которые вы получили в училище, институте или университете, даже если тогда вам казалось, что это совершенно бесполезно и для реальной жизни непригодно. что ж, вам остается надеяться лишь на вашу память.",255,4 декабря,business,7,True
22,"сегодня вашему любимому человеку будет непросто простить вас за тот или иной ваш поступок. однако он сделает это во имя ваших отношений. постарайтесь оценить его жест и приложить все усилия к тому, чтобы подобная ситуация больше никогда не повторялась.",252,4 декабря,love,7,True
23,"вы склонны слишком многое принимать на свой счет. не стоит, далеко не все делается специально, чтобы вас обидеть, что-то к вам и вовсе никакого отношения не имеет.",163,4 декабря,simple,7,True
24,"сегодня вам не следует пренебрегать вашими непосредственными обязанностями, отвлекаться на ерунду и обращать внимание на действия ваших коллег. основной задачей является выполнение ваших непосредственных функций в минимальный период времени. постарайтесь приложить к этому максимум усилий.",289,3 декабря,business,8,True
25,"в этот день ваша душа будет жаждать творчества, творческой реализации и благодарных зрителей или слушателей, которые всё это оценят. в роли таковых может выступить ваш любимый человек, однако если плоды вашей фантазии будут ему не по нраву, терпения ему хватит ненадолго.",271,3 декабря,love,8,True
26,"вы склонны считать неразрешимой проблему, которая таковой вовсе не является. не стоит отравлять себе жизнь пустыми переживаниями, а то как бы судьба не подбросила вам реальный повод для расстройства.",199,3 декабря,simple,8,True
27,"с чем вам надо сегодня бороться, так это с беспорядком в своих мыслях. пусть каждый ваш шаг будет мотивирован практицизмом, тогда вы сможете без лишних усилий достичь того, к чему стремились. и не жалейте себя, работайте так, как будто за это вы получите премию, и кто знает, возможно вам её и назначат.",303,2 декабря,business,9,True
28,"в этот день ваш любимый человек будет очень много фантазировать, придумывать и настроит целый город, состоящий из одних только воздушных и песочных замков. у вас есть выбор: стать скептиком-реалистом или же разделить его мечты. первое правильнее, второе – интереснее.",267,2 декабря,love,9,True
29,"сегодня кто-то очень глупый может все испортить, причем руководствоваться он при этом будет самыми благими намерениями. возможно, вам все-таки удастся спасти положение, если успеете перехватить эту замечательную личность и озадачить ее чем-нибудь до конца дня.",260,2 декабря,simple,9,True
30,"сегодня только скорость вашей реакции и ваша интуиция помогут вам избежать проблем с работой, которые вполне могут возникнуть несмотря на то, что день является выходным. главное – довериться себе, поверить в свои силы и не останавливаться ни перед какими препятствиями.",269,1 декабря,business,10,True
31,"сегодня вам придется стать гостеприимным хозяином или радушной хозяйкой для близких и родных людей вашего любимого человека. именно вам придется править балом в этот день, заботясь о том, чтобы всем было хорошо, уютно, весело и вкусно. это не очень просто, зато довольно-таки приятно.",284,1 декабря,love,10,True
32,"не будьте букой. приветливая улыбка далеко не всегда придает лицу идиотское выражение. хотя, это конечно от лица зависит...",123,1 декабря,simple,10,True
33,"сегодня наконец-то настанет время для самостоятельно принятых решений. ничего не бойтесь! наоборот, надеясь только на себя, вы в будущем сможете не только гордиться собой, что не спасовали перед трудностями, но, кроме этого, увидите, какие великолепные результаты будет иметь ваша инициатива.",292,30 ноября,business,11,True
34,"будьте собой! ваш любимый человек любит именно вас, а не тот образ, который вы хотите принять! а если так получается, что он любит образ, то стоит задуматься о том, стоит ли продолжать с ним близкое общение. всю жизнь играть кого-то вы явно не сможете, а расставаться потом будет значительно больнее.",300,30 ноября,love,11,True
35,"если вам кажется, что ваши принципы лишь осложняют вам жизнь, значит пришло время их пересмотреть. так ли все они верны? большинство ваших проблем таковыми даже не являются.",173,30 ноября,simple,11,True
36,"такое количество разного рода идей порой на работе к вам не приходит, а вот сегодня как назло от них не будет отбоя. возьмите блокнот и записывайте! гениальные решения иногда приходят, казалось бы, из абсолютно обычных явлений. всё, что вы сегодня придумаете, поможет вам в дальнейшем!",285,29 ноября,business,12,True
37,"если в вашей душе копошится червячок и грызет вас изнутри, приговаривая: «это не тот человек, который тебе нужен… не тот… не тот…», - прислушайтесь к зверю потребуйте от него аргументированных доводов. может быть, он истину глаголет. с червячками это иногда случается.",268,29 ноября,love,12,True
38,"сегодня вы будете склонны делать из мухи слона. это неразумно по двум причинам: во-первых, все не так уж и плохо, а во-вторых, слоны в наших широтах очень мерзнут, это жестоко по отношению к бедному животному.",209,29 ноября,simple,12,True
39,"сегодня звёзды советуют вам не отказываться от сотрудничества. день благоприятен и для переговоров, и для подписания бумаг. только будьте внимательны, прежде чем поставить свою закорючку по очередным договором, хотя бы почитайте его.",233,28 ноября,business,13,True
40,"успех семейной жизни вас сегодня напрямую будет зависеть от того, удастся ли супругу использовать все возможности для вашего отдыха. вам, вероятно, надоело прозябать в четырёх стенах и хочется на волю. что, партнер занят? не беда, идите проветритесь самостоятельно.",271,28 ноября,love,13,True
41,сегодняшний день прекрасно подойдет для проведения важных переговоров. вы будете в меру красноречивы и необыкновенно убедительны.,129,28 ноября,simple,13,True
42,"сегодняшний день может раскрыть вам заманчивые карьерные перспективы. если так - не стоит откладывать решение, сейчас всё сложится как нельзя более удачно. так что смело приниэтот месяцте предложения, которые сулят вам профессиональный рост и высокую зарплату, это может быть работа вашей мечты.",288,27 ноября,business,14,True
43,"поторопитесь! у вас осталось не так много времени. как вам могло бы это показаться с первого взгляда. если вы действительно хотите достичь того счастья, которое вы себе наметили, и с тем человеком, которого любите, то действовать следует максимально быстро и оперативно!",270,27 ноября,love,14,True
44,"сегодня у вас может разыграться воображение. возможно буквально все - от кошмаров во время послеобеденного сна до явственно слышимых стонов привидений в коридоре вашей квартиры. не перенапрягайте нервы, если вам страшно войти в темную комнату, возьмите кого-нибудь с собой.",273,27 ноября,simple,14,True
45,"сегодня вам, возможно, придется заняться совершенно не своим делом. похоже, ваша помощь потребуется кому-то из близких. помогите, даже если вы не вполне понимаете, в чем суть его деятельности. по счастью, ваша работа вам мешать в этом непростом и очень ответственном деле не будет.",281,26 ноября,business,15,True
46,"помните, что звезды есть всегда. просто их иногда не видно за тучами. и если сейчас у вас какие-то проблемы на личном фронте в общем и с вашим любимым человеком в частности, это вовсе не значит, что все плохо и плохо будет всегда. однажды тучи разойдутся, и вам откроется потрясающее звездное небо. надо лишь немного подождать.",327,26 ноября,love,15,True
47,"ваше эго стало слишком колючим, его надо бы пригладить, пока этого не сделали другие. позаботьтесь заодно и о своем внешнем виде.",129,26 ноября,simple,15,True
48,"день будет очень успешен для организации деловых поездок и ведения переговоров. в сможете выступить посредником в различного рода коммерческих предприятиях. чем лучше вы проявите себя, тем значительнее будут ваши шансы получить хорошее вознаграждение.",251,25 ноября,business,16,True
49,"сегодня не стоит придавать большого значения вялости и необщительности вашего любимого человека. возможно, он просто устал и хочет спать, не имея при этом ничего против вашего общества и общения с вами. будьте ласковы, лояльны и нежны. можете даже самолично уложить его в постель и спеть ему колыбельную.",304,25 ноября,love,16,True
50,"если вы сегодня чего-то не поймете, это может не самым лучшим образом отразиться на вашей дальнейшей жизнедеятельности. так что лучше десять раз переспросите.",158,25 ноября,simple,16,True
51,"сегодня ваш начальник обязательно пойдет вам навстречу, если вы обоснуете для него необходимость того или иного действия, движения вперед или назад в вашем общем деле. основная ваша задача – быть убедительным и настойчивым, иначе ничего у вас не выйдет.",253,24 ноября,business,17,True
52,"сегодня с ваших глаз упадут очередные розовые очки, и вы взглянете на вашего любимого человека куда менее защищенными от реальности глазами. вполне возможно, настоящий его образ понравится вам даже больше, чем тот, который вы сами себе придумали, поэтому не спешите бояться заранее.",282,24 ноября,love,17,True
53,"сегодня вы можете оказаться под серьезным давлением. тем большую гордость вы будете испытывать, продолжая идти своим путем.",123,24 ноября,simple,17,True
54,"ваши финансовые возможности позволяют сегодня задуматься о крупных серьезных приобретениях. тем более что выходной день способствует этому наличием большого количества свободного времени. насладитесь процессом покупки так, чтобы зарядиться оптимизмом и желанием заработать еще на всю неделю!",291,23 ноября,business,18,True
55,"сегодня вам захочется чем-то удивить вашего любимого человека, поэтому вы пойдете на довольно серьезные изменения. например, сделаете новую прическу, выберете новый стиль одежды или новую манеру поведения. главное, не испугать его окончательно, как бы не сбежал.",262,23 ноября,love,18,True
56,"сегодня, заметив пару чертей, не пугайтесь за свое здоровье. просто у вас откроется дар видеть то, что не дано видеть другим. переждите денек, он и закроется.",158,23 ноября,simple,18,True
57,"сегодня вам следует ко всему, что касается вашей трудовой деятельности, подходить с неизменным чувством юмора. постарайтесь сделать все возможное для того, чтобы ни один из рабочих вопросов не заставил вас нахмуриться даже на минуту.",233,22 ноября,business,19,True
58,"если вам интересно с человеком общаться, это вовсе не значит, что с ним пора налаживать более тесные отношения. наличие статуса обычно неблаготворно влияет на развитие отношений, повышает критичность восприятия. не стоит переводить из разряда интересных собеседников в разряд потенциальных половинок всех кого не лень.",318,22 ноября,love,19,True
59,"сегодняшний день будет зависеть от того, как вы его начнете, сможете ли поймать верный ритм действий. не позволяйте слишком себя торопить, это приведет лишь к полной недееспособности.",183,22 ноября,simple,19,True
60,"сегодня вы явно будете расположены пофилософствовать. само по себе это неплохо, но если в разгар рабочей лихорадки вас застукают в расслабленной позе с блаженной улыбкой на устах, могут и не понять.",198,21 ноября,business,20,True
61,"в этот день вашему любимому человеку будут непонятны некоторые ваши проблемы, поэтому он будет судить все, что с вами происходит, со своей точки зрения. а значит, некоторое взаимонепонимание вам обеспечено. остается надеяться, что вам все же удастся прийти к компромиссному решению.",282,21 ноября,love,20,True
62,"сегодня вы можете почувствовать недостаток сил, как физических, так и душевных. последнее опаснее, потому постарайтесь по возможности избегать общества излишне эмоциональных людей.",180,21 ноября,simple,20,True
63,"сегодня вам вряд ли удастся сэкономить. возникнет множество неожиданных ситуаций, которые потребуют от вас значительных затрат. ничего катастрофического, впрочем, день не предвещает — более того, вы откроете свой кошелек с чувством облегчения.",243,20 ноября,business,21,True
64,"у вас сегодняшний день очень хорош для поездок на природу, в лес, поближе к свежему воздуху. вероятно, вам следует выбраться на пикник - но будьте осторожны с огнём. а еще лучше - обойдитесь без него вовсе.",212,20 ноября,love,21,True
65,"сегодня все будет как-то не так. тот, к кому вы хотели бы проявить внимание, оттолкнет вас, и, напротив, желая побыть в одиночестве, вы окажетесь в окружении шумной толпы пристающих к вам людей.",194,20 ноября,simple,21,True
66,"похоже, вы не особо и устали за неделю и теперь просто не знаете, чем занять себя в этот выходной день! если вы никак не можете придумать себе занятие, то не стоит терять времени даром. вы можете поработать над отчетом, скажем, пойдя на прогулку в парк, на свежем воздухе вам придут свежие идеи, вот увидите!",308,19 ноября,business,22,True
67,"сегодня вы нечаянно узнаете, какого мнения о вас ваш любимый человек, что он думает на самом деле о вашей личности и ваших с ним отношениях. полученные сведения стоит тщательнейшим образом проанализировать. и если они хорошие - не расслабляться и не зазнаваться. а если плохие - что ж, исправить что-то вам по силам.",316,19 ноября,love,22,True
68,сегодня близкие ваши будут на удивление лояльны по отношению к вашим действиям и внимательны к вашим словам. воспользуйтесь удачным моментом.,141,19 ноября,simple,22,True
69,"сегодня вам не следует отвлекаться на какие бы то ни было посторонние мысли, не касающиеся непосредственно вашего трудового процесса. постарайтесь сделать все возможное для того, чтобы ваш мозг в течение положенных рабочих часов был настроен исключительно на работу.",266,18 ноября,business,23,True
70,"сегодня вашему любимому человеку не придется долго уговаривать вас, чтобы вы приняли от него помощь. вы ее примете с радостью и совершенно добровольно, ибо другого выхода у вас просто-напросто не будет. постарайтесь горячо и искренне его за это поблагодарить.",259,18 ноября,love,23,True
71,"вы нынче будете очень чувствительны. будь вы антенной, это было бы неплохо, но, поскольку судьба распорядилась иначе, придется над собой поработать. не приниэтот месяцте все так близко к сердцу, это никому не нужно, а вам вредно.",222,18 ноября,simple,23,True
72,"не спешите сегодня заканчивать тот или иной этап вашей деятельности. лучше немного задержите проект, чем сдайте его недоделанным, недообдуманным и недооформленным. побудьте немного педантом и занудой.",200,17 ноября,business,24,True
73,"сегодня вам будет казаться, что самые романтические минутки ваших отношений с вашим любимым человеком уже позади и ничто не сможет их вернуть. впрочем, как вы яхту назовёте, так она и поплывёт: не строит настраивать себя заранее на столь депрессивный лад.",255,17 ноября,love,24,True
74,"побудьте сегодня нежным и любящим - и близкие порадуются, и самому приятно. остерегайтесь бесед на спорные темы - они могут перерасти в настоящие баталии, возможно даже не без рукоприкладства.",192,17 ноября,simple,24,True
75,"не бросайтесь из крайности в крайность, четко определитесь, что же вам всё-таки нужно. сейчас у вас достаточно непростое время, вам хочется и блеснуть талантом организатора, и вернуть себе душевный покой. помощью вам будет поддержка и понимание ваших близких и гармония в доме.",277,16 ноября,business,25,True
76,"будьте готовы к тяжелой борьбе с мелкими бытовыми неприятностями в большом количестве. самой трудной задачей при этом будет не выйти победителем, а не разругаться в порыве крайнего раздражения в пух и прах с близкими.",217,16 ноября,love,25,True
77,"сегодня, взяв на вооружение некую идею, не оставляйте ее ни на минуту. она слишком хороша, чтобы сротозейничать и позволить реализовать ее кому-то другому.",155,16 ноября,simple,25,True
78,"велика вероятность того, что именно вы сегодня будете ответственны за дело, порученное нескольким людям. проявляйте свои лидерские способности очень корректно, пусть эта небольшая власть не повлияет на трезвость мысли. будьте требовательны, но справедливы, и ваши усилия будут оценены.",285,15 ноября,business,26,True
79,"в этот день прежде чем ставить крест на ваших отношениях, поищите причину, по которой у вас ничего не ладится в последнее время. возможно, дело в какой-то мелочи, о которой и говорить-то смешно. и исправляется она без особых усилий и практически моментально.",258,15 ноября,love,26,True
80,"сегодня очень важны будут полезные связи. если вы знакомы с имяреком - считайте, день удался.",93,15 ноября,simple,26,True
81,"удивительно, но сегодняшний день гораздо более подходит для романтических приключений, нежели занятий работой. может, стоит забыть о работе напрочь, окончательно и бесповоротно – и пожить жизнью романтичного влюбленного? тем более, что толку от ваших трудов все равно не будет.",277,14 ноября,business,27,True
82,"сегодня вашему любимому человеку придётся вас долго убеждать в справедливости своих утверждений, ибо вы почему-то совсем не будете ему верить, даже если приложите к этому максимум усилий. впрочем, может быть, в вашей недоверчивости есть некоторый резон, о котором стоит задуматься?",281,14 ноября,love,27,True
83,"сегодняшний день будет наполнен трудами. куча хозяйственных дел, которую вы столь долго собирали, вот-вот развалиться, и вам придется если не приступить к решению этих вопросов, то по крайней мере переложить их в другом порядке.",228,14 ноября,simple,27,True
84,"каждая маленькая победа будет только укреплять вашу уверенность в себе. вы сможете гордиться собой не просто потому, что вы любите тешить своё самолюбие, а потому что эти небольшие успехи лишь устилают путь к настоящему триумфу. теперь подуэтот месяцте о том, что человека украшает скромность.",286,13 ноября,business,28,True
85,"сегодня ваш любимый человек будет ревновать вас, но не к другу, не к коллеге и не к соседу, а к хобби или работе. постарайтесь доказать вашей половинке, что она для вас очень важна, но и дело вы бросить не можете. высшим пилотажем будет придуманное вами доказательство того, что дело это способствует благополучию вашего тандема.",329,13 ноября,love,28,True
86,"сегодняшний день принесет понимание своих ошибок, однако, умолчит о методах их исправления. думать придется самому.",115,13 ноября,simple,28,True
87,"не стоит увлекаться азартными играми. звезды не сулят вам в этом удачи. лучший способ увеличить свое благосостояние – честно заработать все необходимое. в выходной день это сделать, конечно, весьма проблематично, но продумать все пути и способы – более чем возможно.",266,12 ноября,business,29,True
88,"даже если вы сегодня поссорились с вашим любимым человеком, не стоит ни с кем делиться переживаниями. недоразумение, возникшее между вами, совсем скоро уляжется, а вот неприязнь по отношению к нему у ваших друзей и знакомых останется. как вам потом с нею бороться?..",266,12 ноября,love,29,True
89,"сегодня вы будете одним из лучших представителей человечества, преисполненным лучшими чувствами к остальным его представителям. только никому об этом не говорите, обидятся.",172,12 ноября,simple,29,True
90,"нынче вашей деятельности может помешать какой-то не учтенный на днях пустяк. не стоит опускать руки, решив, что небеса противятся вам — просто исправьте ошибку. много времени это не займет.",189,11 ноября,business,30,True
91,"сегодня ваша поддержка очень пригодится вашему любимому человеку, однако вряд ли вы услышите просьбу о помощи. догадайтесь подать ему руку сами — это будет принято с благодарностью.",181,11 ноября,love,30,True
92,"сегодня вы рискуете навешать на себя чрезмерно большое количество чужих проблем. постарайтесь, хотя бы, не отстранять от процесса их решения тех, кому они, собственно, принадлежат.",180,11 ноября,simple,30,True
93,"сегодня благоприятный день для профессионального обучения и самообразования. звезды рекомендуют купить как можно больше новейших книг по вашей специальности и начать незамедлительно их тщательнейшим образом изучать, дабы остаться на высоте в вашей области знаний.",263,10 ноября,business,31,True
94,"в этот день вам важно не запутаться в том, что вы успели сказать вашему любимому человеку, а что нет. и что, кстати, вы говорили не ему, а его основному сопернику. именно этот вопрос может стать сегодня серьезным камнем преткновения и доставить вам много разных неприятностей.",276,10 ноября,love,31,True
