,text,length,date,type,index in posts
13,"Сегодня вы поймете, что обратная сторона стабильности и надежности – это предсказуемость и скука. Постарайтесь смириться с этим: у жизни, полной радости и сюрпризов, тоже есть обратная сторона, которая вам тоже вряд ли понравится. Лучше во всем искать хорошее, чем плохое.",272,7 декабря,love,4
14," Сегодня вас здорово расстроит друг. Вам придется потратить немало времени если не на решение его проблемы, то хотя бы на то, чтобы его утешить.",144,7 декабря,simple,4
15," Сегодня вам не следует долго рассказывать кому бы то ни было о делах ваших рабочих, ибо вряд ли кому-то эти самые дела будут интересны. Постарайтесь забыть о работе хотя бы на один день и погрузиться в атмосферу легкости, беззаботности и бесшабашности. Благо возможность будет.",278,6 декабря,business,5
16,"Ваш любимый человек – не единственный представитель противоположного пола, и вы об этом не сможете забыть, даже если очень постараетесь. Особенно в этот день. Вы будете без устали строить глазки прохожим, мило улыбаться и сравнивать их внешность и внешностью вашей половинки. Постарайтесь, однако, не увлекаться.",312,6 декабря,love,5
17," Постарайтесь выражаться аккуратно. Вы легко можете нарушить то равновесие, которое вам удалось создать. Уважайте иные мнения.",126,6 декабря,simple,5
18," Сегодня вам предстоит выяснить, что именно ваш начальник думает о вас как о ценном или не очень ценном работнике и о человеке. Возможно, подобные сведения помогут вам разобраться в том, что происходит на вашем рабочем месте и несколько улучшить ситуацию.",255,5 декабря,business,6
19,"Раки сегодня, вероятно, осознают сегодня на собственном опыте, что такое полный хаос и жуткая неразбериха. Не исключено, что в доме обрушится книжная полка или прорвет водопровод. На всякий случай проверьте целостность кранов и соединительных муфт и как следует приглядывайте за детьми и домашними животными – как бы чего не натворили.",335,5 декабря,love,6
20," Если у вас начали сильно отставать часы, проверьте, нет ли внутри дохлого таракана. Постарайтесь не вступать в конфликты с домашними животными, иначе рискуете быть исцарапаны.",176,5 декабря,simple,6
21," Опасайтесь того, что ваши разработки могут воплотить в жизнь конкуренты, так что доверяйте только самым проверенным людям. Старайтесь быть более сосредоточенным и проверять все каналы информации, чтобы избежать утечки, ведь вы так много работали над этим новым проектом!",271,4 декабря,business,7
22,"Сегодня ваш любимый человек окажется мудрее, теплее и лучше, чем вам это казалось все время. Один только этот факт способен будет поднять вам настроение с нуля до плюс бесконечности, а уж то, как он свои новые для вас качества будет реализовывать...",249,4 декабря,love,7
23, Сегодня у вас есть шанс немного подпортить свою репутацию. Постарайтесь им не воспользоваться.,95,4 декабря,simple,7
24," Если на сегодня вы наметили подписание важного договора или контракта, то могут возникнуть непредвиденные ситуации, по причине которых вам снова придётся всё отложить. Естественно, время - это деньги, но постарайтесь отнестись к этому спокойнее, нежели обычно.",261,3 декабря,business,8
25,"В этот день именно музыка поможет вам с вашим любимым человеком почувствовать особенное единение душ. Главное, чтобы музыка была подобрана правильно, с учетом ваших настроений и желаний. К такому сильному оружию нужно относиться бережно и осторожно.",249,3 декабря,love,8
26," Сегодня вам будет нелегко сосредоточится на чем-то одном, но если все-таки удастся, то результат превзойдет все ожидания. Попытайтесь.",135,3 декабря,simple,8
27," Для того, чтобы достичь чего-то большего, вам сейчас как никогда необходимо пожертвовать чем-то малым во имя глобальных перспектив будущем. Поверьте, вы не будете жалеть о принятом решении. Наберитесь смелости и действуйте решительно! Храбрость, как известно, города берет.",274,2 декабря,business,9
28,"Сегодня вашему любимому человеку будет очень трудно поверить в искренность ваших чувств и открытость ваших желаний. Почему-то он во всем будет искать подвох и тайный смысл. Постарайтесь убедить его в том, что таковых в ваших действиях и словах вовсе нет.",254,2 декабря,love,9
29," Нынешний день хорош скорее для отвлеченных размышлений, нежели для конкретных действий. Если действовать все же придется - заручитесь помощью друзей.",150,2 декабря,simple,9
30," Сегодня для вас принципиально важно будет расслабиться и начать получать удовольствие ото всего, что вы делаете. Даже если делать вы будете надоевшую вам работу – с улыбкой это получится куда быстрее, веселее и продуктивнее, вот увидите. Попробуйте – не пожалеете.",265,1 декабря,business,10
31,"Сегодня вы всерьёз задумаетесь о ценности семьи и о том, какую роль эта ценность играет в вашей жизни и в жизни вашего любимого человека. Звёзды рекомендуют подумать над этими вопросами вместе – авось и планы на будущее какие-то выстроятся, более или менее определённые.",270,1 декабря,love,10
32," Вы, возможно, стоите на пороге какого-то весьма сложного и категоричного решения. Оглянитесь еще раз, у вас пока еще есть время все изменить.",142,1 декабря,simple,10
33," В высшей степени благоприятный для общения день - ссоры и разногласия забыты, и вас снова уважают за ваши ценные качества. Но постарайтесь вынести урок из этой ситуации: возможно, второй раз не так всё просто забудется.",220,30 ноября,business,11
34,"Сегодня главное для вас и вашего любимого человека – верить в то, что впереди вас ждет светлое, долгое и счастливое совместное будущее. Любое сомнение, закравшееся вам в голову в этот день, довольно быстро разовьется в уверенность.",231,30 ноября,love,11
35," Сегодня для вас будет практически невыполнимо то, что потребует от вас дисциплинированности и послушания. Не пытайтесь перебороть свою импульсивность - только утомитесь. Ей тоже можно найти применение.",202,30 ноября,simple,11
36," Не откладывайте решение каких-либо вопросов на потом: все поступившие в сегодняшний день предложения должны быть сегодня же и рассмотрены. Посоветуйтесь с начальником по поводу наилучшего урегулирования проблем, но полагайтесь больше на себя, и сами также вносите предложения.",277,29 ноября,business,12
37,"Вспомните, как трудно было дождаться перемены и каким непостижимым счастьем она казалась в самом начале нудного урока. Сегодня вам это воспоминание особенно пригодится: в вашей личной жизни все будет очень на это походить. И нужно просто вздохнуть и ждать, не сверяясь каждые полминуты с часами, потому что если постоянно с ними сверяться, время практически останавливается.",374,29 ноября,love,12
38," Сегодня у окружающих, да и у вас лично, может создаться впечатление, что вы - единственный человек, понимающий, что происходит. По-видимому, так оно и будет.",158,29 ноября,simple,12
39," Сегодня вас будет очень утомлять однообразие, монотонная работа заберет у вас последний заряд положительных эмоций. Сохранить хотя бы долю позитивного взгляда на жизнь вам поможет какое-либо внерабочее занятие, помогающее вам отвлечься от рутины.",247,28 ноября,business,13
40,"Удивительно, но сегодня вам вовсе не захочется думать о последствиях вашего поведения, о том, как оно скажется на развитии ваших дальнейших отношений с вашим любимым человеком, да и вообще о чем бы то ни было. Будете поступать так, как поступается и делать то, считаете нужным и должным.",287,28 ноября,love,13
41," Вам кто-то звонил? Не ленитесь ответить на звонок. Во-первых это скорее всего окажется важным для вас, а во-вторых, не отвечать - просто невежливо.",148,28 ноября,simple,13
42," Сегодня любое дело в ваших руках будет доведено до конца, и вы проявите при этом немало упорства и трудолюбия. Такое рвение ваше начальство не может не оценить, а значит, у вас в скором времени появится перспектива карьерного роста, что вас очень порадует!",257,27 ноября,business,14
43,"Звездное небо в этот день безоблачно, и в отношении Раков и их половинок - штиль и взаимопонимание. Посвятите себя домашним хлопотам, выбирая те из них, которые привнесут в вашу жизнь хоть какой-нибудь элемент новизны. Скажем, оставьте привычное мытье посуды и переключитесь на ремонт мебели. Вам сегодня подобные занятия принесут неожиданное удовольствие и удовлетворенность.",376,27 ноября,love,14
44," Постарайтесь сегодня добиться того, чтобы вас не беспокоили в течение довольно продолжительно времени. Результатом может стать произведение, которым вы будете гордиться вся оставшуюся жизнь.",191,27 ноября,simple,14
45," Не торопитесь сегодня делать выводы касательно завершенности и гениальности вашей работы. Начальнику все равно виднее: «жираф большой...». Поэтому пока шеф не даст добро, с работы не уходите и не расслабляйтесь: напрячься потом будет куда сложнее.",248,26 ноября,business,15
46,"В этот день вам придётся принять активное участие в личной жизни вашего лучшего друга. Главное, чтобы оно не окончилось созданием любовного треугольника, одним из углов которого станете вы. Пожалуй, такие проблемы вам в жизни сейчас не нужны... Поэкспериментируете попозже.",273,26 ноября,love,15
47," Наслаждайтесь приятными мелочами. Хотя вполне возможно, что среди означенных мелочей попадется и весьма увесистый экземпляр. В таком случае не забудьте его сфотографировать, а то ведь будете потом хвастаться - не поверят.",222,26 ноября,simple,15
48," Сегодня звезды не рекомендуют вам халатно относиться к вашим трудовым обязанностям. Если вы вдруг почувствуете, что возникла необходимость срочно приступить к работе и что-то важное для вашей фирмы сделать, не бойтесь и делайте смело: вам это впоследствии окупится.",266,25 ноября,business,16
49,"Юмор вашего любимого человека будет сегодня весьма своеобразным. Не бойтесь, это не навсегда, это просто день такой неудачный выдался. Впрочем, если для вас он вполне удачен, можете радостно смеяться и улыбаться – тогда в вашей совместной жизни будет еще очень много таких дней.",278,25 ноября,love,16
50," Сегодня и вы сами, и ваше настроение, и ваши планы будут очень хрупки. Избегайте тяжелых тем и предметов.",106,25 ноября,simple,16
51," Вы должны научиться быть более независимым от мнения окружающих, цените себя таким, каким вы есть, ведь вам есть чем гордиться, вы уже успели много достичь. А если сейчас вы пойдете на поводу у своего пессимизма, то рискуете пропустить прекрасную возможность улучшить свое финансовое положение.",295,24 ноября,business,17
52,"Если некто, кто вам нравился, выбрал не вас (а сегодня велика вероятность такого выбора) – не расстраивайтесь. Как говорится, «если к другому уходит невеста – то неизвестно кому повезло». Попробуйте посмотреть на это оптимистично: больше вам все равно ничего не остается.",271,24 ноября,love,17
53," Сегодня вам, возможно, придется заниматься тем, что вы делать просто ненавидите. Сами виноваты - нечего было соглашаться. В следующий раз лучше вежливо, но твердо отказать.",173,24 ноября,simple,17
54," Сегодня вы будете во всем полагаться на советы ваших друзей, коллег и партнеров. Возможно, некоторые из этих советов даже окажутся здравыми и ценными, однако не стоит верить во все сказанное вам безоговорочно и бросаться в омут необдуманных решений. Не забудьте все взвесить.",276,23 ноября,business,18
55,"Жить для других - это замечательно. Но и о себе забывать не стоит. Поэтому даже если на сегодня у вас запланировано сто двадцать пять подвигов во имя любви вообще и любимого человека в частности, еще парочку вам придется совершить во имя себя. И обязательно получить от этого удовольствие. Иначе несправедливо получится.",320,23 ноября,love,18
56," Сегодня любой пустяк сможет наделать много шуму. Выходя из дому постарайтесь проследить, все ли в порядке - забытая мелочь будет стоить вам целого дня нервотрепки.",164,23 ноября,simple,18
57," Сегодня звезды рекомендуют вам сбежать из офиса чем раньше, тем лучше. Лишь бы неприятностей с начальством из-за этого не возникло, а то ведь всякое может случиться. Иначе за рабочим столом вы, как водится, все пропустите, и узнаете уже от третьих лиц, что не есть хорошо.",273,22 ноября,business,19
58,"Сегодня вашему любимому человеку трудно будет понять ваши доводы. потому что вы постараетесь говорить с ним на языке разума. А он вам будет отвечать языком сердца. Постарайтесь все же найти среднее арифметическое, хоть это будет вовсе не так просто.",249,22 ноября,love,19
59, Вас ждет весьма захватывающий вечер. Подготовьтесь к нему.,59,22 ноября,simple,19
60," Нынче вы будете не слишком восприимчивы к словам окружающих, а доказать вам что-то, отличное от вашей точки зрения вообще будет невозможно. Жаль, поскольку ваше мнение, скорее всего, истиной в последней инстанции не является.",226,21 ноября,business,20
61,"Сегодня ваш любимый человек может признаться вам в своих чувствах, о которых вы раньше и не подозревали или очень смутно догадывались. В любом случае, его слова станут для вас очень приятной или очень неприятной неожиданностью. Постарайтесь отреагировать на них адекватно.",272,21 ноября,love,20
62," Если вы сможете выкроить время для устройства вечеринки, или вас пригласят на уже устроенную - успех вам будет обеспечен. Сегодня вам не удастся отвертеться от почетного звания Душа общества.",192,21 ноября,simple,20
63," Как бы вам ни претили споры и конфликты, но сегодня велик риск быть втянутым, пусть и не в качестве представителя одной из сторон, в дебаты между коллегами. Вот где пригодится ваш талант дипломата. Вы сумеете, таким образом, всё уладить, что все останутся довольны, и вы в том числе.",284,20 ноября,business,21
64,"В этот день вашему любимому человеку будет казаться, что вы его за что-то недолюбливаете. Постарайтесь доказать ему обратное всеми возможными и невозможными способами, докажите ему, что он не прав, и он любим вами как никто другой. Это по силам вам и только вам.",262,20 ноября,love,21
65," Не бойтесь сообщить о своих чувствах человеку, к которому вы их питаете (это касается любого вида чувств). Сегодня как раз тот день, когда это следует сделать.",160,20 ноября,simple,21
66," Если сегодня вы подпишете договор на крупную сумму, могут возникнуть серьёзные проблемы. Перед тем, как будет поставлена подпись на всех документах, очень внимательно и на всех уровнях проверьте, столь ли надежны ваши партнеры, как вы думаете. Лучше перебрать с подозрительностью, чем недобрать с осторожностью.",312,19 ноября,business,22
67,"Постарайтесь сегодня вести себя максимально естественно, чтобы продемонстрировать вашему любимому человеку все грани вашего удивительного характера. Пусть он поймет, что вы удивительны и уникальны и решит для себя, хочет ли он быть именно с вами, а не с тем образом, который он для себя раньше рисовал.",302,19 ноября,love,22
68," Не позвольте упрямству или непониманию, а этим вы и будете грешить сегодня, обречь вас на одиночество. Лучше уступить.",119,19 ноября,simple,22
69," Сегодня звезды категорически запрещают вам без особой надобности вспоминать о чем-либо, связанном с вашей трудовой деятельностью. Даже если вам не о чем больше будет поговорить с вашим любимым человеком, лучше молчите, улыбайтесь и кивайте. Но о работе – ни слова.",265,18 ноября,business,23
70,"Сегодняшний день для вас нельзя назвать ни хорошим, ни плохим. Впрочем, если ничего плохого не случается - это уже хорошо. Вроде, для вас в личной жизни плохого не запланировано, впрочем как и для ваших партнеров, кем бы они ни были по знаку Зодиака. Считайте, что им повезло.",276,18 ноября,love,23
71," Возможно ваш союз с кем-то перестал быть производительным. Пора дать ему распасться и поискать более конструктивных связей. Чем скорее вы примете решение об этом, тем лучше.",174,18 ноября,simple,23
72," Сегодня вы будете настроены на очень важный и серьёзный разговор, который вы вот уже некоторое время, как откладываете. Вы сумеете просто превосходно представить свои аргументы по волнующему вас вопросу, и оппозиции нечего не останется, как согласиться с вашим видением проблемы.",280,17 ноября,business,24
73,"Сегодня вам достаточно трудно будет быть справедливым по отношению к вашему любимому человеку. Однако вам все же придется очень постараться таковым быть, иначе ваша пристрастность, излишняя строгость или лояльность могут навредить вашим отношениям.",248,17 ноября,love,24
74," Сегодня вам не стоит говорить о том, в чем не слишком хорошо разбираетесь. Либо подготовьтесь к разговору, либо не раскрывайте рта, иначе вам не преминут указать на вашу некомпетентность.",188,17 ноября,simple,24
75," Сейчас вы слишком устали, чтобы продолжать борьбу за место под солнцем. Возьмите себе хоть несколько дней передышки, иначе вы сломаетесь на финишной прямой, когда вам точно нельзя будет останавливаться. Также остерегайтесь сплетников, поддерживайте со всеми хорошие отношения.",277,16 ноября,business,25
76,"Сегодня ваше мнение о вашем любимом человеке кардинально поменяется, причем он вряд ли об этом догадается сразу. Не спешите, впрочем, чересчур поспешно судить о нем по новой. В конце концов, вы тоже не безгрешны и можете ошибаться.",231,16 ноября,love,25
77," Сегодня вам нужно четко знать, кого следует игнорировать, и когда нужно устранится от происходящего рядом с вами. Аккуратность поможет вам избежать крупного конфликта, вероятность будет которого весьма велика.",210,16 ноября,simple,25
78," Сегодня вам не придется долго выяснять отношения с вашим начальником. Он использует рычаги власти будет воздействовать на вас с их помощью. Постарайтесь сделать все возможное для того, чтобы ваш авторитет как в его глазах, так и в глазах ваших коллег, не пострадал.",266,15 ноября,business,26
79,"Не стоит сегодня делать далеко идущих выводов из выражения лица вашего любимого человека. Оно вовсе не будет отражать его внутреннего мира и мыслей по отношению к вам, вашим словам и поступкам. Если вам трудно поступать подобным образом, просто закройте глаза.",260,15 ноября,love,26
80," Сегодня вам придется решать некую проблему, которую вы уже давно считали забытой, а потому несуществующей. Возможно, вас ждет не слишком приятная работа, однако сделать ее придется, и лучше будет ее не откладывать.",215,15 ноября,simple,26
81," Сегодня звезды не рекомендуют вам слишком часто отвлекаться на выполнение каких бы то ни было обязанностей, не связанных с рабочими. В конце концов, на семью и друзей вам было дано целых два выходных дня, а сейчас - время трудиться, трудиться и еще раз трудиться.",264,14 ноября,business,27
82,"Сегодня благоприятный день для внесения изменений в ваши отношения. Изменений любого рода: от введения в ваш лексикон слова «люблю» до финального хлопанья дверьми. Если вы считаете, что стоите на пороге какого-то нового этапа в жизни вашего тандема – сегодня самый подходящий день для того, чтобы этот порог переступить.",320,14 ноября,love,27
83," Сегодня вам может обуять неуемное любопытство. Лучше удовлетворять его каким-нибудь невинным способом, с помощью книги, например. Сбор же и распространение слухов может негативно отразится на ваших с кем-то отношениях.",219,14 ноября,simple,27
84," Сегодня не перетруждайтесь, когда почувствуете, что уже стоите на грани, срочно сбавляйте темп, иначе потом вам придется весьма долго приходить в себе после срыва, а пользы от этого не вам, не фирме явно не прибавится. Также внимательно отнеситесь к тому, что подсказывает вам интуиция.",287,13 ноября,business,28
85,"Сегодня день приятных неожиданностей и радостных сюрпризов. Возможно, они окажут благотворное воздействие на вашу личную жизнь и внесут свои коррективы в ваше представление о том, какой она должна быть. Впрочем, если подобных последствий не будет – не огорчайтесь.",264,13 ноября,love,28
86," Встряхнитесь и возьмите себя в руки. Сделать это сегодня будет нелегко, зато если удастся, вашей целеустремленности и собранности можно будет только позавидовать.",163,13 ноября,simple,28
87," Не пытайтесь сегодня усидеть на двух стульях одновременно: проработайте сначала хотя бы один проект. В этом случае вы точно будете знать, чего вы хотите, и пусть, придя к финишу, вы, возможно, и не будете первыми, но зато лучшим - не всяких сомнений.",251,12 ноября,business,29
88,"Устройте вечеринку! Соберите всех ваших общих друзей и съездите куда-нибудь на пикник. Или зайдите в кафе. Или просто погуляйте по улицам вашего замечательного города. Все вместе, громко и весело. Это же так здорово, когда вы точно знаете, что вас окружает множество замечательных людей!",287,12 ноября,love,29
89," Вас беспокоят не столько сами ваши проблемы, сколько отсутствие участия к вам, как их носителю, со стороны окружающих. Это не совсем честно, ведь и у них есть свои заботы. Это вовсе не означает, что к вам плохо относятся.",222,12 ноября,simple,29
90," От вашей улыбки меркнут все негативные эмоции, и сегодняшний день сделает вас настолько жизнерадостным, что вы даже поразитесь, насколько легко вы стали смотреть на проблемы, казавшиеся вам неразрешимыми. Примите к сведению, что некоторое легкомыслие иногда помогает найти выход из невероятно запутанных ситуаций.",314,11 ноября,business,30
91,"Сегодня вашему любимому человеку непросто будет решиться на серьёзные изменения в своей личной жизни, которые повлекут за собой и серьёзные изменения в вашей. Однако если вы ему немного поможете, это вполне можно будет исправить - было бы желание. А оно будет.",260,11 ноября,love,30
92," Сегодня вам следует быть осмотрительней, балансируя на тонкой перемычке между юмором и сарказмом. Последний вам успеха в обществе не принесет.",143,11 ноября,simple,30
93," Сегодняшний день запомнится вам надолго. По независящим от вас обстоятельствам вам придется кардинально поменять планы, если они у вас были. Все, что вам придется делать сейчас — очень важно и крайне срочно. Зато часы эти никак нельзя будет назвать прожитыми зря.",264,10 ноября,business,31
94,"Кажется, вы начали мыслить стереотипично. Если цветы, то розы; если конфеты, то шоколадные; если на свидание, то на каблуках или в галстуке. Почему официальные розы не заменить простыми ромашками, роскошные шоколадные конфеты – смешными мармеладками, а каблуки и галстуки – удобными кроссовками и свитером? Будьте гибче!",320,10 ноября,love,31
95," Сегодняшний день обещает быть весьма горячим. Вам, возможно, придется попотеть, однако события нынче от ваших действий зависеть практически не будут. При желании можете ограничиться ролью зрителя.",197,10 ноября,simple,31
