,text,length,date,type,index in posts,is_unique
14,"Постарайтесь отвлечься от всех проблем, включая самые мелкие и самые крупные. Не давайте использовать себя для перемещения тяжестей, как физических, так и духовных.",164,7 декабря,simple,4,True
15,"Сегодня звезды советуют потратить чуть больше денег, чем обычно, и купить большую коробку конфет, вскрыть ее в офисе и съесть дружным коллективом. Наверняка совместное поедание подобных вкусностей еще больше сплотит вас и мобилизует для решения новых актуальных проблем.",270,6 декабря,business,5,False
16,"Сегодня вашему любимому человеку будет довольно просто понять ваши мотивы и намерения, поэтому даже не пытайтесь с ним хитрить и как-то его обмануть – все равно вас рано или поздно выведут на чистую воду, причем с поличным. Постарайтесь быть абсолютно искренним.",262,6 декабря,love,5,True
17,"Сегодня вами овладеет легкое безумие, которое, вопреки распространенному мнению, нисколько не приблизит вас к заветной цели. Так что, если не хотите, чтобы день пропал даром, постарайтесь свои порывы обуздать.",209,6 декабря,simple,5,True
18,"Основное занятие на этот день — доделать то, что вы в последнее время откладывали. Дольше тянуть волынку не стоит. Если же вы чего-то сделать никак не успеваете — так честно и скажите.",184,5 декабря,business,6,False
19,"Вам просто необходимы поддержка и забота. Очень обидно, если ваш любимый человек этого не понимает. Звезды надеются, что хотя бы намеки на него действуют. Или уж прямой текст на худой конец. Если же и так не получится, стоит задуматься, а тот ли рядом с вами человек и не тратите ли вы с ним время понапрасну.",309,5 декабря,love,6,False
20,"Если жизнь от щедрот подкинула вам лимон, зачем есть его прямо так? Сделайте лимонад, и пускай вам завидуют менее удачливые обладатели более сладких и липких плодов.",165,5 декабря,simple,6,True
21,"Сегодня вам стоит задуматься о путях вашего дальнейшего карьерного роста. Не то чтобы это как-то значительно повлияло на вашу рабочую судьбу, но сам процесс обдумывания будет весьма занимателен.",194,4 декабря,business,7,True
22,"Главное, ни о чем сегодня не жалеть. Все, что будет, все должно быть. Все происходящее правильно и закономерно как в вашей личной судьбе, так и в судьбе вашего тандема. Так что вспомните вечное «все, что ни делается, все к лучшему», расслабьтесь и плывите по течению.",267,4 декабря,love,7,True
23,"Планируя какие-то дела на сегодняшний день, внесите поправку, которая позволила бы вам скользить по графику. Вам наверняка придется что-то спешно менять.",153,4 декабря,simple,7,True
24,"Сегодня вам не рекомендуется спорить с начальством, даже если оно, на ваш взгляд, будет совершать грубейшие ошибки. Начальник всегда прав, пока он начальник, а в немилость к нему попадать вам сейчас вовсе не нужно.",214,3 декабря,business,8,True
25,"Сегодня вы поймете, что вам требуется как можно больше времени проводить с вашим любимым человеком. Однако он может придерживаться другого мнения на этот счет, поэтому прежде чем назначить ему десять свиданий на один день, прислушайтесь к его точке зрения.",256,3 декабря,love,8,True
26,"Этот день может оказаться именно тем, который так приятно будет вспоминать долгими зимними вечерами, укутав ноги пледом. Проведите его с тем, кого любите.",154,3 декабря,simple,8,True
27,"В этот день звезды не рекомендуют вам проводить слишком много времени на солнце. По той или иной причине, это светило будет мешать вашей активной работе и настраивать отнюдь не на рабочий лад. Поэтому пасмурная погода и задернутые шторы окажутся вам только на руку.",265,2 декабря,business,9,True
28,"Звёзды утверждают, что демонстрировать любимому человеку свою самодостаточность сегодня более чем неуместно. Может сделать соответствующие выводы и дать вам возможность сполна насладиться одиночеством. Впрочем, возможно, вы этого и добиваетесь…",244,2 декабря,love,9,True
29,"Сегодня вас ждет некоторое событие, которое может показаться случайностью. Но это далеко не так. Просто вы не заметили его предпосылок.",135,2 декабря,simple,9,True
30,"Сегодня вы будете расположены для очень важного разговора на тему, которая будоражит вас в последнее время. Будьте искренни, и итог этой беседы порадует вас. А когда все волнующие проблемы будут решены, просто наслаждайтесь чудесным днём, когда можно воспользоваться своей независимостью и отправиться куда угодно.",314,1 декабря,business,10,True
31,"Если сегодня вы твердо решили назначить свидание, то лучше назначить его на 7 часов вечера. Во-первых, число счастливое. Во-вторых, как раз после работы успеете, если у вас, конечно, день рабочий. А в-третьих, где-то в 19.15 звезды обещают всем Стрельцам потрясающую удачу!",273,1 декабря,love,10,True
32,"Сегодня вам будет довольно сложно справиться с собственным языком. Не то, чтобы он заплетался - напротив, его придется старательно держать в узде, а то он такого наговорит...",174,1 декабря,simple,10,True
33,"Если сегодня у вас начнется разлад в личной жизни, это верный признак того, что с карьерой у вас все в порядке и вы весьма продуктивно выстраиваете свою линию профессионального поведения. Однако стоит ли игра свеч, а головокружительная карьера – головокружительного романа?",273,30 ноября,business,11,False
34,"Стрельцы, если сегодня вам так хочется испытывать терпение супруга или супруги, мы, конечно, не сможем вам это запретить. Однако учтите - недосоленный суп или недоглаженная рубашка могут основательно подпортить настроение, и тогда уж не обижайтесь. Выяснения отношений вам вечером, должно быть, не избежать.",307,30 ноября,love,11,True
35,"Сегодняшний день удивит вас. Будьте открыты для всех видов общения, не позволяйте себе залезать в бутылку, как бы вам этого ни хотелось.",136,30 ноября,simple,11,True
36,"Сегодня не стоит слишком усердствовать. Вы уже набрали нужный темп, поэтому можно включить автопилот. А пока всё будет идти своим ходом, постарайтесь обратить свой взор на дела амурные. Не слишком ли много времени у вас уходит на работу?",237,29 ноября,business,12,True
37,"Всякая физическая активность будет вас нынче раздражать — горе тому, кто выразит настойчивое пожелание, чтобы вы вынесли ведро, полили цветы или приготовили ужин. День подходит исключительно для мечтаний о прекрасном принце на белом коне (ну или о наследнице королевской крови с золотыми косами и приданым).",307,29 ноября,love,12,True
38,"Сегодня всякие поиски чего бы то ни было превратятся для вас в изысканное удовольствие. Это, правда, не означает, что все они будут удачны.",139,29 ноября,simple,12,True
39,"В скором времени намечается увеличение оклада, поэтому не вздумайте уже начать почивать на лаврах, а скорее наоборот, следует прибавить темп и ещё больше удивить начальника точностью и безукоризненностью выполнения порученных вам дел. Благо дела не сложными окажутся.",267,28 ноября,business,13,True
40,"В этот день ваш любимый человек проявит по отношению к вам удивительные заботу и нежность. Его желание помочь вам в решении ваших проблем будет настолько велико, что даже если проблем в вашей жизни не будет, вы их с удовольствием выдумаете, только чтобы сделать ему приятное.",275,28 ноября,love,13,True
41,"Сегодня к вам будут обращаться как к дельфийскому оракулу. Придется поддерживать реноме, хотя вам, возможно, далеко не всегда будет понятно, почему люди так жаждут именно вашего совета.",185,28 ноября,simple,13,True
42,"Вы снова докажете всем, кто тут главный. Так или иначе, желаете вы этого или нет. Если главным все-таки являетесь не вы, это повод задуматься над своим образом действий.",169,27 ноября,business,14,True
43,"Сегодня ваши отношения в семье развиваются на редкость спокойно и стабильно. Радуйтесь, не каждому доступно такое! Все разногласия, очевидно, остались позади, и сегодня вам не надо будет выяснять, почему вы постоянно находите грязные носки под кроватью. Сегодня их там не окажется - они будут там, где им и положено быть - в корзине с грязным бельём.",350,27 ноября,love,14,True
44,"Сегодня вам стоит пересмотреть и, возможно, переосмыслить то, что вы делали в последнее время. Может быть, вам захочется что-то изменить.",137,27 ноября,simple,14,True
45,"Сегодня вас неожиданно посвятит вдохновение, которое не будет покидать вас на протяжении всего дня. Это наверняка заставит вас изменить планы — это не повод расстраиваться. Считайте, что вам крупно повезло.",206,26 ноября,business,15,True
46,"В этот день вашему любимому человеку будет довольно трудно понять, почему вы поступаете именно таким образом. Зачастую ваше поведение будет противоречить его логике, что будет вызывать в его душе неприятие и неодобрение. Постарайтесь доходчиво объяснить ему все мотивы вашего поведения.",286,26 ноября,love,15,True
47,"Чем бы вы ни занимались сегодня, вам будет сопутствовать удача. Секрет кроется в вашем воображении, чем более разноцветны ваши мечты, тем лучше вы будете себя чувствовать в реальном мире.",187,26 ноября,simple,15,True
48,"Сегодня придётся много трудиться, да что там — выкладываться без остатка. Хорошо бы дома вас ждал теплый прием и горячий ужин, в противном случае чувства удовлетворения проделанной работой вам не видать, как собственных ушей.",225,25 ноября,business,16,True
49,"Сегодня вашему любимому человеку не потребуется много усилий для того, чтобы понять вас и ваши пристрастия. Он справится с этим несложным заданием даже быстрее, чем вы, чем несказанно вас удивит. Постарайтесь однако сделать все возможное для того, чтобы не открываться ему сразу.",279,25 ноября,love,16,True
50,Сегодня все вами сказанное будет иметь весьма далеко идущие последствия. Относитесь к своим словам серьезнее.,109,25 ноября,simple,16,True
51,"Сегодня вы будете суровы к подчиненным. Вам вряд ли будет интересно, из-за чего они не справляются с работой, и чем вызвана такая вялость их движений и мыслей. Раз сами виноваты – пусть работают в свой выходной!",211,24 ноября,business,17,True
52,"Сегодня между вами встанет третий лишний. Возможно, это будет будущий или потенциальный поклонник вашей половинки. А может, и призрак из вашего прошлого или настоящего. Будьте с ним решительны, и если он мешает вам, без всякого стеснения гоните его поганой метлой. Пусть возвращается туда, откуда пришел.",304,24 ноября,love,17,False
53,"Сегодня не стоит связывать себя какими-либо условностями. Это не слишком хорошо у вас выйдет, да и удовольствия не доставит. Зато в качестве свободного художника вы вполне можете создать что-то, заслуживающее существования.",223,24 ноября,simple,17,True
54,"Успешной сегодня будет лишь та работа, за которую вы приметесь в команде единомышленников. Звёзды не советуют вам отказываться от помощи тех коллег, с которыми вы находитесь в хороших отношениях, но в то же время, следует остерегаться недоброжелателей. Умейте различать истинные лица под масками.",296,23 ноября,business,18,False
55,"Сегодня ваша половинка будет вести себя довольно-таки непредсказуемо, и вам останется только гадать, что она выкинет в следующий момент. Придется вам быть на всякий случай готовым к любого рода неожиданностям и придумать, как на них реагировать, чтобы не растеряться в ответственный момент.",290,23 ноября,love,18,True
56,"Сегодня очень важна будет ваша профессиональная активность, однако постарайтесь не слишком перенапрягаться, в противном случае у вас могут возникнуть проблемы со здоровьем.",172,23 ноября,simple,18,True
57,"Возможно, вы избрали неправильную тактику. Сегодня самый удачный день, чтобы ее поменять. Осталось придумать, на что именно.",124,22 ноября,business,19,False
58,"Сегодня вашему любимому человеку будет довольно трудно смириться с вашим поведением, ибо что-то ему в нём нравиться определённо не будет. Возможно, он даже сам для себя не сможет сформулировать, что именно, но негативная реакция в некоторые моменты будет более чем очевидна.",274,22 ноября,love,19,True
59,"Сегодня размер ваших амбиций ни за что не позволит вам поставить перед собой мелкую цель. Объект ваших мечтаний нынче будет как минимум труднодостижим, а скорее всего просто нереален.",183,22 ноября,simple,19,True
60,"Вам нужна помощь? Поищите ее в непосредственной близости от себя — возможно, вам окажутся полезны друзья, знакомые друзей или даже ваши собственные родственники.",161,21 ноября,business,20,False
61,"Сегодня вашему любимому человеку придется раз за разом повторять вам что-то очень важное, чтобы вы это что-то запомнили. Впрочем, если вы не приложите к этому усилий, все его старания пойдут насмарку, что станет причиной довольно серьезной ссоры. Постарайтесь быть внимательным хотя бы во имя ее избежания.",306,21 ноября,love,20,True
62,Самая большая ваша проблема - нежелание принимать решения. Если очень хочется - можете пооткладывать это неприятное занятие еще пару дней.,138,21 ноября,simple,20,True
63,"Сегодня чья-то идея может стать воистину звездной для вас. Особенно если вы правильно ею воспользуетесь и с ее помощью принесете неоспоримую пользу вашей фирме. Однако постарайтесь все же не заниматься плагиатом: в противном случае, у вас возникнет много дополнительных проблем.",278,20 ноября,business,21,False
64,"Сегодня вас может совершенно неожиданно для вас подвести техника. Именно из-за нее вечерний совместный ужин окажется под угрозой отмены, а взаимопонимание и гармония и вовсе могут рассыпаться в прах. Это можно и должно предотвратить.",233,20 ноября,love,21,True
65,"Жалко, конечно, портить такую хорошую крышу, но ее лучше бы прибить гвоздями, на худой конец, привязать. Сегодня опасность ее лишиться приобретет угрожающий характер. (Влюбитесь вы, что ли?)",190,20 ноября,simple,21,True
66,"Сегодня вам стоит вспомнить о том, что в выходной день работать не хочется не только вам – и постараться не терзать ваших партнеров, клиентов и подчиненных внезапно посетившими вас гениальными идеями касательно улучшения трудового процесса. Запишите их в блокнот: расскажете о них завтра.",288,19 ноября,business,22,True
67,"Сегодня вы с вашим любимым человеком будете довольно долго дискутировать на какие-то отвлечённые темы, не имеющие по большому счету к вам никакого отношения. Что есть добро и зло? Есть ли жизнь на Марсе? И если кит со слоном подерутся, то кто кого переборет?.. Только не поссорьтесь.",283,19 ноября,love,22,True
68,"Окружите себя людьми, которые будут в состоянии привести вас хорошее настроение. Сами вы с этой задачей справиться будете не в состоянии.",137,19 ноября,simple,22,True
69,"Сегодня судьба решила вознаградить вас за хорошо выполненную работу. Ждите приятных новостей. Если вдруг окажется, что вы их не дождались, это означает просто, что они слегка задержались в пути. Повод порадоваться своему успеху у вас все равно имеется.",252,18 ноября,business,23,False
70,"Сегодня вам стоит быть особенно внимательным к друзьям вашего любимого человека. Попытайтесь стать для них если не другом, то хотя бы более-менее близким, не чужим человеком. Вашей половинке это будет, несомненно, приятно, да и вы почувствуйте себя к ней ближе.",261,18 ноября,love,23,False
71,"Сегодняшний день будет легок и приятен. Рекомендуемые занятия - прогулки, вечеринки, и прочая и прочая. Ответственных решений лучше не принимать, хотя они вряд ли и понадобятся.",177,18 ноября,simple,23,True
72,"Видя всё увеличивающуюся стопку документов на вашем столе, не откладывайте всё в дальний ящик и не отлынивайте от дел! Гоните прочь от себя лень, потом проблем меньше не станет, скорее напротив, ещё и прибавятся, и тогда вы точно сгорите на работе, а это вам ни к чему.",269,17 ноября,business,24,False
73,"Сегодня вам стоит предусмотреть как можно больше вероятностей развития того или иного события – и предотвратить негативные его последствия до того, как они наступят непосредственно на вас и вашего любимого человека. Вашей половинке решение такой задачи будет не под силу.",271,17 ноября,love,24,True
74,"Возможно, сегодняшний день вам покажется наихудшим в жизни. Не расстраивайтесь, если это действительно так, то в будущем вас ожидает исключительно безоблачное существование.",173,17 ноября,simple,24,True
75,"Сегодня для успешного ведения дел вам необходимо полное согласие и желание взаимодействовать с окружающими вас людьми. Только постарайтесь скорее не руководить ими, а направлять в нужное русло их собственные идеи, результат вашей деятельности превзойдет самые смелые ожидания.",276,16 ноября,business,25,True
76,"Сегодня вашему любимому человеку будет непросто поверить в ваши аргументы и доводы, какими бы убедительными и доходчивыми они ни были. Придется сделать их еще более убедительными и доходчивыми, или же просто начать доказывать их верность на деле.",246,16 ноября,love,25,True
77,"Перед тем как отвечать на задаваемые вопросы, внимательно их проанализируйте на предмет наличия тайного смысла. В противном случае вы рискуете оказаться в дурацком положении.",174,16 ноября,simple,25,True
78,"Сегодня не жалейте времени для того, чтобы поработать над своим отчетом, если, конечно, вы вообще должны кому-то отчитываться. Если не можете сделать его достоверным, потрудитесь хотя бы, чтобы он оказался логичным. Как бы вас за руку на несоответствиях не поймали.",265,15 ноября,business,26,False
79,"В этот день важно не заходить за некоторую черту в ваших отношениях. Причем обозначить ее лучше заранее и вслух, чтобы потом она просто не смогла никуда подвинуться. Если вы за нее переступите, уже завтра у вас начнутся угрызения совести, а это вовсе не то удовольствие, которое обязательно нужно испытать.",306,15 ноября,love,26,True
80,"Остерегайтесь гениальных идей, особенно чужих. Со своими еще можно как-то разобраться, а остальные сегодня будут особенно сумасшедшими.",135,15 ноября,simple,26,True
81,"Самые неприятные новости нынче будут поступать издалека. Если у вас имеются зарубежные партнеры, проверьте, все ли в порядке в ваших отношениях. Возможно, назревающую проблему можно предотвратить.",196,14 ноября,business,27,True
82,"Сегодня не будьте слишком строги к вашему любимому человеку. Даже он имеет право на ошибку, причем даже не на одну, как бы вам ни обидно было это признавать. Проявите мудрость и простите его, попросив больше впредь так не делать. Поверьте, он будет очень стараться.",265,14 ноября,love,27,True
83,"Сегодня большая часть тайного может стать явным. Будем надеяться, что это вам только на руку.",93,14 ноября,simple,27,True
84,"Ситуация сегодня едва ли не выйдет из-под контроля и будет грозить вам серьезными неприятностями в будущем, если вы не сумеете признать допущенную ошибку и принять соответствующие меры, чтобы ликвидировать последствия своих необдуманных действий.",246,13 ноября,business,28,False
85,"В этот день вам очень захочется пожалеть вашего любимого человека: приласкать, приголубить, объяснить, что все обязательно будет хорошо, и совсем скоро... Однако многие воспринимают жалость как унижение их достоинства. Прежде чем дать волю чувствам, убедитесь, что ваша половинка так не считает.",295,13 ноября,love,28,True
86,"Сегодня вы имеете объективную возможность повлиять на то, как сложатся события в ближайшие несколько дней. Опустив же руки и плывя по течению, вы рискуете нарваться на определенные неприятности.",194,13 ноября,simple,28,True
87,"Сегодня ожидайте существенных пополнений в финансовой сфере: ваш шеф порадует вас неожиданной премией в честь удачного проекта, а коллега вернет долг, о котором вы уже неоднократно ему напоминали. Все важные дела постарайтесь сделать в первую половину дня.",256,12 ноября,business,29,True
88,"Сегодня вашему любимому человеку не захочется ни в чем вас обвинять, даже если вы действительно будете виноваты и будете заслуживать обиды или наказания. Что ж, пользуйтесь такой добротой со стороны вашей половинки и не повторяйте собственных ошибок.",250,12 ноября,love,29,True
89,"Избегайте всего неизведанного и, в особенности, незнакомцев. Сегодня велики шансы быть обиженным.",97,12 ноября,simple,29,True
90,"Сегодняшний день приготовил для вас непредвиденные трудности как в отношениях с людьми, так и в понимании вашей точки зрения по освещаемому вами вопросу. Наберитесь терпения, и постарайтесь не повышать голос ни при каких обстоятельствах – вряд ли вам это поможет.",263,11 ноября,business,30,True
91,"Сегодня вашему любимому человеку будет непросто простить себе какой-то момент из вашей совместной истории. Ему будет казаться, что он тогда очень перед вами провинился – и он снова и снова будет просить у вас прощения. Главное, чтобы это не довело его до нервного срыва. Да и вас тоже.",285,11 ноября,love,30,True
92,"Сегодня у вас есть все шансы склонить на свою сторону даже самого несговорчивого из потенциальных союзников. Случай редкостный, рекомендуется воспользоваться, хотя бы просто так, про запас.",189,11 ноября,simple,30,True
93,"Не стоит путать работу и личную жизнь. Сегодня – однозначно либо одно, либо другое. В обеих сферах все не так благополучно, как хотелось бы. А звезды утверждают, что если пытаться решить обе проблемы одновременно, можно потерпеть неудачу по всем фронтам.",254,10 ноября,business,31,True
94,"Сегодняшний день будет для вас нелегким. Периодически вам будет казаться, что ни одна живая душа вас не понимает, ибо понять просто не способна. Ваш любимый человек, по вашему мнению, тоже будет относиться к этому множеству непонимающих. Может быть, стоит задуматься о том, что все может быть и по-другому?..",308,10 ноября,love,31,True
95,"Сегодня постарайтесь отнестись к себе любимому по возможности более бережно. Никто кроме вас о вашем здоровье позаботиться не может, а невнимательное к нему отношение может дорого стоить.",187,10 ноября,simple,31,True
96,"Сегодня вы будете довольно язвительны, что быстро сделает вас изгоем. Люди вокруг вас, конечно, заслуживают критики, но порой ее поток следует перекрывать — хотя бы во имя сохранения эффективности команды.",205,9 ноября,business,32,True
97,"Сегодня вам придётся доказать вашему любимому человеку, что уровень вашего интеллекта весьма высок и, вполне возможно, даже выше, чем у него. Впрочем, акцентировать внимание на последнем аспекте не стоит: а то вдруг еще обидится или закомплексует, всякое бывает.",262,9 ноября,love,32,True
98,"Будьте осмотрительны в общении с окружающими. От того, как оно будет осуществляться сегодня, зависит слишком многое, чтобы позволить себе невзначай обидеть человека, к примеру, продемонстрировав свое превосходство.",214,9 ноября,simple,32,True
