,text,length,date,type,index in posts,is_unique
10,"самое трудное - начать. сегодняшний день позволит вам ещё раз в этом убедиться. впрочем, как бы трудно ни было, а первый шаг сделать придётся, иначе отношения с вашим любимым человеком могут дать небольшую трещину. а трещины имеют неприятное свойство расширяться и превращаться в разломы и разрывы...",300,8 декабря,love,3,True
11,"держитесь сегодня подальше от больших скоплений народа. нынче весьма вероятно возникновение разного рода склок, попадать в эпицентр которых вам противопоказано. попав же в непосредственную близость таковых, удержаться от участия вам не удастся.",244,8 декабря,simple,3,True
12,"перед тем, как собраться на работу, сделайте небольшую зарядку, пробегитесь вокруг дома, отожмитесь от пола пару раз. все это поможет вам как можно быстрее проснуться и понять, кто вы, где вы и зачем. четкое понимание этих моментов будет очень важно в контексте тех дел, которые вам предстоит сделать.",301,7 декабря,business,4,True
13,"сегодня вы узнаете об истинных намерениях вашего любимого человека касательно ваших с ним отношений – и почему-то не испытаете на этот счет никаких эмоций, ни положительных, ни отрицательных. все просто останется так, как было до того, просто добавятся некоторые новые краски.",276,7 декабря,love,4,True
14,"если вас мучает чувство неудовлетворенности, сегодня у вас будет шанс от него избавиться. только не пытайтесь сделать это чересчур кардинальным способом.",153,7 декабря,simple,4,True
15,"сегодня вас ожидает весьма непростой день, ведь слишком много будет противоречивых событий, и вам даже покажется, что кто-то специально строит вам козни. однако посмотрев на ситуацию под другим углом, вы поймете, что никто вовсе не собирается вас подсиживать.",259,6 декабря,business,5,True
16,"сегодня у вас удачный день для совершения важных покупок для детей. если ребёнок попросит вас купить ему велосипед или недорогой сотовый телефон, не отказывайте ему в этом удовольствии. на себя же светила тратиться не советуют – да вам, скорее всего, и не захочется.",268,6 декабря,love,5,True
17,"сегодня выгодный для вас союз может развалиться из-за любой мелочи. будьте осмотрительны, если вы и расходитесь во мнениях по какому-то вопросу, это обстоятельство лучше скрыть.",177,6 декабря,simple,5,True
18,"сегодня вам не следует безоговорочно верить словам вашего начальника. если он обрисовывает текущую ситуацию фирмы как безнадежную или чрезмерно радужную, он наверняка что-то недоговаривает с целью вас дезинформировать. что с таким положением вещей делать – решать вам.",268,5 декабря,business,6,True
19,"сегодня вашему любимому человеку будет довольно непросто вас успокоить и заставить мыслить здраво, потому что вы будете пребывать в состоянии аффекта и на подобный героизм будете практически не способны. может быть, стоит прислушаться к тому, что говорит вам ваш близкий человек?",279,5 декабря,love,6,True
20,"сегодня вы будете склонны к самоедству, причем не по делу. даже если кто-то попал в неприятную ситуацию, не последовав вашим советам, вы будете испытывать чувство вины. дело не в том, что вы были недостаточно убедительны, просто - судьба.",238,5 декабря,simple,6,True
21,"сегодня вам предстоит нелегкая борьба с самим собой: одной части вашей сущности будет хотеться отдыха, свободы и блаженного ничегонеделания, а другая окажется сознательной и будет требовать от вас выполнения ваших непосредственных трудовых обязанностей, которые уже успели безмерно вам надоесть.",295,4 декабря,business,7,True
22,"сегодня вы закроете глаза на общественное мнение и в отношениях с вашим любимым человеком поступите так, как сами считаете нужным, никого не слушая и ничьими советами не руководствуясь. наверное, это будет самым правильным выходом из создавшейся ситуации.",255,4 декабря,love,7,True
23,не сдерживайте своего стремления к вербальному способу передачи информации. изящество вашей манеры выражаться будет высоко оценено слушателями.,143,4 декабря,simple,7,True
24,"не злитесь на своего начальника, даже если он отчитывает вас за то, к чему вы вообще не имеете отношения. просто сообщите ему об этом. вполне вероятно, что его ввели в заблуждение.",180,3 декабря,business,8,True
25,"сегодня вы будете настолько увлечены учебой или работой, что на вашего любимого человека может элементарно не остаться ни сил, ни времени. однако и он в ответ может заняться примерно тем же самым. а хочется ли вам, чтобы в этот вечер в непосредственной близости друг от друга сидело два довольно далеких друг другу человека?..",326,3 декабря,love,8,True
26,"если не можете позволить себе роскоши провести этот день в путешествии, постарайтесь хоть на пару часов сменить обстановку. душа ваша нынче будет сгорать от жажды новых впечатлений.",181,3 декабря,simple,8,True
27,"иногда вам приходится заниматься тем, что вас совсем не привлекает в вашей профессии, и сегодняшний день будет тому явным примером. но научитесь получать хоть какое-то удовольствие от проделываемой работы, так, по крайней мере, вы не будете чувствовать, что ваш труд пропадает даром.",283,2 декабря,business,9,True
28,"мысли о семье будут сегодня доминировать для вас в течение всего дня. каждую минуту вашего существования вас будет беспокоить - как там дома, все ли сыты, всё ли в порядке? вы зря беспокоитесь. супруг, вероятнее всего, сможет в ваше отсутствие должным образом следить за домом. а вы сомневались?",295,2 декабря,love,9,True
29,"вы были несколько неаккуратны и теперь вынуждены будете напрягать все силы, чтобы справится с поставленной перед вами задачей. это вполне возможно, хотя и не легко, впредь же будьте осторожнее, раздавая обещания.",212,2 декабря,simple,9,True
30,"день обещает быть очень активным. возможно, что сегодня вам представится шанс сократить разрыв между желаемым и реальным образом жизни. самое время, чтобы перевернуть страницу и начать всё с чистого листа. примите грядущие перемены, как должное, и не переживайте.",263,1 декабря,business,10,True
31,"если вдруг сегодня вам станет неуютно, холодно и страшно, то лучшее лекарство - это объятия любимого и любящего человека. или хотя бы просто любящего, если уж два эти качества никак в одном лице не совместить. вы почувствуете, как вас начнет «отпускать» и ка силы вернутся к вам!",279,1 декабря,love,10,True
32,"сегодня управление вашим организмом будет перескакивать с выого полушария на правое и обратно, тем самым заставляя вас мыслить то математически четкими, то художественно-абстрактными категориями. это все ничего, лишь бы посередине не застревало.",246,1 декабря,simple,10,True
33,"если вы целиком и полностью посвятили себя творческой жизни, то сегодня у вас появится возможность найти себе новый, очень хороший и стабильный источник заработков. так что в ближайшем будущем вы не будете испытывать материальных затруднений.",242,30 ноября,business,11,True
34,"не стоит возлагать слишком больших надежд на грядущую ночь. она, конечно, будет в меру сказочной и волшебной, но не настолько, чтобы сразу исполнить все ваши желания касательно вашей личной жизни. поэтому просто наслаждайтесь ее течением и ничего особенного не ждите.",267,30 ноября,love,11,True
35,"сегодня вы будете равным среди великих. у вас появится некоторая власть над людьми, но не стоит забывать и об ответственности, которая при этом ляжет на ваши плечи.",164,30 ноября,simple,11,True
36,"сегодня ситуация на работе повернётся в лучшую сторону, а если у вас итак всё было замечательно, то стабильная обстановка сохранится. похоже, вам удастся сделать нечто такое, что значительно повысит ваш вес в глазах коллег.",223,29 ноября,business,12,True
37,сегодня звезды рекомендуют вам по дороге на свидание с вашим любимым человеком заглянуть в книжный магазин и выбрать ему какую-нибудь трогательно-смешную открытку. она поможет вам скрасить первые неловкие минуты общения и поднять ему настроение.,245,29 ноября,love,12,True
38,"будьте готовы к тому, что сегодня далеко не все у вас будет получаться с первой попытки. не огорчайтесь. с четвертой-пятой обязательно получится. если, конечно, умственной энергии хватит.",187,29 ноября,simple,12,True
39,"вас ожидают неплохие перспективы, вы с каждым днем укрепляете свои позиции на работе, так что ваш шеф не может не начать ценить вас как практически незаменимого сотрудника. теперь вам нужно всегда поддерживать сложившуюся репутацию и подкреплять её новыми достижениями.",269,28 ноября,business,13,True
40,"сегодня вы будете удивительным образом походить на ослика иа-иа. будете с печальным видом напевать песенку: «да-да-да, не беда» – но никто в это не поверит, даже вы сами. да и кого вы хотели обмануть? любимого человека? чтобы он за вас не переживал? да ему от вашей неумелой счастливой и оптимистичной маски ещё хуже!",317,28 ноября,love,13,True
41,"обмен информацией и идеями с другими людьми всегда был важен, однако сегодня он жизненно необходим. постарайтесь, чтобы сегодня вас было легко найти.",149,28 ноября,simple,13,True
42,"нынче вам может и не повезти — вы чего-то лишитесь. хорошо бы, чтоб не работы... хочется верить, что вы сумеете справиться с ситуацией, но напрячься придется нешуточно.",170,27 ноября,business,14,True
43,"в этот день вам очень захочется чудес и волшебства. но поскольку ждать их неоткуда, придется создавать своими руками. причем не только для себя, но и для любимого человека: он тоже по сказке соскучился. и хотя вы пока не настоящий волшебник, а только учитесь, у вас все совершенно точно получится!",297,27 ноября,love,14,True
44,уделите максимальное внимание вопросам собственной личной жизни сегодня. ваши труды будут вознаграждены сладчайшим из плодов.,125,27 ноября,simple,14,True
45,"сегодня особенно суматошный день ожидается у работающих в сфере связей с общественностью, а также компьютерных технологий. придется приложить массу усилий для того, чтобы как-то стабилизировать ситуацию, которая с каждой минутой будет становиться всё более и более накаленной.",276,26 ноября,business,15,True
46,"в этот день ваше настроение, равно как и ваши отношения с вашим любимым человеком, будет целиком и полностью зависеть от того, какая музыка будет звучать в вашей душе и ушах.",174,26 ноября,love,15,True
47,"сегодня вам стоит быть максимально осмотрительным при проведении даже самых мелких финансовых операций. возможно, их лучше вовсе не осуществлять. назавтра вы сможете найти этим же деньгам куда лучшее применение.",211,26 ноября,simple,15,True
48,"звезды рекомендуют вам в этот день не рассчитывать на помощь со стороны. вряд ли она придет вовремя или придет вообще. что ж, ваша работа – только ваша, и именно вам за нее платят деньги. а значит, придется выполнять ее самостоятельно от и до, как бы трудно это ни было.",270,25 ноября,business,16,True
49,"если долго мучиться, что-нибудь получится. сегодня вы это осознаете в полной мере. вам казалось, что уж от вашего любимого человека вы этого точно никогда не добьетесь. ан нет. в этот день он совершенно неожиданно поддастся на ваши уговоры и сделает все в точности так, как вы хотели.",284,25 ноября,love,16,True
50,"вы склонны искать себе оправдание, хотя вас никто ни в чем и не обвиняет. будьте осторожны сегодня, ибо в своих поисках вы можете увлечься.",139,25 ноября,simple,16,True
51,"не торопитесь сегодня отказываться от какой-то работы, даже если она не обещает прибыли и у вас почти нет на нее времени. узнайте подробности, в них вся суть. вполне вероятно, что вы перемените решение.",202,24 ноября,business,17,True
52,"сегодня вашему любимому человеку захочется быть с вами как можно дольше и принимать как можно большее участие в вашей жизни. если вы не согласны с такой постановкой вопроса, лучше дать понять это сразу, иначе потом придется долго и нудно выяснять отношения, что не нужно ни вам, ни ему.",286,24 ноября,love,17,True
53,"сегодняшний день окажется на удивление плодотворным. будете ли вы действовать с помощью личного обаяния, логики или потусторонних сил - успех вам обеспечен.",156,24 ноября,simple,17,True
54,"сегодня ваш интерес к деловым вопросам может вызвать небезосновательную ревность в кругу близких вам людей. кажется, вы забыли о данных им обещаниях?",149,23 ноября,business,18,True
55,"ваша задача на сегодня – распланировать вашу совместную жизнь на месяц вперед. указать точную дату, когда вашему любимому человеку следует любить вас еще сильнее, трудновато, а вот решить, когда вы вместе пойдете в театр, кино или на выставку – вполне вам по силам. только запишите все, иначе забудете!",302,23 ноября,love,18,True
56,"окружающие с радостью воспользуются вашей жилеткой в качестве носового платка. сострадание состраданием, но сколько ж можно?! не будьте слишком мягким в подобных вопросах.",171,23 ноября,simple,18,True
57,"хороший день для начала работы над новыми проектами, а также для проработки трудового плана. будьте убедительны в своих доводах, и вы сумеете наладить полезные, можно даже сказать, бесценные связи и воспользоваться возможностями, которые обеспечат вам и вашей фирме процветание.",278,22 ноября,business,19,True
58,"в этот день вы почувствуете, что уж у кого точно нет проблем в личной жизни – так это у вас. ваш друг или подруга вам расскажут про свои отношения со своим любимым человеком столько всего нелицеприятного, что вашим единственным желанием будет вечером позвонить своей второй половинке и сказать ей: «я тебя люблю!» пожалуй, сделать это действительно стоит.",355,22 ноября,love,19,True
59,"сегодня вы сможете оказать серьезное влияние на тех, кто облечен правом принимать ответственные решения. при известной сообразительности, вы сможете с успехом этим воспользоваться.",180,22 ноября,simple,19,True
60,"сегодня звезды не рекомендуют вам слишком много времени уделять работе. это не будет приносить вам удовольствия и удовлетворения, а результат в виде излишней усталости и раздражительности вам не нужен совершенно.",212,21 ноября,business,20,True
61,"сегодня вам будет абсолютно все равно, что думают близкие вам люди о вашем любимом человеке. вы его любите – и это главное, а их мнения никто не спрашивает. впрочем, а не лучше ли к нему прислушаться: вдруг все же что-нибудь правильное и умное скажут?..",253,21 ноября,love,20,True
62,"сегодня вам, возможно, придется потратить немало сил на борьбу со стрессом, вызванным не совсем удачными попытками соответствовать чьему-то о вас представлению. гораздо проще и лучше для окружающих, не говоря уже о вас лично, оставаться самим собой.",249,21 ноября,simple,20,True
63,"не спешите сегодня заканчивать работу над чем-то, даже если все указывает на то, что вы близки к завершению. завтра вас посетит замечательная мысль — если поспешите сейчас, она окажется запоздавшей.",198,20 ноября,business,21,True
64,"сегодня вашему любимому человеку будет жизненно необходимы ваши поддержка, забота и знание о том, что вы всегда будете рядом, что бы ни случилось. постарайтесь все это ему обеспечить в лучшем виде – и благодарность вернется вам сторицей, это звезды гарантируют.",261,20 ноября,love,21,True
65,"сегодня вы можете оказаться жертвой навязчивой идеи. лучшим, да и, пожалуй, единственным, способом от нее избавиться - это подсчитать, во что вам обойдется ее реализация.",170,20 ноября,simple,21,True
66,"сегодня вам не рекомендуется долго думать на какие бы то ни было серьезные темы: это может окончиться головной болью. если вы считаете работу серьезной, о ней, соответственно, думать не стоит. если же несерьезной – она тем более не заслуживает внимания.",253,19 ноября,business,22,True
67,"сегодня вашему любимому человеку будет довольно сложно угадывать ваши желания, хотя с вашей точки зрения они будут более чем очевидными. постарайтесь понять, что он не экстрасенс и подсказывать ему по мере надобности. возможно, даже не по разу и не по два.",256,19 ноября,love,22,True
68,"последним, о чем вы сегодня подумаете, будут вопросы, связанные с правилами поведения. однако тут тоже неплохо бы знать меру, приличия не должны мешать, но полное их игнорирование может привести к лишним проблемам.",214,19 ноября,simple,22,True
69,"сегодня не самый благоприятный день для того, чтобы строить свою карьеру. поэтому если есть возможность не предпринимать резких движений в сторону достижения амбициозной цели, по возможности и не предпринимайте. иначе все наперекосяк выйдет, а вам это вовсе ни к чему.",268,18 ноября,business,23,True
70,"чем меньше вы рассказываете вашему любимому человеку о вашей жизни, ваших страданиях и ваших же переживаниях, тем менее близкими людьми вы друг для друга становитесь. если это и является вашей конечной целью - примите поздравления, вы на правильном пути. если же нет, то не стоит так закрываться и держать все в себе.",317,18 ноября,love,23,True
71,"сегодня у вас появится некая цель, которая моментально подчинит себе все ваши мысли и действия. вам даже думать особенно не придется, все будет получаться само собой. если, конечно, сопротивляться не станете.",208,18 ноября,simple,23,True
72,"сегодняшний день позволит вам самореализоваться самым выигрышным для вас образом. но как только наберете темп на весь рабочий день, не забывайте всё-таки, что какие-то вещи вам не удастся осилить с первого раза, и в порыве не теряйте голову при первой неудаче. будьте терпеливы.",278,17 ноября,business,24,True
73,"ваш любимый человек сегодня будет как никогда несобран, рассеян и вообще будет создавать впечатление инопланетянина. придется вам нести за него полную ответственность, руководить его действиями и следить за тем, чтобы он все делал правильно и в срок.",250,17 ноября,love,24,True
74,"вам сегодня дано увидеть то, что скрыто от глаз других. но не стоит использовать собственное знание, если оно может принести неприятности окружающим.",149,17 ноября,simple,24,True
75,"не спешите сегодня делиться вашими сокровенными мыслями с коллегами или другими людьми, с которыми вас связывают деловые, а не личные узы. скорее всего, ничего доброго они вам в ответ не скажут. в лучшем случае — не обратят на ваши слова внимания, что будет весьма обидно.",272,16 ноября,business,25,True
76,"в этот день вам будет мешать принять правильное решение авторитет старшего поколения. они и их жизненный опыт будут сбивать вас с толку, не давая вставить слово интуиции и голосу разума, которые наперебой будут подсказывать вам искомый ответ. прислушайтесь к ним все-таки.",272,16 ноября,love,25,True
77,нынче у вас должна обостриться интуиция. ей и следуйте.,55,16 ноября,simple,25,True
78,"даже если у вас очень творческая и интересная работа, сегодня она покажется вам скучной и однообразной. возможно, это сказывается усталость. утешьте себя мечтами о предстоящем вам отдыхе. можете даже немного отвлечься, чтобы как следует его спланировать.",254,15 ноября,business,26,True
79,"сегодня вашему любимому человеку как никогда потребуются ваши поддержка и желание быть рядом. даже если на самом деле вы не так уж этого и желаете, притворитесь или создайте соответствующее впечатление. в конце концов, об искренности можно будет вспомнить и завтра.",265,15 ноября,love,26,True
80,"кажется сегодня вам придется выбирать между двумя внешне одинаковыми стогами сена. не делайте скоропалительных выводов, ибо изнутри они серьезно различаются.",157,15 ноября,simple,26,True
81,"сегодня перед вами встанет довольно серьезная проблема, имеющая непосредственное отношение к вашей трудовой деятельности. чем скорее и эффективнее вы ее решите, тем больше времени у вас останется на относительный отдых и разговоры с коллегами за жизнь и ни о чем.",263,14 ноября,business,27,True
82,"сегодня вам стоит быть смелее и раскованнее и постараться изобрести нечто новое в сфере ваших отношений с вашим любимым человеком. ему, возможно, несколько надоела некая их предсказуемость – а значит, пришла пора изменить все в лучшую и неожиданную сторону.",257,14 ноября,love,27,True
83,"сегодня вам следует обратить больше внимания на проблему сохранения секретов вашей работы. подумайте о будущем. попытайтесь обезопасить себя от неприятностей, связанных с излишним распространением информации.",208,14 ноября,simple,27,True
84,"сегодня у вас появится возможность повысить своё материальное благосостояние, правда, для этого вам придётся усердно поработать, а, может быть, и взять дополнительную работу на дом. а кто говорил, что будет легко? зато подумайте, какое облегчение вы испытаете, когда всё будет сделано в срок!",292,13 ноября,business,28,True
85,"не забудьте сегодня про вашу былую любовь. впрочем, даже если вы очень захотите о ней не вспоминать, она сама бесцеремонно ворвётся в вашу жизнь – в лучшем случаем мощной волной ностальгии. поэтому будьте готовы к такому нашествию и продумайте методы борьбы с ним.",264,13 ноября,love,28,True
86,"сегодня перед вами будут бегать по струнке. бог его знает, как вам это удастся, но удастся наверняка. постарайтесь не слишком этим злоупотреблять.",146,13 ноября,simple,28,True
87,"сегодня звезды не рекомендуют вам слишком часто задумываться над тем, что происходит у вас на работе, зачем и что вам предстоит делать дальше в создавшейся ситуации.",165,12 ноября,business,29,True
88,"сегодня ваш любимый человек сделает вас самым счастливым на земле, не предприняв для этого ничего особенного. так уж распорядились звезды: всего лишь улыбка, всего лишь движение, всего лишь голос - и вы точно знаете, где в этом мире находится седьмое небо и как до него добраться!",280,12 ноября,love,29,True
89,никакие отношения не могут быть построены на кабальной зависимости. дайте свободу своему партнеру и насладитесь ею сами.,120,12 ноября,simple,29,True
90,"если в последнее время вы испытываете финансовые затруднения, то сегодня всё разрешится как нельзя лучше. старые должники, наконец, вспомнят, что занимали у вас, а на работе появится возможность подзаработать дополнительных средств. только держите себя в руках, чтобы не потратить это на какую-нибудь ерунду!",308,11 ноября,business,30,True
91,"сегодня вам стоит помнить о том, что вы у себя единственный, поэтому если вы себя любить не будете – никто вас любить не будет. постарайтесь сделать всё возможное для того, чтобы не позволить вашему любимому человеку в той или иной форме ущемлять ваши права и свободы.",268,11 ноября,love,30,True
92,"сегодня постарайтесь повнимательнее отнестись к тому, правильно ли вас понимает собеседник. велика вероятность возникновения сложных ситуаций в результате недостаточно ясного изложения вами мысли.",196,11 ноября,simple,30,True
93,"сегодня вам если и не следует быть в каждой бочке затычкой, то уж, по крайней мере, проявлять максимум усердия во всех делах, которые, пусть и косвенно, но касаются вас. только постарайтесь принимать во всём участие осторожно и неназойливо, чтобы потом вас не осмелились обвинить в излишнем чинопочитании.",305,10 ноября,business,31,True
94,"сегодня на вас будет лежать очень большая ответственность за будущее вашего любимого человека. пусть будущее это будет недалеким и не очень значимым в масштабах вселенной, все равно к этому делу нужно подойти со всей ответственностью. так, как будто на карту поставлены жизнь и смерть.",285,10 ноября,love,31,True
95,"сегодня вы ощутите восхитительный вкус поспешности, когда все решается в последнюю минуту, и не остается ни мгновения на раздумья. кому-то это может понравиться, тем же, кто подобных упражнений не любит, стоит быть готовым ко всему.",232,10 ноября,simple,31,True
