,text,length,date,type,index in posts
10,"Сегодня ваш любимый человек будет задавать вам много разных интересных вопросов, на которые вам ответить будет вовсе не так просто, как хотелось бы. Однако всё же постарайтесь удовлетворить его любопытство: интересно будет в итоге и вам, и ему. Много нового узнаете!",266,8 декабря,love,3
11," Сегодня вам следует повнимательнее прислушиваться к тому, что вам говорят, и не стесняться признать собственную неправоту. Никакой доблести в упрямстве нет.",157,8 декабря,simple,3
12," Ввиду того, что не за горами некое ответственное мероприятие, которое вряд ли будет гармонично сочетаться с прочими вашими делами, сегодняшний день стоит посвятить подбиранию разнообразных хвостов. Похоже, что вскоре вам будет не до этого.",240,7 декабря,business,4
13,"Сегодня вашему любимому человеку будет непросто понять ваши желания и намерения. Они будут казаться ему нелогичными, неправильными и надуманными. Постарайтесь донести до него их глубокий смысл, целесообразность и, главное, ваше к ним трепетное отношение.",254,7 декабря,love,4
14," Сегодня вы будете подобны фарфоровой вазе - тонки, изящны и очень хрупки. Следует избегать любых ситуаций, чреватых конфликтом.",128,7 декабря,simple,4
15," Сегодня вам не захочется не только шевелиться, но и думать – и особенно на тему вашей работы. Поэтому если вдруг таковая необходимость появится, справляться вы с нею будете с явной неохотой, а потому с низкой эффективностью. Вряд ли стоит и пробовать.",252,6 декабря,business,5
16,"Водолеям сегодня лучше всего не суетиться и не проявлять инициативу - все проблемы (если они есть) должны решиться сами собой. Нынче следует проявить невозмутимость (пусть и мнимую), причем особенно это важно будет для молодых людей, чье сердце занято еще не разделенной любовью.",279,6 декабря,love,5
17," Сегодня идти на какой-либо риск, даже самый минимальный, для вас практически равносильно самоубийству. Переходите дорогу в положенном месте, пожалуйста.",153,6 декабря,simple,5
18," Сегодня вам предстоит довольно долго выяснять с вашим начальником, кто же из вас прав, и чей способ решения вставшей перед вашей компанией проблемы является оптимальным, эффективным и легко выполнимым. Постарайтесь быть объективны и здраво оценивать как ваши, так и его предложения.",283,5 декабря,business,6
19,"В этот день вы будете чрезвычайно заняты. Настолько, что ваш день будет расписан по часам и минутам, и любое внеплановое действие станет подобно настоящей катастрофе. Поэтому звёзды рекомендуют включить в ваш план личную жизнь, иначе ваш любимый человек вполне может решить, что он вам больше не нужен.",302,5 декабря,love,6
20," Сужая область своей деятельности вы, возможно, делаете ошибку. В столь тесные рамки не впишитесь ни вы сами, ни ваша фантазия.",127,5 декабря,simple,6
21," Сегодня вам будет довольно трудно сосредоточиться на работе. Вроде и переутомиться не должны были. Видимо, вам просто не хватает драйва — будь ситуация более напряженной, вам было бы проще втянуться. В принципе, проблемы нетрудно довести до состояния крайней срочности...",272,4 декабря,business,7
22,"Сегодня ваш любимый человек будет необычайно легок на подъем и с удовольствием поддержит любой ваш самый безумный план, особенно если ему этот самый план понравится. Впрочем, подобной легкостью лучше не злоупотреблять: мало ли чем она аукнется завтра.",251,4 декабря,love,7
23," Сегодняшний день может показаться вашей деятельной натуре отчаянно скучным. Но прежде чем начинать ныть или, того хуже, громогласно жаловаться на злую судьбу, подумайте, не лучше ли сидеть спокойно, чем бегать как ошпаренному от одной неприятности к другой.",258,4 декабря,simple,7
24," Вы можете получить совершенно нелепый с вашей точки зрения совет по деловым вопросам. Не торопитесь высмеивать советчика — он вполне может оказаться прав. Лучше обдумайте его предложение. Оно странное, но небессмысленное.",222,3 декабря,business,8
25,"Скорость вашего языка, увы, будет значительно превышать сегодня скорость вашей мысли. С одной стороны, это хорошо: наконец-то ваши близкие узнают то, что вы о них действительно думаете. Но с другой стороны, так уж ли вам надо, чтобы ваши симпатии и антипатии стали явью?",270,3 декабря,love,8
26," Сегодняшний день не должен принести никаких случайностей. Если что-то покажется вам неожиданным, значит, вы проглядели предпосылки этого события.",146,3 декабря,simple,8
27," Сегодня в рабочей обстановке может возникнуть некая нетривиальная ситуация, которая вас может смутить и даже выбить из колеи на некоторое время. Однако не стоит чересчур зацикливаться на случившемся. Зажмурьте глаза, досчитайте до десяти и смело идите в бой.",259,2 декабря,business,9
28,"В этот день для вас главное – сохранять спокойствие и не выйти в стратегический момент из себя. Особенно актуально это будет в том, что касается ваших отношений с вашим любимым человеком. Вспомните советы мудрого Карлсона и повторяйте для себя в самые трудные минуты, что дело-то всё житейское...",296,2 декабря,love,9
29," Сегодня, оказавшись в меру теплой и душевной компании, вы внезапно почувствуете в себе дар рассказчика, достойный славы лучших скальдов древности. Если же компании не случится, приходящие в вашу голову образы стоит запечатлеть на бумаге, жалко будет, если пропадут.",266,2 декабря,simple,9
30," День, по-видимому, будет связан с многочисленными поездками. И лучше бы вам от этого не отлынивать - если вы умудритесь провести его, не сходя с места, многие возможности окажутся для вас потеряны.",198,1 декабря,business,10
31,"Сегодня вы услышите от вашего любимого человека то, чего услышать никак не ожидали. Он покажет себя с совершенно не знакомой вам стороны. Что может вас даже несколько испугать или хотя бы заставить насторожиться. Постарайтесь сделать максимум выводов из произошедшего.",268,1 декабря,love,10
32," Измените то, что, по вашему мнению, требует изменения, но не уходите далеко. Как бы оно не приобрело первоначальный вид как только вы отвернетесь.",147,1 декабря,simple,10
33," Если у вас нет возможности каждый раз обращаться за советом к более компетентному в данном вопросе человеку, то попробуйте научиться сами оценивать ваш труд со стороны. Отвлекитесь на какое-то время, потом снова вернитесь к своей работе. Скорее всего, вы увидите, в чем были неправы.",284,30 ноября,business,11
34,"Сегодня до вас дойдет, что многое из того, что вы предпринимаете в личной жизни, вы делаете напрасно. Тому, кто вам небезразличен, ваши усилия не приносят никакой пользы, да и удовольствия от них тоже немного. Из чего следует логичный вывод, что вам следует тратить свою энергию на что-то более обдуманное.",306,30 ноября,love,11
35," Ваших собственных ресурсов сегодня будет не хватать, и вам потребуется стимуляция. Флаг вам в руки, но не увлекайтесь.",119,30 ноября,simple,11
36," Сегодня каждый пункт нового договора обговорите с юристом, не пожалейте на это важное дело ни сил, ни времени. Не оставляйте ни единой неточности: лучше вы сейчас уделите этому несколько часов, чем потом понесете убытки и будете пытаться снова уладить все ошибки.",264,29 ноября,business,12
37,"Не стесняйтесь попросить у вашего любимого человека помощи. В этом нет ничего зазорного и этим вы не продемонстрируете вашу слабость и беспомощность. Просто в данной ситуации вам в одиночку будет справиться гораздо сложнее, нежели вместе. В конце концов, вы близкие друг другу люди…",282,29 ноября,love,12
38," Чрезмерная симпатия к кому-либо может привести к тому, что вы дадите этому человеку слишком много. Будьте разумны.",115,29 ноября,simple,12
39," Сегодня внимательно отнеситесь к своему настроению: его поведение у вас, как известно, не поддается объяснению с точки зрения логики. Слишком резкие переходы от уныния к радости в этот день могут сослужить вам плохую службу, ведь вам неизвестно, как расценит такое поведение начальник.",286,28 ноября,business,13
40,"Сегодня вашему любимому человеку будет трудно совладать со своими чувствами, поэтому вам следует быть готовым к тому, что в любой момент рядом с вами может произойти маленький ядерный взрыв, и взрывной волной отбросит на неизвестное расстояние в первую очередь вас.",265,28 ноября,love,13
41," Сегодня у вас не будет никакой необходимости раскрывать свои карты. А если вы собрались сделать это добровольно - подождите, еще не время.",139,28 ноября,simple,13
42," Не засиживайтесь на одном месте — этот день вам следует провести в движении. И пусть оно со стороны напоминает броуновское, для вас оно будет наполнено глубоким смыслом. Ибо сидя тупеют.",187,27 ноября,business,14
43,"У вас на душе серо и муторно. Поэтому вся ваша семья, и ваша половинка в первую очередь, ходит на цыпочках, чтобы не спровоцировать очередное извержение вулкана. Постарайтесь держать себя в руках и выяснить для себя, чем обусловлены столь мрачные настроения и что в создавшейся ситуации можно исправить.",303,27 ноября,love,14
44," Сегодня у вас может выйти спор с Матерью-природой. Берегитесь солнца, оно будет к вам неласково.",97,27 ноября,simple,14
45," В целом, день ожидается очень гармоничным и продуктивным, вы сможете разрешить те вопросы, над которым долго бились, силясь найти самое выгодное решение. Ваш начальник отметит ваши старания, так что можете порадоваться: вы снова докажете, что вы отличный сотрудник.",266,26 ноября,business,15
46,"Сегодня вашему любимому человеку захочется всего и сразу, причем одновременно. Поэтому либо он проявит чудеса комбинаторики, и у него все получится, либо именно вам придется выбирать приоритетные направления в его желаниях и помогать ему в их реализации.",254,26 ноября,love,15
47," Приготовьтесь пожинать плоды того, что посеяли на прошлой неделе. Начинать ли после этого новую посевную - решать вам. Выпейте перед сном чашку очень полезного зеленого чая.",174,26 ноября,simple,15
48," Начало дня будет изобиловать запутанными проблемами в сфере человеческих взаимоотношений. Постарайтесь не вляпаться в интригу — сами вы никакого профита с этого не получите, а головная боль и прочие неприятности гарантированы.",227,25 ноября,business,16
49,"Не стоит сегодня стесняться близкого вам человека. Да, в вас есть изъяны, да и у кого их нет, однако раз ваша половинка любит вас, значит и их обязательно полюбит или хотя бы примет. Не стоит всю жизнь пытаться стоять на цыпочках: однажды ноги могут устать. Лучше сразу идти в свое счастье полной стопой…",304,25 ноября,love,16
50," Прислушайтесь к тишине между словами, в ней таится значительно больший смысл, нежели в них самих. С вами сегодня попытаются связаться и передать информацию более чем необычным способом.",186,25 ноября,simple,16
51," Нынче многое из того, над чем вы так долго корпели, может быть перечеркнуто легким движением чьей-то руки. Хорошо бы отложить сдачу материалов — лучше потерять день, чем из-за чьего-то упрямства отправить в корзину результаты напряженных трудов.",246,24 ноября,business,17
52,"Сегодня вам стоит обратить внимание на представителя противоположного пола, который часто на вас поглядывает и улыбается. Возможно, вы встретитесь с ним в транспорте или на улице, а может, видите его каждый день. Так или иначе, задумайтесь: может быть, стоит стать этому человеку чуть ближе?..",293,24 ноября,love,17
53," Сегодня происходящее стоит подвергнуть тщательнейшему анализу. Вы выясните многое из того, что вам следовало бы знать, просто спокойно посидев и подумав.",154,24 ноября,simple,17
54," Вы слишком устали за прошедшую неделю, поэтому сегодня даже отдых будет приносить вам одни огорчения: у вас, кажется, даже на него сил не осталось. Постарайтесь сделать все возможное, чтобы заставить свой организм расслабиться. Для него и для вас сейчас это особенно важно.",274,23 ноября,business,18
55,"Сегодня вам неожиданно признается в любви ваш друг противоположного пола. И хотя он точно знает, что вы вряд ли будете вместе с ним и вряд ли его полюбите не как человека, а как любимого человека, все равно вам довольно-таки тяжело будет ответить ему «нет».",257,23 ноября,love,18
56," Сегодня на чашу весов могут лечь ваши отношения с кем-то. Просчитайте все варианты. То, что сегодня кажется хорошей идеей, требующей минимальных жертв, может привести вас на грань отчаяния в будущем.",200,23 ноября,simple,18
57," В этот день звезды рекомендуют вам как больше времени провести под солнцем. Если солнца категорически не наблюдается, сходите в солярий или хотя бы включите яркую лампу. Они, конечно, не станут полноценными солнцезаменителями, но нужное влияние на вас окажут несомненно.",271,22 ноября,business,19
58,"Сегодня звезды настоятельно рекомендуют сплести чувства и музыку. Скажем, послушать ту песню, которая ассоциируется у вас с днем знакомства с любимым человеком. Возможно, ее вы слушали в тот день или в то время, а может быть, в ней просто поется про вас. Это позволит освежить в памяти те, первые чувства и по-новому взглянуть на ваши нынешние отношения.",354,22 ноября,love,19
59," Сегодня ваше настроение может стать наиболее заразным недугом на этой многострадальной земле. Постарайтесь, чтобы оно было хорошим.",132,22 ноября,simple,19
60," Сегодня вам предстоит довольно долгая и тяжелая беседа с кем-то из ваших коллег. Впрочем, она мало будет касаться работы – в основном, ваших межличностных отношений. Постарайтесь сделать все возможное для сохранения с ним приятельских отношений, иначе потом на работе будет сложно.",282,21 ноября,business,20
61,"Никакая любовь никакой силы не стоит того, чтобы рушить чужое счастье, ломать чужие чувства, разбивать чужую сказку. Поэтому если герой ваших романтических мечт уже является героем чьего-либо романа, десять раз подумайте прежде чем решиться его отбивать. Стоит ли игра свеч?",274,21 ноября,love,20
62," Сегодня вас спасет лишь терпение, терпение и еще раз спокойствие. Сделайте вид, что происходящее вас не касается, и вы с успехом доживете до конца дня.",152,21 ноября,simple,20
63," Вполне вероятно, что сегодня вам для достижения успеха на профессиональном поприще придется пожертвовать своим свободным временем, а его у вас и так не слишком много. Постарайтесь по крайней мере не слишком экономить на сне, иначе количество проведенного в трудах времени негативно скажется на качестве полученных результатов.",327,20 ноября,business,21
64,"Приближается к концу какой-то важный этап в вашей жизни. Это совсем не обязательно отношения с вашим любимым человеком, хотя может быть и так. Постарайтесь, чтобы рядом с вами все время был кто-то близкий, любящий и понимающий. Так вам будет проще.",248,20 ноября,love,21
65," Будьте честны с самим собой, особенно в оценке собственных человеческих качеств и возможностей. Это поможет разобраться в вопросе, который, оставаясь нерешенным, с удовольствием вас замучает.",192,20 ноября,simple,21
66," Некая мысль, мало связанная с работой, может настолько взбудоражить вас, что ни на какие разумные действия вы окажетесь не способны. Поищите для себя какой-нибудь деятельности, не требующей участия головного мозга. Если не найдете — берите выходной и разбирайтесь со своими личными делами, чтобы те вам не мешали.",314,19 ноября,business,22
67,"В этот день вашему любимому человеку довольно трудно будет понять ваши пристрастия и предпочтения, как бы вы ни пытались ему объяснить все их плюсы, прелести и приятности. Что ж, значит, в этом он вам не помощник и не конкурент. Одной темой для общения меньше.",260,19 ноября,love,22
68, Успешность ваших сегодняшних деяний целиком и полностью зависит от вашей веры в собственные силы. Все остальное вам будет обеспечено.,134,19 ноября,simple,22
69," Нынешний день может принести потерю — не катастрофическую, но достаточно обидную. Не переживайте понапрасну, лучше подумайте, чем можно компенсировать убыток.",159,18 ноября,business,23
70,Не будьте собакой на сене и дайте вашему любимому человеку возможность найти себя. Он не обязан все свое время тратить исключительно на вас. Да и вам такое поведение вскоре наскучило бы.,186,18 ноября,love,23
71, Вы слишком загоняли себя за последнее время. Этот день исторически предназначен для отдыха - так используйте его по назначению.,128,18 ноября,simple,23
72," Возможно, вам придется сменить место работы, но это вовсе не связано с тем, то вы должны покинуть свой пост. Совсем нет, просто у вашей фирмы в целом или вашего отдела в частности намечается переезд, к которому вы вскоре начнете готовиться. Так что вам следует учесть, что грядет суматошное время.",298,17 ноября,business,24
73,"Если вы давно мечтали о том, чтобы завязать роман с человеком из другого города или государства, сегодня самый подходящий для этого день. Впрочем, даже если не мечтали, в этот день вашего согласия вполне возможно спрашивать не будут. Вам остается пожелать только удачи...",271,17 ноября,love,24
74," Подходящий день для того, чтобы навестить слегка забытых друзей или родственников. Не забудьте перед выходом из дома плотно перекусить и как следует выспаться - дорога может оказаться хоть и приятной, но не близкой.",216,17 ноября,simple,24
75," Подумайте, что для вас лучше: быть начальником, который головой отвечает за все дела, или неформальным лидером, который может объединять и вдохновлять коллег на решение общей задачи? Вам решать, но согласитесь, что ваше нынешнее, пусть и не совсем высокое положение, вас вполне устраивает.",290,16 ноября,business,25
76,"В этот день очень важно благодарить вашего любимого человека за все то хорошее, что он для вас делает. Желательно еще сказать спасибо и за его желание что-то делать, да и за его существование в вашей жизни в целом. Иначе ваша половинка может на вас обидеться за то, что вы ее совсем не цените.",293,16 ноября,love,25
77," Сегодня вы можете решить, что дело уже сделано, и можно почивать на лаврах, но вас ждет разочарование. Это - лишь одна из многих ступеней, на которые вам предстоит взобраться, если вы желаете дойти до конца лестницы.",217,16 ноября,simple,25
78," Сегодня вы вполне можете довольно часто отвлекаться на посторонние шумы, которые будут мешать вам сосредоточиться на рабочем процессе. Поэтому постарайтесь по возможности их исключить или наденьте наушники с приятной музыкой – она заглушит все остальное.",255,15 ноября,business,26
79,"Сегодня вашему любимому человеку будет некогда решать ваши проблемы, как нравственного характера, так и всех остальных. Поэтому будьте готовы к тому, что вас не будут понимать, вам не будут уделять должного внимания и тому подобным действиям. Побудьте самостоятельным.",268,15 ноября,love,26
80," Над вами зависла некоторая угроза, опасность которой можно предотвратить, если заняться этим вопросом немедленно. Тихо забиться в угол, дабы смиренно ожидать расплаты за ошибки вы всегда успеете.",196,15 ноября,simple,26
81," Новизна – вот девиз сегодняшнего дня. Если вы твердо решили устраиваться на работу – не мешкайте ни минуты – это ваш день. Возможное будущее начальство останется довольно, и с ближайшего понедельника вы сможете приступить к новым служебным обязанностям. Осталось выбрать цель – звезды не подведут!",298,14 ноября,business,27
82,"В этот день стоит обратить внимание на то, что именно вы говорите вашему любимому человеку. Возможно, некоторые слова, которые давно уже стали для вас привычными и обыденными, для него до сих пор не потеряли свежести, и он по-прежнему млеет от вашего «люблю» или вздрагивает от «отстань».",288,14 ноября,love,27
83," Сегодняшний день принесет проблемы морального толка. Вам, возможно, надо немного откорректировать политику взаимоотношений с близкими.",135,14 ноября,simple,27
84," Кажется, вы взяли на себя слишком много и теперь не укладываетесь в срок. В следующий раз правильно рассчитывайте свои силы, а сейчас вам придётся поработать сверхурочно — просить отсрочки не стоит.",199,13 ноября,business,28
85,"Сегодня вам стоит задуматься о том, как вам лучше называть вашего любимого человека. Не стоит ограничиваться парой-тройкой нежных прозвищ или одной-двумя модификациями имени. Будьте изобретательны и нежны – и вам обязательно ответят взаимностью.",245,13 ноября,love,28
86," Если вас сегодня угораздит угодить в центр всеобщего внимания, постарайтесь использовать момент с максимальной выгодой. Кто знает, скоро ли еще подобная возможность подвернется?",178,13 ноября,simple,28
87," Сегодня у вас будет превосходное настроение, благодаря которому вы сумеете с легкостью справиться со всеми навалившимися на вас делами. Отчет, который вам в скором времени предстоит сдать, создастся сам собой, как только вы за него возьмётесь. Сегодня всё получится!",267,12 ноября,business,29
88,"Даже самые разные люди могут ужиться вместе, если оба этого хотят. Сегодня вам необходимо целый день повторять эту мантру — к вечеру подействует. Вам дороги ваши отношения? Так приложите максимум усилий для того, чтобы их сохранить!",232,12 ноября,love,29
89," Сегодняшний день может стать днем воплощения вашей мечты в реальность. Небольшой такой мечты, скромной. Не стоит ждать от судьбы слишком уж многого.",149,12 ноября,simple,29
90," Вы склонны все вопросы решать играючи, но сегодняшний день будет совершенно непригоден для такого подхода. Придется основательно поломать голову, пытаясь учесть все детали, ничего не упустить.",193,11 ноября,business,30
91,"Сегодня благоприятный день для долгих совместных прогулок. Даже если погода не слишком благоприятствует – в таком случае прогуляйтесь под зонтиком, пусть под ним будет ваше индивидуальное пространство. Ваш мирок на двоих. Все самые сложные проблемы сегодня с лёгкостью решатся на свежем воздухе.",295,11 ноября,love,30
92," Сегодня вам море будет чуть выше колена, горы же - по плечо. Примерно такое же настроение будет овладевать каждым, кто окажется с вами рядом. Если не перейдете границы дозволенного, этот день будете вспоминать долго и с удовольствием.",235,11 ноября,simple,30
93," Сегодня у вас не получится долго и плодотворно отдыхать в силу появления каких-то неотложных дел в вашей профессиональной области. Постарайтесь сделать все возможное для того, чтобы дела эти уладились как можно быстрее и на отдых осталось хотя бы немного времени.",264,10 ноября,business,31
94,Устройте сегодня праздник живота на двоих! Можете пойти в вашу любимую кафешку или приготовить что-либо сногсшибательное дома. Для этого совершенно не обязательно целый день стоять у плиты. Если ваша половинка так уж любит яичницу – доставьте вы ей такое удовольствие! Заодно и сами счастливее станете.,302,10 ноября,love,31
95," Сегодня вы вполне можете заслужить себе титул всезнайки. А вот с каким выражением он будет вам преподноситься, целиком зависит от степени корректности, с которой вы станете высказываться по тому или иному поводу.",213,10 ноября,simple,31
96," Сегодня многое придется делать одновременно. Задачка окажется не из легких, однако вы с честью с ней справитесь. Настолько с честью, что вам смог бы позавидовать даже сам Гай Юлий Цезарь, если бы узнал о ваших подвигах.",220,9 ноября,business,32
97,"Сегодня вам может показаться, что отношения с вашим любимым человеком выжали из вас все соки, сделали вас слабым, немощным и неспособным радоваться красотам этого мира. Может быть, стоит как-то пресечь это безобразие?",217,9 ноября,love,32
