,text,length,date,type,index in posts,is_unique
16,"сегодня не стоит слишком усложнять то, что происходит между вами и тем, по кому вы вздыхаете по ночам. нынче вы будете склонны к тяжелым раздумьям, и было бы неплохо, если бы вам удалось не довести себя до депрессии.",216,7 декабря,love,5,True
17,"так трудно сохранять терпение, находясь на пороге больших и очень важных для вас событий. тем не менее придется, в противном случае вы рискуете помешать им произойти.",166,7 декабря,simple,5,True
18,"неожиданно ваши планы могут быть нарушены плохим самочувствием, что вы никак не можете допустить. как только почувствуете, что теряйте контроль над ситуацией, сбавляйте темп, чтобы продолжать хоть как-то держать руку на пульсе. будьте внимательны и помните о мелочах.",267,6 декабря,business,6,True
19,"сегодня вы узнаете, насколько ваш любимый человек зависим от вас - и вам вполне может стать страшно. вам даже может захотеться срочно от него отдалиться с той целью, чтобы не значить для него так много, однако звёзды не советуют этого делать. лучше принять ситуацию такой, какая она есть.",288,6 декабря,love,6,True
20,"в вас поселился свежеразбуженный зверь. если не хотите неприятностей со здоровьем, его лучше выпустить на волю, хотя это может повлечь порчу интерьера того помещения, где он будет выпущен.",188,6 декабря,simple,6,True
21,"решительность в этот день вам явно не повредит. звезды уверены в том, что если вы возьмете быка за рога, фортуна улыбнется вам с куда большей вероятностью, чем если вы будете пассивно ждать у моря погоды. даже если как правило это не ваш стиль жизни, на сегодня его придется поменять.",284,5 декабря,business,7,True
22,"сегодня вам будет довольно трудно смириться с тем, что ваш любимый человек прав, а вы нет. постарайтесь все же это принять. в конце концов, завтра ситуация может оказаться абсолютно противоположной – и тогда будет его очередь расстраиваться.",241,5 декабря,love,7,True
23,"сегодня не стоит слишком ограничивать себя морально-этическими нормами. удовлетворите пару-тройку своих желаний, в противном случае, они вас со свету сживут.",157,5 декабря,simple,7,True
24,"сегодня внимательно прислушивайтесь к тому, что говорят вокруг. молва - очень полезный источник информации, не стоит её недооценивать. а если вы считаете, что информация, поступившая к вам, ложная, тогда создайте себе сами благоприятную среду, запустив выгодные вам слухи.",272,4 декабря,business,8,True
25,"ваши дела, выы, сегодня, очевидно, ощутимо пойдут в гору. если вы хотите поехать отдыхать семьей в ближайшее время, подготовку лучше назначить именно на нынешний день – это гарантия того, что ваши планы не сорвутся.",221,4 декабря,love,8,True
26,"сегодня вам не придется задумываться о дне завтрашнем, слишком большого внимания и сил потребует настоящий. день будет тяжелым, но плодотворным.",144,4 декабря,simple,8,True
27,"сегодня вам рекомендуется как следует выспаться. именно во сне вам, как некогда менделееву, могут прийти в голову самые гениальные мысли. главное – не забудьте положить под подушку блокнот и ручку. утром вам будет, над чем призадуматься. или посмеяться.",253,3 декабря,business,9,True
28,"подходящий день для флирта посредством электронных помощников: мобильного телефона, интернета и даже микрофона, если вы придумаете, как его использовать для подобных целей. сегодня техника – ваш лучший друг и главный помощник на пути к личному счастью.",252,3 декабря,love,9,True
29,"сегодня вас ожидает столь напряженный день, что не только перекурить - вздохнуть будет некогда. будьте осторожны с новыми людьми, которых вы встретите нынче - они могут стать источником неприятностей.",200,3 декабря,simple,9,True
30,"в начале дня у вас возможны некоторые разочарования: вы можете не получить того, что ожидали. но не стоит расстраиваться, ведь это только небольшое, пусть и весьма досадное, недоразумение, которое лишь слегка омрачит благоприятный период, который сейчас для вас наступил.",271,2 декабря,business,10,True
31,"ваша половинка приготовила вам сюрприз, причем, кажется, не очень приятный. это, конечно, не повод устраивать соревнование по киданию тарелок в движущуюся цель, но разобраться в происходящем все же стоит. это позволит вашим отношениям перейти на новый уровень.",260,2 декабря,love,10,True
32,"сегодня ваш оптимизм будет настолько силен, что вы сможете справиться практически с любым делом. отсутствие страха потерпеть неудачу очень помогает в работе.",157,2 декабря,simple,10,True
33,"для тех выов, кто по-прежнему находится в поисках стабильной работы, сегодня очень удачный день. не отчаиваетесь, если вы посещаете уже не первое и даже не десятое собеседование, но получаете отказ. в этот день всё должно решиться, так что, ваши искания, скорее всего, подошли к концу.",291,1 декабря,business,11,True
34,"узнайте, чем живет и дышит ваш любимый человек. прочитайте его любимую книгу, попросите у него диск, под который он каждый вечер засыпает. это поможет вам лучше его понять и, соответственно, сильнее полюбить. кстати, если он захочет сделать все то же самое, значит, вы действительно отличная пара!",297,1 декабря,love,11,True
35,"сегодня вам, возможно, придется столкнуться с таким малоприятным явлением как сплетни. увы, в них придется основательно покопаться, если желаете узнать, как все было на самом деле.",180,1 декабря,simple,11,True
36,"сегодняшний день удивительно хорош для продвижения вперед и вверх. скорее всего, воспользоваться вы этим не сумеете, но если все же удастся — поздравляем. в выходные это непросто.",179,30 ноября,business,12,True
37,"в этот день в вашу жизнь придет настоящая сказка. только вот будете вы в ней положительным или отрицательным героем – зависит только от вас. в первом случае вас ждет исполнение самой заветной мечты, пир горой и долгое счастье. во втором же вы будете повержены, и счастья вам еще будет долго не видать.",301,30 ноября,love,12,True
38,"сегодня, пытаясь сделать что-то полезное, вы просто потеряете время. займитесь лучше чем-нибудь приятным. совместить не удастся.",128,30 ноября,simple,12,True
39,"в этот день вам категорически нельзя кривить душой, даже если вы собираетесь всего лишь пошутить. особенную осторожность следует соблюдать в отношениях с коллегами.",164,29 ноября,business,13,True
40,"сегодня вашему любимому человеку будет непросто поверить в то, что он вам действительно нужен, важен и интересен. напротив. его будут терзать невесёлые мысли на совершенно противоположную тему. постарайтесь сделать все возможное для их ликвидации, в противном случае, ваши отношения могут ухудшиться.",300,29 ноября,love,13,True
41,"сегодня у вас может появиться навязчивая идея, которая не даст вам покоя, пока вы не воплотите ее в жизнь, либо не убедитесь в полной ее несостоятельности. общаться с вами будет непросто.",187,29 ноября,simple,13,True
42,"с неожиданной легкостью вы справитесь со всеми трудностями, с которыми вам сегодня предстоит столкнуться. но не стоит надеяться, что и в дальнейшем, всё будет идти как по маслу, скорее наоборот: кажущиеся простыми дела обернутся большими проблемами, поэтому будьте к этому готовы.",280,28 ноября,business,14,True
43,"сегодня ваш любимый человек без конца будет повторять вам, что любит вас. поначалу вам это будет приятно, но потом значение такого прекрасного слова сотрется и выцветет, как старая фотография, которая долго пролежала на солнце. может быть, стоит приберечь это слово для более торжественных случаев?",298,28 ноября,love,14,True
44,сегодня у вас может совершенно неожиданно появиться возможность получить недурную прибыль. главное - эту самую возможность не проглядеть.,137,28 ноября,simple,14,True
45,"сегодня вам предстоит расширить поле своей компетенции, причем не на словах, а всерьез занявшись делом самообразования. иначе нынешних проблем вам не решить.",157,27 ноября,business,15,True
46,"сегодня стоит верить в приметы и неукоснительно им следовать. чёрная кошка - ваш враг. счастливый билетик - ваш друг. окружающий мир посылает вам знаки, которые вам просто необходимо расшифровать, чтобы принять наилучшее решение! и если по дороге на свидание вы встретили женщину с пустыми ведрами - лучше свидание отменить. на всякий случай.",342,27 ноября,love,15,True
47,"сегодня обычно свойственная вам застенчивость будет забыта. вы удивитесь, насколько легко вам будет заговорить с незнакомцем как со старым другом. возможно, вы приобретете новых друзей.",185,27 ноября,simple,15,True
48,"перестаньте беспрестанно обращаться за советом к начальству, иначе ваш шеф решит, что вы и шагу не способны сделать самостоятельно без его рекомендации. учитесь сами принимать решения и отвечать за них. действуйте продуманно, и тогда вы не будете допускать ошибок.",264,26 ноября,business,16,True
49,"сегодня звезды рекомендуют вам восхититься внешним видом вашего любимого человека, даже если ничего особенно восхитительного вы в нем находить и не будете. постарайтесь однако сделать комплимент очень ярко, красочно и, главное, искренне, чтобы никто не заподозрил подвоха.",272,26 ноября,love,16,True
50,"вас захлестнула мерзкая липкая волна аглицкого сплина (русской хандры). побудьте на людях, получите радость от общения с ближними. сегодня возможно даже начало очередного романа.",178,26 ноября,simple,16,True
51,"сегодня звезды не рекомендуют вам думать о том, что будет завтра. о дне вчерашнем лучше тоже не вспоминать. нынче нужно просто отпахать «от забора до обеда», после чего позволить себе заслуженный отдых.",202,25 ноября,business,17,True
52,"сегодня вам стоит наконец разобраться в своих чувствах и решить наверняка, любите вы этого человека или же нет. и что вам делать впоследствии и с чувствами, и с человеком - тоже не самый простой вопрос и не самое однозначное решение. впрочем, при небольшом усилии воли у вас это получится.",289,25 ноября,love,17,True
53,"сегодня цель будет оправдывать средства. вам многое простится, если вы добьетесь результата, но надо поспешить.",111,25 ноября,simple,17,True
54,"что бы вы ни делали на службе, и каких бы титанических усилий ни предпринимали, ваши старания, словно повинуясь какому-то злому року, полетят в тартарары. не стоит винить во всём себя, вы сделали всё, что могли, лучше отдохните в свой законный выходной день и подумайте обо всём завтра.",286,24 ноября,business,18,True
55,"сегодня вам стоит немножко себя побаловать. или заставить вашего любимого человека сделать это за вас. точнее, не заставить, а попросить или намекнуть, но так, чтобы он почувствовал, что просто обязан исполнить ваше желание во что бы то ни стало. побудьте немного хитрым манипулятором.",285,24 ноября,love,18,True
56,"если сегодня что-то вызовет ваши сомнения, не молчите, объявите об этом во всеуслышание. предусмотрительность, проявленная нынче, поможет избежать неприятностей в недалеком будущем.",181,24 ноября,simple,18,True
57,"сегодня ваше понимание целесообразности будет идти вразрез с представлениями о том же самом у вашего непосредственного начальника. звезды не рекомендуют гнуть свою линию и вступать в дискуссии, если вы не уверены в своей правоте на все сто. в противном случае, инцидент может окончиться неудачно для вас.",304,23 ноября,business,19,True
58,"будьте осторожны! семь раз отмерьте перед тем, как отрезать; десять раз подумайте прежде чем сказать что-либо вашему любимому человеку. сегодня лучше лишний раз промолчать, чем выдать какое-нибудь не то слово, которое подействует как непогашенная спичка в сухом лесу.",267,23 ноября,love,19,True
59,"сегодня вы будете видеть и слышать только то, что хотели бы. это, конечно, здорово, но к вечеру лучше вернуться в реальный мир.",127,23 ноября,simple,19,True
60,"сегодня вам будет непросто уговорить себя на то, чтобы посвятить работе чуть-чуть больше времени, нежели обычно. впрочем, если вам все же это удастся, результат трудовой деятельности превзойдет все ваши ожидания, даже самые смелые. постарайтесь поверить собственным аргументам.",277,22 ноября,business,20,True
61,"сегодня вашему любимому человеку будет непросто понять ваши шутки, да и чувство юмора ваше будет казаться ему несколько специфическим. поэтому постарайтесь выбирать слова и анекдоты, задумываться над теми историями, которые хотите рассказать – да и вообще быть несколько осторожнее.",282,22 ноября,love,20,True
62,"сегодняшний день вы проведете в состоянии нерешительности по любому поводу. чтобы особенно не мучаться выбором, послушайтесь совета ближнего.",141,22 ноября,simple,20,True
63,"ваши усилия не могут быть не замечены и не поощрены со стороны начальства. так что хоть в лепешку разбейтесь, но продемонстрируйте, что вас есть за что хвалить.",160,21 ноября,business,21,True
64,"сегодня вам будет довольно одиноко в обществе вашего любимого человека, даже если вы сами себе в этом не признаетесь. увы, в этот день вы будете настроены на разные волны и будете говорить о разных вещах. что, впрочем, не помешает вам чувствовать себя довольно счастливым.",272,21 ноября,love,21,True
65,"сегодня вас могут здорово загрузить проблемами, к вашим делам никакого отношения не имеющими, а потом вежливо сказать спасибо. постарайтесь не попасться на эту удочку и, сколь бы неловко вам ни было, поинтересоваться, а что собственно, вы будете с этого иметь.",260,21 ноября,simple,21,True
66,"прислушайтесь к советам ваших друзей. вы зря считаете их такими уж некомпетентными, последнее время вы стали чересчур горды и не замечаете, что другие окружающие вас люди тоже многое знают и умеют. будьте внимательнее, прислушивайтесь к тому, что вам говорят.",259,20 ноября,business,22,True
67,"сегодня вам придется нести ответственность не только за вашего любимого человека, но и еще за кого-то, кто по неосторожности, нечаянно или преднамеренно в вас влюбился. непростое это будет занятие – убеждать его, что вам его любовь вовсе не нужна. однако сделать это придется.",276,20 ноября,love,22,True
68,сегодня в вас особенно сильно будет чувство локтя. вы сможете без проблем влиться в любой коллектив и присоединиться к любого рода деятельности. однако стать инициатором чего-то самому вам будет сложно.,202,20 ноября,simple,22,True
69,"сегодня любые попытки рационализировать ваш рабочий процесс, навести порядок на рабочем месте или придумать алгоритм выполнения рутинной работы будут оканчиваться неудачей, но каждая последующая будет куда менее сокрушительной, нежели предыдущая. дерзайте!",256,19 ноября,business,23,True
70,"сегодня ваш любимый человек будет без слов вас понимать. звёзды рекомендуют воспользоваться этим преимуществом и постараться объяснить ему нечто такое, что русский или какой-нибудь другой язык выразить просто не в состоянии. разве что язык жестов окажется достойным помощником.",277,19 ноября,love,23,True
71,"если вам сегодня захочется чего-нибудь новенького и неожиданного, сходите в ресторан и закажите какое-нибудь непонятное блюдо. поверьте, это окажется самым дешевым и безболезненным способом удовлетворить свое желание.",217,19 ноября,simple,23,True
72,"сегодня велика вероятность того, что вы вступите в конфликт с законом. вряд ли он окажется фатальным для вас и вашей карьеры, однако несколько неприятных минут пережить вам, к сожалению, придется. постарайтесь все предусмотреть и замаскировать как следует.",256,18 ноября,business,24,True
73,"сегодня вам стоит особенно остерегаться слов вроде «всегда» и «никогда» и по возможности их не употреблять. постарайтесь и в исполнении вашего любимого человека их близко к сердцу не принимать, поскольку они не будут значить ровным счетом ничего. разве что окажутся стилистическим приемом.",289,18 ноября,love,24,True
74,"сегодняшний день обещает быть чрезвычайно удачным в деловом отношении. засучивайте рукава и беритесь за дело. вы сумеете доказать, что вы - лучший.",147,18 ноября,simple,24,True
75,"нынче хорошо бы закончить хоть одно дело. можно — промежуточный этап — ну хоть что нибудь, чтобы появилась возможность утереть трудовой пот со лба и сказать «ну, вот и все».",173,17 ноября,business,25,True
76,"чем меньше вы в этот день будете доверять окружающим вас людям, близким и не очень, тем будет лучше для вас и ваших любовных отношений. даже если все вокруг будут твердить вам о том, что ваша половинка вам неверна, а вы уверены в обратном, то правы вы, а не они.",262,17 ноября,love,25,True
77,"сегодня к вам будут относится как к маленькому ребенку, абсолютно лишенному способности самостоятельно мыслить. с утра вас могут заставить надеть именно эту шапку, а вечером предмет типа электродрели или миксера в ваших руках может вызвать у окружающих настоящую истерику. постарайтесь перенести это испытание спокойно.",319,17 ноября,simple,25,True
78,"сегодня свободного времени у вас почти не будет, каждый раз, когда вы соберетесь отвлечься хоть на несколько минут, будет возникать новое дело. постарайтесь, однако, сделать все возможное для того, чтобы этот напряженный период не продлился слишком долго.",255,16 ноября,business,26,True
79,"увы, все, что вы скажете, сегодня будут принимать за шутку. к счастью, неизменно смешную, так что в глупом положении вы не окажетесь точно. поэтому не стоит на сегодня планировать серьезных разговоров с вашим любимым человеком: все равно нужных результатов не добьетесь. разве что настроение ему поднимете.",306,16 ноября,love,26,True
80,"сегодня, равно как и следующие несколько дней, лучше посвятить приспосабливанию к обстоятельствам, нежели попыткам их изменить.",127,16 ноября,simple,26,True
81,"сегодня вам предстоит заняться новым ответственным делом, к которому вы вовсе не прикипели душой, но вас постоянно будет кто-то отвлекать. с одной стороны, вы будете рады этому, ведь оттягивается момент, когда вы приметесь за выполнение трудного задания, но с другой вы рискуете ничего не успеть.",296,15 ноября,business,27,True
82,"сегодня звёзды рекомендуют вам быть экстравагантным и непредсказуемым. именно эти качества станут вашими козырями в общении с вашим любимым человеком. в противном случае, ему может стать с вами скучно, и он воспользуется первой же возможностью, чтобы сменить вашу компанию на более интересную.",293,15 ноября,love,27,True
83,сегодня вам стоит слегка умерить гордыню. демонстрация легкого смирения иногда идет делам на пользу. заодно и парочку конфликтов разрешите.,139,15 ноября,simple,27,True
84,"всё, что бы с вами сегодня ни случилось, поможет вам лучше разбираться в людях и находить выход из сложных ситуаций. результатом сегодняшнего дня станет для вас бесценный опыт, хотя сразу понять это удастся немногим.",216,14 ноября,business,28,True
85,"будьте внимательны ко всему, что скажет вам ваш любимый человек. сегодня какая-то его фраза должна стать принципиально важной для развития ваших отношений и их радостного или не очень продолжения. причём он, скорее всего, этого сам даже не осознает. значит, осознаете вы.",271,14 ноября,love,28,True
86,"сегодняшний день предназначен для плодотворного сотрудничества, а уж с кем именно - выбирать вам. ни в коем случае не вступайте в споры и не распространяйте сплетни. это обернется против вас.",191,14 ноября,simple,28,True
87,"не бойтесь разорвать отношения с вашими партнерами по бизнесу, если вы понимаете, что они уже изжили себя. будьте решительны и действуйте, в первую очередь, в интересах компании. возможно, вам сегодня придется потупиться своим личным душевным спокойствием.",256,13 ноября,business,29,True
88,"сегодня вашему любимому человеку будет радостно и странно наблюдать, какие перемены в вас произошли. возможно, произошли они довольно давно, но заметно это стало лишь в этот день. что ж, наблюдайте за удивленными глазами вашей половинки и гордитесь произведенным эффектом.",272,13 ноября,love,29,True
89,"сегодня вы станете свидетелем тихого помешательства, которое охватит всех без исключения. не пытайтесь образумить людей, лучше постарайтесь не выделяться, зачем беспокоить сумасшедших?",184,13 ноября,simple,29,True
90,"сегодня амбициозность и, возможно, даже излишняя вера в собственные силы позволят вам сделать этот ваш рабочий день исключительно удачным, причем не только для вас, но и для вашей фирмы в целом. постарайтесь однако не переиграть: звездная болезнь вам ни к чему.",261,12 ноября,business,30,True
91,"сегодня вы почувствуете к вашему любимому человеку необъяснимое тепло, причем в таких количествах, что вам захочется поделиться им со всем миром. только не растратьте его зря: однажды, когда вам станет очень холодно, вы вполне сможете им согреться.",248,12 ноября,love,30,True
92,"сегодня вам очень пригодится хороший друг. если это возможно, стоит предупредить его заранее, ибо времени вы у него отнимете довольно много.",140,12 ноября,simple,30,True
93,"сегодня звезды не рекомендуют вам даже вспоминать о том, что у вас есть какие бы то ни было служебные обязанности. все равно в силу тех или иных обстоятельств выполнить вы их не сможете, поэтому просто расслабьтесь и получайте удовольствие.",240,11 ноября,business,31,True
94,"сегодня вы будете склонны к тому, чтобы неправильно трактовать слова вашего любимого человека, причём его это будет не столько обижать, сколько удивлять: он-то будет искренне верить в то, что говорит всё предельно ясно, понятно и без каких бы то ни было поводов для сомнений...",277,11 ноября,love,31,True
95,"сегодня, задавшись каким-то вопросом, вам придется попотеть, выясняя истину. возможно, кому-то очень не с руки ваше любопытство.",128,11 ноября,simple,31,True
96,"даже если вам кажется, что окружающие не оценивают вас по достоинству, не замечают ваших заслуг, не волнуйтесь – это не более чем иллюзия. аккуратно напомните о себе, но ни в коем случае не срывайтесь и не обижайтесь – обида будет неоправданна.",244,10 ноября,business,32,True
