,text,length,date,type,index in posts
25,"Будьте терпимы. Да, это трудно. Ваша половинка – далеко не подарок, так что неудивительно, что вам периодически хочется от нее куда-нибудь сбежать. Но раз вы вместе – значит, вам это зачем-то нужно. Придется терпеть и либо пресекать скандалы и капризы, либо им потакать. Выбор остается за вами.",294,3 декабря,love,8
26,"Сегодня вы должны приоткрыть для себя завесу некоторой тайны. Сами ли вы это сделаете, или вас просто посвятят в нее насильственным образом - зависит от обстоятельств.",167,3 декабря,simple,8
27,"Сегодня бодрая музыка будет весьма способствовать вашей трудовой активности. Постарайтесь делать все в ее ритме, не отставая и даже по возможности обгоняя. Возможно, вам тогда удастся покончить с вашими делами куда быстрее, чем обычно, и оставить время на дополнительное чаепитие.",280,2 декабря,business,9
28,"Сегодня вам стоит очень быстро расквитаться с вашими делами, чтобы уделить наконец как можно больше времени вашему любимому человеку. Ему настолько не хватает вашего внимания, что каждая совместная минутка будет восприниматься им как самое настоящее счастье.",258,2 декабря,love,9
29,"Хотя содержание, обычно, и считается моментом более важным, нежели форма, сегодня вам стоит позаботится именно о внешней красоте. Да и самому приятно посмотреть будет.",167,2 декабря,simple,9
30,"Самое время подумать о чем-то более важном, чем ваша прибыль. Не вредит ли ваша деятельность кому? Не загрязняете ли вы окружающую среду, не способствуете ли деградации общества? Вы все равно будете настроены на философский лад — может, придумаете, как улучшить жизнь?",268,1 декабря,business,10
31,"В этот день вашему любимому человеку будет довольно сложно понять, чего вы от него хотите и зачем вам нужен именно такой результат. Придется дать ему правдивое или правдоподобное, но обязательно подробное объяснение ваших целей, стремлений и действий.",251,1 декабря,love,10
32,Сегодня вы имеете шанс познать в полной мере силу Земного притяжения. Рекомендуем воздержаться от полетов во сне и падений наяву.,129,1 декабря,simple,10
33,"Сегодня вам стоит устроить для себя и для ваших коллег праздник души, организовав вне фирмы что-нибудь особенно интересное. Благоприятная атмосфера в коллективе всегда исключительно способствует поднятию работоспособности, уровня коллективизма и желания построить вместе что-нибудь фундаментальное.",298,30 ноября,business,11
34,"Сегодня вашему любимому человеку не придётся вас дважды просить об одном и том же одолжении, ибо вы будете рады всё сделать очень быстро, качественно и в срок, лишь бы он не сердился и не расстраивался. Постарайтесь, однако, не очень суетиться во время выполнения вашей миссии.",277,30 ноября,love,11
35,"Сегодня вы и ваши поступки будут у всех на устах. В ваших же интересах не натворить ничего особо предосудительного, ибо скрыть это вряд ли удастся.",147,30 ноября,simple,11
36,"Если вы сегодня собрались сдавать очень важные документы, постарайтесь отдать их на проверку кому-то более опытному, чем вы. Это поможет вам избежать неприятностей и проблем. Не стоит думать, что единственный человек, кто способен справиться с этим, это вы.",257,29 ноября,business,12
37,"Чем менее решительными будут сегодня ваши действия, тем меньше у вас шансов на успех и благосклонность вашего любимого человека. Казалось бы, это очевидно. Ан нет, для реализации этого совета вам придется хорошенько с собой побороться. И со своими комплексами тоже.",265,29 ноября,love,12
38,"Сегодняшний день ознаменуется приступом бурной деятельности, в которую будет вовлечен каждый, кто будет иметь несчастье попасться вам на глаза. Вы рискуете переутомиться.",170,29 ноября,simple,12
39,"Сегодня вашему партнеру будет довольно трудно решиться на то, чтобы подписать с вами важный деловой контракт, который в значительной мере изменит и ваш, и его бизнес. Постарайтесь однако сделать все возможное для того, чтобы контракт был подписан во что бы то ни стало.",269,28 ноября,business,13
40,"Сегодня вам стоит вспомнить рецепты вашей бабушки и приготовить по ним вашему любимому человеку что-нибудь особенно вкусное. Пусть он удивится вашим кулинарным способностям и, съев свежеполучившийся шедевр, почувствует, что любит вас еще больше, сильнее и глубже!",263,28 ноября,love,13
41,"Прекрасный день. Приложите максимум усилий к тому, чтобы поскорее закончить все дела. Закончив же их, или даже отложив на потом, все свободное время посвятите любимому вами человеку.",182,28 ноября,simple,13
42,"Чем больше вы думаете о работе и о деньгах, тем меньше внимания уделяете близким вам людям, что им, безусловно, не очень-то нравится. Сегодня самый подходящий день для того, чтобы как-то изменить сложившуюся ситуацию. Может быть, стоит хотя бы на день уйти от рутины работы?",274,27 ноября,business,14
43,"Даже если вы собираетесь выскочить из дома на секунду, всего лишь чтобы зайти в магазин за хлебом, все равно звезды советуют вам выглядеть на миллион долларов, а то и больше. Сегодня ваша судьба может найти вас неожиданно, и будет очень обидно предстать перед ней в неряшливом виде.",282,27 ноября,love,14
44,"Если вы хоть на секунду можете усомниться в своей способности отвечать за собственные слова, лучше промолчите весь день. Нынче очень вероятна возможность сесть в лужу по собственной глупости.",191,27 ноября,simple,14
45,"Постарайтесь оправдать сегодняшний праздник: будьте независимы от обстоятельств, обязательств, в том числе непосредственно связанных с вашей трудовой деятельностью. Почувствуйте дух свободы, расправьте крылья и летите солнцу и ветру навстречу. Вам должно понравиться.",267,26 ноября,business,15
46,"Тельцам нынче стоит как можно трепетнее отнестись к вопросам здоровья членов семьи, обязательно поинтересоваться их самочувствием и ни в коем случае не нагружать тяжелой работой. Нужно что-то перетащить, а муж валяется на диване – путь отдыхает, позвоните другу, заодно и пообщаетесь. Или, быть может, жена не хочет возиться с готовкой, ссылаясь на головную боль – отлично, вы давно не виделись с мамой.",403,26 ноября,love,15
47,"Сегодня очень велик будет соблазн все бросить и хорошенько развлечься. Увы, это вам вряд ли удастся. На вас будет возложена довольно большая ответственность.",157,26 ноября,simple,15
48,"Сегодня для вас самое главное - это поверить в себя и в собственные силы, ведь в этот день ваш успех, ваша карьера и благополучие будут зависеть от образа вашего мышления, а также от умения поддержать хорошие отношения со всеми своими коллегами и партнерами.",258,25 ноября,business,16
49,"Главное – надейтесь и верьте. Чем сильнее будут два этих чувства, тем больше вероятность того, что ваши мечты касательно вашего любимого человека сбудутся. Увы, больше ничем вы исполнению вашего желания помочь не сможете. Только надеждой и верой. Верой и надеждой.",264,25 ноября,love,16
50,"Сегодня вас будет тянуть в дальние дали на поиски приключений. Впрочем, если первое желание (дали) может оказаться затруднительным для выполнения, то условий для удовлетворения второго вы сможете найти в избытке и дома.",219,25 ноября,simple,16
51,"Сегодня вы будете пребывать в великолепном состоянии и духа: любые проблемы покажутся вам незначительными и не требующими никаких усилий. Однако дело у вас имеется, и совсем не такое простое, как кажется на первый взгляд, так что приступайте к нему со всей серьезностью.",270,24 ноября,business,17
52,"Сегодня ваш любимый человек не будет верить тому, что вы ему скажете, принимая это в лучшем случае за шутку, а в худшем – за наглую ложь. Что ж, придется воздержаться от серьезных разговоров и интересующих вас тем. Хотя бы во избежание конфликтов.",247,24 ноября,love,17
53,"Сегодня вам, возможно, придется встать на защиту силы, которая неизмеримо больше вас. Когда все закончится благополучно, не забудьте предъявить этой силе счет.",159,24 ноября,simple,17
54,"Ваше материальное положение может значительно улучшиться благодаря помощи других. Но не забывайте о благодарности! И не стоит злоупотреблять мелкими тратами, исходя из тех соображений, что это пустяки. Их количество может оказаться настолько большим, что ваше финансовое положение пострадает.",292,23 ноября,business,18
55,"Ваши тайны сегодня могут стать достоянием общественности. Стоит ли давать окружающим повод посудачить о нюансах вашей личной жизни? Вряд ли - а значит, этот день рекомендуется провести так, чтобы придраться было решительно не к чему. Или, хотя бы, так, чтобы никто ничего не заметил, хоть это и труднее.",303,23 ноября,love,18
56,"Исчерпайте имеющиеся у вас возможности, прежде, чем искать новые. В противном случае можете лишиться и тех, что у вас были, и не получить других.",145,23 ноября,simple,18
57,"Не будьте столь категоричны, как обычно, дайте людям показать себя, дайте им хоть малейшую возможность раскрыться и проявить свои позитивные качества. Ведь вы судите обо всем с высоты вашего опыта, и не учитываете, что не все могут то, что вам так легко дается.",261,22 ноября,business,19
58,"Сегодня вам будет непросто понять, чего от вас добивается ваш любимый человек. Вы построите тысячу и одно интересное предположение, однако велика вероятность того, что истины так и не узнаете, ибо она, как водится, будет где-то рядом. Главное, чтобы это на стратегии вашего поведения не отразилось.",298,22 ноября,love,19
59,"Даже одиночеством можно наслаждаться, особенно если оно редкое и желанное. Но не забывайте все же, что человек - животное стадное и долгое одиночество вредит его здоровью.",171,22 ноября,simple,19
60,"Не мудрите, пытаясь придумать какую-то уникальную возможность подзаработать. Нынче самыми верными решениями будут наиболее простые и естественные. Они же будут и наиболее прибыльны.",181,21 ноября,business,20
61,"Сегодня велика вероятность того, что в вашем тандеме наметится некоторый разлад. Вам и вашему любимому человеку захочется шипеть, ругаться и огрызаться друг на друга. Не стоит держать отрицательную энергию в себе. Если вы найдете куда ее выплеснуть помимо вашей половинки – отлично, а если нет… Что ж, иногда поссориться тоже не помешает.",338,21 ноября,love,20
62,"Если никто не желает последовать за вами, то вам придется отправляться в одиночестве. Не тратьте больше времени на уговоры, ступайте, возможно, к вам присоединятся позже.",170,21 ноября,simple,20
63,"Сегодня для каждого своего шага продумываете и варианты путей отступления: так вы сумеете при плохой расстановке сил избежать неприятных последствий. В решении трудных дел доверьтесь своему шестому чувству и ни в коем случае не падайте духом, что бы ни случилось.",263,20 ноября,business,21
64,"В этот день вам захочется легких и необременительных отношений, без каких бы то ни было обязательств с вашей стороны. Тогда придется вам смириться с тем, что и у вашей второй половины таких обязательств перед вами не будет: два свободных и в общем-то чужих друг другу человека...",279,20 ноября,love,21
65,"Сегодня вы одержите пусть небольшую, но победу. Этот день принесет вам уважение окружающих.",91,20 ноября,simple,21
66,"Не торопитесь сегодня рубить с плеча и высказывать вашему коллеге, начальнику или партнеру все, что вы о них думаете. Наверняка ведь ничего хорошего не думаете, а дел вам вместе вершить еще очень и очень много. Может быть, стоит быть несколько более толерантным?",262,19 ноября,business,22
67,"В этот день вы поймёте, что те привычки, которые вас раздражали некогда в вашем любимом человеке, не вызывают в вас больше отрицательных чувств. Напротив, они вас умиляют как в его исполнении, так и в исполнении других людей. Вы и этих других готовы полюбить за то, что они чем-то похожи на вашу половинку...",308,19 ноября,love,22
68,"Сегодня желание проявить себя будет бросать вас из крайности в крайность. Поделать с этим ничего не удастся, главное - постараться, чтобы это не отразилось негативно на взаимоотношениях с окружающими.",200,19 ноября,simple,22
69,"Вы долго решались показать всем, на что вы способны? Сегодня вы будете наконец-то готовы взять на себя инициативу и проявить свои лидерские качества. Главное для вас это не переоценить свои возможности и обращать внимание на рекомендации коллег и советы друзей.",261,18 ноября,business,23
70,"В этот день вам очень захочется сделать вашему любимому человеку какое-то замечание, направить его на путь истинный и вообще объяснить, что не прав тут он, а никак не вы. Однако вряд ли у вас это получится: ваши речи не будут восприниматься адекватно.",251,18 ноября,love,23
71,"Будьте терпеливы, в течение ближайшего времени мало что сможет вас порадовать. Однако ожидание ваше, сколь бы тоскливым оно ни было, будет вознаграждено сторицей.",162,18 ноября,simple,23
72,"Сегодня вы станете перед выбором, продолжать ли неотступно следовать своим принципам или воспользоваться моментом, чтобы обзавестись хорошими и очень полезными связями. Выбор за вами. Подумайте, готовы ли вы на жертву ради успеха?",230,17 ноября,business,24
73,"Сегодня вашему любимому человеку захочется стать вашей путеводной звездой, единственным, незаменимым и необходимым. Нельзя сказать, что вас так уж обрадует это его желание, однако и в нем есть свои привлекательные моменты, которые вы непременно найдете, если очень этого захотите.",280,17 ноября,love,24
74,"Далеко не все можно восстановить. Вспомните об этом, прежде чем бить в сердцах об пол старинную вазу, желая доказать свою правоту домашним. Потеряете и вазу, и их уважение.",172,17 ноября,simple,24
75,"Даже если вам неприятно общение с коллегой или деловым партнером, не вздумайте демонстрировать это. Будьте дипломатичны, ведь не всегда возможно, чтобы вас окружали только ваши друзья: иногда нужно проявить все свои навыки делового общения и быть корректным по отношению к окружающим вас людям.",294,16 ноября,business,25
76,"Ни вы, ни ваш любимый человек не будете сегодня отличаться особой разговорчивостью. За день вы не обменяетесь и десятком слов, даже если все время будете находиться рядом. Что ж, это не так и плохо: близкий человек – не тот, с кем есть о чем поговорить, а тот, с кем есть о чем помолчать...",290,16 ноября,love,25
77,"Сегодня у вас не должно возникнуть проблем с помощью, даже со стороны тех людей, от которых вам и в голову не пришло бы чего-либо ожидать. Пользуйтесь, такое случается не каждый день.",183,16 ноября,simple,25
78,"Сегодня вы рискуете слишком переутомиться на работе, поэтому, чтобы в конце дня вас не выносили на носилках из офиса, постарайтесь спланировать свой график так, чтобы можно было переключаться с одного вида деятельности на другой. Также постарайтесь сегодня не входить ни с кем в конфликт.",288,15 ноября,business,26
79,"Сегодня вам стоит решать все ваши проблемы по мере поступления. А значит, придется раз за разом принимать верные решения, зачастую даже без чьей бы то ни было поддержки. Однако в итоге у вас должно все получиться, и ваш любимый человек будет более чем доволен результатом.",272,15 ноября,love,26
80,"Не пытайтесь ничего делать в одиночку. Зачем потеть одному, если сегодня вы безо всякого труда сможете привлечь к делу массу народу. Причем никто даже и не заикнется о том, что у него, дескать, и свои дела есть.",211,15 ноября,simple,26
81,"Сегодня может возникнуть очень неприятная ситуация на службе, потому как кто-то, кажется, решит выставить вас перед начальством в плохом свете и даже попытается вас оклеветать. Только от вашего умения убеждать и сохранять хладнокровие будет зависеть итог, умейте защитить себя!",277,14 ноября,business,27
82,"Протяните руку помощи тому, кто в ней нуждается! И ничего не просите в благодарность за оказанное содействие. Ваше благородство окупится сторицей. Во-первых, вы почувствуете себя очень важным и нужным человеком. А во-вторых, ваша половинка сможет вами гордиться и не скрывать своей гордости.",291,14 ноября,love,27
83,"Если в вашей жизни случится неудачный день, это еще не будет означать конца света. Может вы просто делаете что-то не так? Оглядитесь.",133,14 ноября,simple,27
84,"Сегодня вам будет нелегко побороть собственное нежелание работать и все-таки приступить к делам общественно полезным. Однако чем скорее вы возьмете себя в кулак, тем скорее вы сможете позволить себе расслабиться. Поэтому в ваших же интересах раньше начать, чтобы раньше закончить.",280,13 ноября,business,28
85,"Если вы надумали твердо прожить с вашим любимым человеком долгую и счастливую жизнь и умереть через сто лет в один день, именно сегодня подходящий день для того, чтобы на это намекнуть. Только тонко и аккуратно, дабы не испугать хорошего человека: ему такая мысль, возможно, в голову еще не приходила.",301,13 ноября,love,28
86,"Постарайтесь не обижаться сегодня на своих друзей, даже если вдруг так и останетесь ими не понятым. В самом ближайшем будущем они оценят ваши мысли и действия по достоинству.",174,13 ноября,simple,28
87,"Сегодня особенно успешный день ожидает тех Тельцов, кто работает в сфере точных наук и компьютерный технологий. Ваше финансовое благополучие напрямую будет связано с тем, как хорошо вы сумеете наладить нужные контакты, так что будьте приветливы и умейте понравиться.",266,12 ноября,business,29
88,"Сегодня вашему любимому человеку будет непросто понять, какие именно цели вы преследуете в вашей повседневной жизни и как он в эти цели вписывается. Постарайтесь объяснить ему, где в шкале ваших жизненных ценностей и приоритетов находятся чувства и как в эту концепцию вписывается он.",284,12 ноября,love,29
89,"Сегодня для вас важно понимание целей вашего семейства. Понимание сближает, а это как раз то, что вам сейчас нужно.",115,12 ноября,simple,29
90,Все ваши мысли сегодня следует сконцентрировать на задаче повешения конкурентоспособности. Если можете мыслить в масштабах компании — думайте об этом. Если нет — размышляйте о себе самом. К вечеру должно осенить.,212,11 ноября,business,30
91,"В этот день разум, который всегда был «впереди планеты всей» и диктовал вам ваши дальнейшие действия, скромно забьется в уголок, поскольку править балом будет сердце. Ощущения обещают быть приятными, впечатления – яркими, а последствия – самыми непредсказуемыми.",262,11 ноября,love,30
92,"Вы слишком любите балансировать на лезвии бритвы. Сегодня в этом не будет ни малейшей необходимости, так что слезайте. День вообще обещает быть мирным и на события небогатым.",174,11 ноября,simple,30
93,"Удачный день для решения многих задач. Особенно финансовых. Пока ваши дела идут успешно, а денежные вопросы решаются практически без вашего участия, может быть, стоит оглядеться вокруг – рядом, несомненно, есть кто-то, ждущий вашего внимания? А может, и финансовой поддержки...",277,10 ноября,business,31
94,"«Вроде я не глухой и она не немая… Почему же друг друга мы не понимаем? Почему наши правды расходятся вспять? Не хотим – потому и не можем понять». Все ваши беды от того, что вы зациклились на своей точке зрения и не хотите посмотреть на ситуацию глазами вашей половинки. Для разрешения конфликта нужно совсем не много: просто захотеть его разрешить.",350,10 ноября,love,31
95,"Чем меньше вы будете думать о себе сегодня, тем легче пройдет этот день. Угодить другим, как ни странно, проще, чем себе самому, а зачем же портить себе настроение, мучаясь этой проблемой? Пусть вам угождают другие.",215,10 ноября,simple,31
96,"Сегодня звезды обещают вам удачность планирования. Хороший день для заключения длительных контрактов, планирования командировок. Но следите за своим настроением. Вполне возможно, что какие-то незначительные мелочи будут выводить из себя и срывать планы.",253,9 ноября,business,32
