,text,length,date,type,index in posts
28,"В ваши окна стучится ветер перемен! Впустить его или оставить снаружи - ваше дело. И вашего любимого человека, разумеется, тоже. Перемены обещают быть непредсказуемыми, и неизвестно, обрадуетесь вы им или нет. Так что действуйте на свой страх и риск. Доверьтесь интуиции, больше вам в этой ситуации ничего не поможет!",947,2 декабря,love,9
29," Сегодня вы получите огромное удовлетворение, ибо вам представится возможность с апломбом произнести Я же говорил!. Но лучше пережить этот радостный момент молча, во избежание нелицеприятных высказываний в свой адрес.",947,2 декабря,simple,9
30," Возможно, вы получите приятное известие, которое в этот хмурый день очень сильно поднимет вам настроение. Тогда и тонуса для работы прибавится, и желания покорять новые вершины. И старайтесь сегодня не опаздывать на важную встречу.",814,1 декабря,business,10
31,"Сегодня вы будете склонны к тому, чтобы пытаться предсказать свое далёкое будущее, а также будущее ваших отношений с вашим любимым человеком. Он не будет столь долгосрочно ориентирован, поэтому ваши попытки прогноза будут приняты без восторга и энтузиазма.",814,1 декабря,love,10
32," Вы, подобно Летучему Голландцу, все время в пути, и почти всегда без определенной цели. Быть легким на подъем, конечно, неплохо, однако не настолько же легким, чтобы вас сносило малейшим дуновением ветерка.",814,1 декабря,simple,10
33," Не позволяйте всем пользоваться вашими услугами: делайте сначала то, что нужно исключительно вам, и не переживайте, что вам тоже могут отказать в помощи, если сейчас вы кому-то слишком требовательному скажете «нет». В этот день умение отказывать вам более чем пригодится.",653,30 ноября,business,11
34,"Не пытайтесь нынче поместить мух и котлеты в одну посуду — то бишь любимого человека и своих друзей в одно помещение. Недовольны будут все, вы в первую очередь.",653,30 ноября,love,11
35," Не нагружайте себя чужими проблемами, сегодня вам хватит и своих. Альтруизм можно проявить и попозже.",653,30 ноября,simple,11
36," Сегодня ваша трудовая деятельность вполне может стать объектом многочисленных шуток и даже насмешек со стороны близких вам по крови и по духу людей. Постарайтесь им доказать, что любая профессия нужна и важна, а ваша – в особенности. Главное, быть самому в этом уверенным абсолютно.",938,29 ноября,business,12
37,"Сегодня вашему любимому человеку не придется долго упрашивать вас что-то сделать: вы будете сговорчивы и покладисты. Главное, чтобы не чересчур, чтобы ни у кого не было возможности сесть вам на шею и, свесив ножки, поехать в Прекрасное Далеко. И у вашей половинки в том числе.",938,29 ноября,love,12
38," Вы давно уже не бывали столь заняты, как будете заняты сегодня. Причем дела ваши будут носить, по-видимому, в основном альтруистический характер. Можно лишь позавидовать тому чувству удовлетворения собственной деятельностью, которое посетит вас нынче вечером.",938,29 ноября,simple,12
39," Сегодня некто, совершенно с вашей работой не связанный, сам того не зная, поможет вам в решении какой-то стратегически важной рабочей проблемы. Не забудьте его потом за это поблагодарить.",731,28 ноября,business,13
40,"Сегодня вас будут атаковать призраки прошлого. Вам неожиданно захочется вернуться к своему некогда любимому человеку или хотя бы увидеть его, услышать его голос, почувствовать, что он рядом. Главное, чтобы это не испортило вам ваши нынешние отношения с вашей новой половинкой.",731,28 ноября,love,13
41," Сегодня у вас резко замедлится реакция на внешние раздражители. Бороться с этим явлением не только трудно, но и бесполезно, так что и не пытайтесь.",731,28 ноября,simple,13
42, Сегодня какой-то важный и напрямую касающийся ваших интересов вопрос могут попытаться решить без вашего участия. Вряд ли стоит позволять кому-либо поступать подобным образом — держите ситуацию под контролем.,931,27 ноября,business,14
43,"Сегодняшний день стоит посвятить совместному наведению порядка. В комнате, в квартире, в доме – не важно. Главное, что порядок вокруг вас обеспечит и порядок внутри. Он будет способствовать упорядочению ваших мыслей и чувств и позволит избежать лишних ссор и недоразумений.",931,27 ноября,love,14
44," Сохраняйте спокойствие, и у вас все получится. Даже если многое идет не по плану, вы найдете способ взять ситуацию под контроль. Пригодится то, чему вы успели научиться за последнее время. Полезно будет вспомнить о каких-то старых идеях и проектах. Возможно, наступил подходящий момент для того, чтобы начать воплощать их в жизнь.",931,27 ноября,simple,14
45," Не стоит в этот день слишком уж свято следовать правилам, по которым живет ваш трудовой коллектив. Легкое отклонение от нормы лишь придаст вам шарма, сделает вас неповторимым и особенно привлекательным. Возможно начало служебного романа. Но начальству на глаза лучше не попадайтесь.",888,26 ноября,business,15
46,"Сегодня вы поймете, что от наличия рядом с вами вашего любимого человека зависит очень многое как в области ваших отношений с окружающими, так и вашего отношения к жизни в целом. Попробуйте выяснить, что вам больше подходит и в зависимости от этого планировать ваши встречи.",888,26 ноября,love,15
47," Сегодня вам придется иметь дело с кем-то очень непонятливым. И что самое неприятное, при этом наверняка придется старательно улыбаться и всячески демонстрировать восхищение умственными способностями собеседника.",888,26 ноября,simple,15
48," Вы, как никогда, нуждаетесь в поддержке и понимании. А помочь вам сейчас смогут либо ваши близкие, либо вы сами! Главное - найти ту золотую середину, которая не позволит вам ударяться из крайности в крайность, то,ссорясь с коллегами и родными, то усиленно пытаясь добиться их расположения.",853,25 ноября,business,16
49,"Сегодня вам захочется рискнуть, и даже пойти ва-банк. Только вот ваш любимый человек, скорее всего, будет против. Поэтому о данной инициативе, если она его напрямую никак не касается, лучше ему не рассказывать. Пусть узнает о ней, когда все получится!",853,25 ноября,love,16
50," Вы уже и так знаете достаточно много. Чем больше мелких подробностей по интересующему вас вопросу вы накопаете, тем труднее вам будет его осмыслить. Сегодня вы можете вполне доверять интуиции.",853,25 ноября,simple,16
51," Постарайтесь сегодня без особой необходимости к делам трудовым не приступать и даже о них не вспоминать. В конце концов, выходной на то и придуман, чтобы в него не работать, а очень даже наоборот – отдыхать и радоваться жизни. Однако обстоятельства могут подкинуть вам неприятную необходимость.",842,24 ноября,business,17
52,"Сегодня вы будете довольно вялы и безынициативны. Вам останется надеяться лишь на то, что ваш любимый человек возьмется за все ваши общие дела с удвоенной энергией и согласится порешать некоторые ваши проблемы. В противном случае так они и останутся нерешенными еще долгое-долгое время…",842,24 ноября,love,17
53," Сегодня вы можете стать предметом насмешек, однако это вовсе не означает, что что-то делаете неверно. Бог с ними, с убогими, пусть веселятся.",842,24 ноября,simple,17
54," Сегодня вам предстоит поупражняться в стоицизме. Вряд ли вам когда-либо больше хотелось бросить все и уйти с работы подальше в лес, парк или уехать в деревню к тетке в глушь Саратов. Однако сейчас делать этого нельзя категорически, иначе ваша карьера может пойти прахом.",861,23 ноября,business,18
55,"Сегодня ваш любимый человек захочет каким-то образом изменить некоторые традиции и устои вашего общения, внеси в них что-то новое, свежее, особенное. Однако вы окажетесь несколько более консервативным человеком, и вам трудно будет перестроиться на новый лад.",861,23 ноября,love,18
56," Сегодня вам, скорее всего, придется делать вид, что вы понимаете все происходящее, и вполне со всем согласны. Происходит что-то, что вы не можете до конца осмыслить, поэтому, наверное, лучше будет не вмешиваться.",861,23 ноября,simple,18
57," Вам придется немало потрудиться, чтобы достичь того уровня, на который вы ориентируетесь. Возможно, следует прорабатывать сразу несколько вариантов, ибо так ваши шансы на успех увеличатся. Так же сегодня улучшатся отношения с начальством, чему вы будете очень рады.",912,22 ноября,business,19
58,"Ваш двойственный характер в этот день вас подведет - в вас будут кипеть страсти, они же и начнут диктовать свои условия. Здравый же смысл как раз в этот момент выйдет покурить. Постарайтесь побыстрее его вернуть - его участие в принятии решений, касающихся внутрисемейной жизни, просто необходимо. Совет звёзд - постарайтесь не допустить нервозности в ваших семейных отношениях, и попытайтесь пораньше лечь отдыхать.",912,22 ноября,love,19
59," Вы готовы начать многообещающий новый проект, но не решаетесь, боясь провала. Начинайте смело, вас ждет удача.",912,22 ноября,simple,19
60," Сегодня вы будете активно завидовать какому-то более удачливому вашему коллеге. Однако не стоит забывать о том, что зависть - чувство бесполезное и весьма вредит личному продвижению по службе. Может, куда полезнее было бы перенять положительный и интересный опыт?",803,21 ноября,business,20
61,"Сегодня вашему любимому человеку будет очень трудно исправить вам настроение, даже если вам будет казаться, что ему для этого не придется прилагать почти никаких усилий. Постарайтесь сделать все возможное для того, чтобы его попытка увенчалась успехом. От вас тоже много всего зависит.",803,21 ноября,love,20
62," Вы знаете, чего стоите - так потребуйте часть наличными. Сегодня, как не странно, может быть удовлетворена даже столь дерзкая просьба.",803,21 ноября,simple,20
63," Благоприятный день для заключения сделок. Даже у самых рискованных есть шанс оказаться успешными, хотя понапрасну рисковать все же не следует. Просто максимум работы по делам подобного рода следует выполнить именно сегодня.",772,20 ноября,business,21
64,"От сегодняшнего свидания не стоит ждать сказки, чудес и исполнения всех самых заветных, даже невысказанных желаний. При таком настрое ничего кроме разочарования вы не испытаете. Звёзды советуют настроиться на худшее – и вот тогда-то сказок и чудес вам не избежать.",772,20 ноября,love,21
65," Сегодня у вас не будет необходимости подстраиваться под чье-то о вас мнение. Действуйте так, как считаете нужным, это будет лучшим из возможных вариантов поведения.",772,20 ноября,simple,21
66," Если вы работаете в сфере торговли, то сегодня ваш день! Прибыль будет достаточно высокой, а от клиентов, соблазнившихся вашим товаром, не будет отбоя. Стоит ли говорить, что нынче себе выходной устраивать не следует? ",749,19 ноября,business,22
67,"В этот день не стоит все решать за вашего любимого человека. Он в состоянии принять решение и самостоятельно, причем вполне может сделать это оригинальным и неожиданным для вас образом. Используйте еще один шанс получше узнать вашу вторую половинку!",749,19 ноября,love,22
68," Сегодня, горя желанием все изменить, вы можете основательно наломать дров. Вспомните правило бритвы Оккама Не стоит приумножать сущности сверх необходимости.",749,19 ноября,simple,22
69," Не замечая ничего вокруг и оценивая жизнь только через призму вашей работы, вы рискуете серьезно подорвать своё здоровье. Так что научитесь смотреть на всё проще: так вы сможете открыть для себя и другие области, которые также могут и должны наполнять жизнь каждого.",886,18 ноября,business,23
70,"В этот день вас будет очень легко смутить. Вполне возможно, вас будет обижать и задевать этот факт, поэтому вашей половинке придется нелегко: у нее как ни у кого другого будет получаться вгонять вас в краску. Лучше если вы сразу объясните причину вашего недовольства: тогда она постарается держать себя в руках.",886,18 ноября,love,23
71," Процесс принятия большого и важного решения бывает приятен сам по себе. Однако сколь бы сильно он вам ни нравился, его все-таки придется окончить, иначе решение так и останется непринятым.",886,18 ноября,simple,23
72," Очень возможно, что этого дня вы ждали вот уже почти месяц. Похоже, вас ждет заслуженная награда. В крайнем случае обеспечьте себе ее сами — нельзя обманывать светила, раз сказали, что вам будет, что отпраздновать — празднуйте.",817,17 ноября,business,24
73,"Сегодня вы будете очень требовательны к вашему любимому человеку. Настолько, что ему будет очень неуютно под вашим пристальным взглядом. Если именно этого вы и добиваетесь – вас можно заранее поздравить с победой, если же нет – постарайтесь что-то в своем отношении изменить.",817,17 ноября,love,24
74," Сегодня приоритетными для вас будут вопросы личного характера, все остальное же прекрасно может подождать. Если кто-то что-то вам и скажет по этому поводу, то только слова одобрения и поддержки.",817,17 ноября,simple,24
75," Сегодняшний день может внести неразбериху в рабочий день, кто трудится в сфере недвижимости и здравоохранения. Возникнет множество непредвиденных ситуаций, которые серьезно потреплют вам нервы. Впрочем, ваши труды окупятся сторицей.",725,16 ноября,business,25
76,"Сегодня ваш любимый человек будет талантливо подбирать самые нужны слова для того, чтобы просто объяснить вам сложные и непонятные вам вещи. И лишь спустя довольно долгий период времени вы сможете воистину оценить его гениальность и поблагодарить – искренне и от души.",725,16 ноября,love,25
77," Сегодня вы проснетесь с песнями, и в таком же состоянии ляжете спать. Вам будет везти буквально во всем.",725,16 ноября,simple,25
78," Любите участвовать в светских мероприятиях? Это отлично, потому что именно сегодня стоит отправиться на какую-нибудь вечеринку. А если будете на высоте, заведете новые полезные контакты и получите важную информацию. Не забудьте как следует подготовиться!",873,15 ноября,business,26
79,"Нынче вам, похоже, придется поговорить о деньгах. Не факт, что разговор получится приятным, так что постарайтесь держать себя в руках. Если вам есть, в чем упрекнуть любимого, это надо делать максимально корректно.",873,15 ноября,love,26
80," Никогда не следует пренебрегать хорошими советами. Их следует бережно сохранять и пользоваться только в случае крайней необходимости, соответственно ситуации. Впрочем, сегодня вы получите такой, которым не грех воспользоваться немедленно, он и правда будет хорош, а главное - к месту.",873,15 ноября,simple,26
81," Вам срочно понадобятся свежие идеи. Не упрямьтесь, вам нужна помощь. Но не забывайте, что истина рождается в споре, так что просто передать инициативу по работе над тем или иным вопросом кому-то другому будет мало — требуется коллегиальное решение.",833,14 ноября,business,27
82,"Сегодня вашему любимому человеку захочется стать вам еще ближе, еще роднее, еще необходимее. Он приложит для этого все возможные и невозможные усилия. А вы постарайтесь его подбодрить на нелегком пути к вам навстречу, чтобы этот путь не казался ему таким сложным и тернистым.",833,14 ноября,love,27
83," Кто сказал, что не надо выдумывать велосипед? Вдруг вы его усовершенствуете? Не стоит насильственным образом останавливать полет мысли, сегодня вы сможете выдумать что-то весьма любопытное.",833,14 ноября,simple,27
84," Если вы так и будет сидеть и ждать, пока дары жизни посыпятся на вас, как из рога изобилия, вы рискуете заработать массу проблем с осанкой и скверный характер, ибо так ничего и не дождетесь. Начинайте шевелится — нынче неплохой день для старта.",765,13 ноября,business,28
85,"Сегодня для вас очень важно расставить для себя все приоритеты и включить в построенную иерархию вашего любимого человека. На каком бы месте он ни находился, важно, чтобы эту его позицию не смогли изменить никакие обстоятельства. Надежность и стабильность превыше всего.",765,13 ноября,love,28
86," Не стоит сегодня пытаться найти смысл жизни, не поможет даже давно назревавшая генеральная уборка. Хотя она, конечно, не помешает.",765,13 ноября,simple,28
87," Вы не справитесь с напряжением этого дня, если будете невнимательны к потребностям собственного организма. Экономить время на еде и коротких передышках в работе нельзя - это гораздо хуже скажется на результате трудов, чем потеря получаса рабочего времени.",798,12 ноября,business,29
88,"В этот день вашему любимому человеку очень захочется совершить для вас какое-то маленькое чудо. Главное для вас – заметить это желание и всячески его морально поддержать, дабы он не успел передумать — мысль-то замечательная.",798,12 ноября,love,29
89," Сегодня вас ждет весьма мрачная перспектива. Целый день вас будут атаковать довольно противные особи, к вечеру же вы рискуете оказаться в лапах персоны, вызывающей у вас крайнюю степень раздражения.",798,12 ноября,simple,29
90," Сегодня благоприятный день для переговоров с зарубежными коллегами и деловых визитов. Возможно, что для налаживания новых связей вам придётся встретиться с потенциальными партнёрами за деловым ужином и обговорить всё в спокойной и непринуждённой обстановке.",823,11 ноября,business,30
91,"Каждое произнесённое вами слово будет сегодня весомым и значимым, каждый намёк будет восприниматься как руководство к действию. Поэтому не бросайте их на ветер, десять раз подумайте, прежде чем сказать. Иначе ваша личная жизнь может принять весьма неожиданный оборот.",823,11 ноября,love,30
92," Сегодня не стоит слишком распускать язык. Вы рискуете нечаянно выдать коммерческую тайну или просто сболтнуть нечто такое, что впоследствии могло бы быть использовано против вас.",823,11 ноября,simple,30
93," Если вы чувствуете себя некомфортно дома и неуверенно на работе, стоит задуматься о перепланировке своего жизненного пространства. Учение фэн-шуй, к слову, было придумано отнюдь не на пустом месте. Так что, попробуйте решиться на перестановку, сделать кое-какие покупки для дома и обновить хоть что-то вокруг себя.",855,10 ноября,business,31
94,"В этот день вашему любимому человеку захочется разрушить все ваши тщательно выстроенные планы и придумать что-то свое, особенное, неподражаемое, причем он искренне верит в то, что от его инициативы вы придете в восторг. Если восторга не намечается, лучше сразу предупредите об этом вашу половинку.",855,10 ноября,love,31
95," Сегодня не самый удачный день для построения планов, особенно далеко идущих. Они вряд ли оправдаются, а день будет потерян.",855,10 ноября,simple,31
