,text,length,date,type,index in posts
21," Постарайтесь воспользоваться каждым деловым предложением, которое поступит к вам сегодня. Пусть вам сначала покажется, что осилить такой объем работы по сбору документов и просто по физическим затратам достаточно сложно, не волнуйтесь, ведь глаза боятся, а руки делают.",752,4 декабря,business,7
22,"Сегодня вашему любимому человеку будет очень сложно сосредоточиться на том или ином процессе, поэтому он будет стараться сделать максимально возможное для того, чтобы никто, и вы в том числе, не заметили его рассеянности и неаккуратности. Может быть, стоит ему подыграть?..",752,4 декабря,love,7
23," Сегодня вы рискуете откусить больше, чем сможете прожевать. Постарайтесь умерить аппетит.",752,4 декабря,simple,7
24," Суета сует завтра снова поглотит вас, не оставив вам даже времени, чтобы перекинуться словом с коллегами и расслабиться хоть на минутку. Это ли не повод как следует расслабиться сегодня?",759,3 декабря,business,8
25,"В этот день вам довольно трудно будет внятно изложить свою мысль вашему любимому человеку. Поэтому он вполне сможет понять вас превратно, а то и не понять вовсе. Впрочем, если он прислушается не только к словам, но и к своей интуиции, проблем во взаимопонимании не будет.",759,3 декабря,love,8
26," Сегодняшний день может начать очередную полосу неудач. Однако в ваших силах сократить ее длительность до минимума. Небольшое умственное усилие, и к вечеру все снова будет в порядке.",759,3 декабря,simple,8
27," Сегодня вы будете в первую очередь не образцово-показательным работником, а хорошим человеком, всегда готовым прийти на помощь. Это, конечно, замечательно, однако, увы, благодарности ждать не стоит. Добро придется творить исключительно бескорыстно.",862,2 декабря,business,9
28,"Для многих Весов сегодняшний день обещает быть многообещающим. Если ваш любимый человек готов выполнить любое ваше желание, постарайтесь понять что для вас действительно важно. Одинокие Весы всерьез задумаются о приоритетах в партнерских отношениях.",862,2 декабря,love,9
29," Сегодня вам будет не слишком трудно сосредоточиться и проделать все, что вы на этот день наметили в хорошем темпе и с наилучшими результатами. Главное - успеть собраться в первой половине дня, ибо во второй вы уже будете действовать по инерции.",862,2 декабря,simple,9
30," Сегодня ваша предательская неуверенность в себе может нарушить ваши планы. Чтобы не быть скованным по рукам и ногам, лучше разберитесь, в чём причина такого отношения к самому себе. Возьмите тайм-аут, покопайтесь в своих мыслях.",782,1 декабря,business,10
31,"Задумайтесь сегодня, хотите ли вы с вашим любимым человеком долговременных отношений. Если да, то их можно начать строить прямо сегодня. Если же нет – а может быть, стоит тогда поставить большой и жирный крест на том, что у вас есть сейчас и начать искать что-то более серьезное?",782,1 декабря,love,10
32," Остановитесь, прежде чем пересекать некую черту сегодня. Вы, возможно, слишком вольно распоряжаетесь тем, что имеете, как бы не пришлось об этом пожалеть.",782,1 декабря,simple,10
33," Сегодня звезды советуют вам отдохнуть — впереди серьезные задачи, которые потребуют от вас заметного напряжения. Но постарайтесь, чтобы никто этого не заметил, иначе не миновать вам издевательств со стороны коллег, партнеров или случайных наблюдателей.",900,30 ноября,business,11
34,"Что бы с вами сегодня ни случилось, постарайтесь сохранять спокойствие и оптимизм. Они будут жизненно необходимы вашему любимому человеку, потому что у него с подобным подвигом могут возникнуть проблемы. Смиритесь с тем, что в этот день вы сильнее и благополучие вашего тандема зависит лишь от вас.",900,30 ноября,love,11
35," Сегодняшний день может оказаться полным самых неожиданных совпадений. Впрочем, не стоит ломать голову над тем, являются ли они таковыми в действительности. В любом случае, вы примете участие в спектакле только в качестве зрителя.",900,30 ноября,simple,11
36," Сегодня вам будет довольно сложно запомнить все детали, касающиеся того проекта, который вы сегодня выполняете. Даже если память у вас отменная, и вы никогда не пользовались блокнотами, в этот день звезды рекомендуют все же записать основные идеи и положения, с которыми вам предстоит иметь дело.",807,29 ноября,business,12
37,"В этот день как бы вы ни старались угодить вашему любимому человеку, у вас это всё равно вряд ли получится. Не потому, что он не оценит ваших усилий, а потому что сделать его довольным и счастливым будет не в вашей власти и вне сферы вашей компетенции.",807,29 ноября,love,12
38," Сегодня вас будут ограничивать лишь те пределы, которые вы сами себе установите. Не злоупотребляйте открывшимися перед вами возможностями.",807,29 ноября,simple,12
39," Не торопитесь сегодня принимать ответственные решения. Их вполне могут принять и за вас более компетентные в этом вопросе люди. Причем долго ждать не придется, и недовольных быть не должно. А вы сэкономите немного времени и приличное количество нервов.",815,28 ноября,business,13
40,"Сегодня вашему любимому человеку будет непросто в общении с вами, поскольку даже вы не будете в полной мере понимать логику ваших слов, а уж человеку постороннему это будет и вовсе не дано. Может быть, лучше быть проще и доступнее – больших результатов достигнете?",815,28 ноября,love,13
41," Сегодня у вас могут возникнуть проблемы на личном фронте. Спасти вас от перспективы оказаться не у дел может сухой, рациональный и в высшей степени объективный подход к проблеме.",815,28 ноября,simple,13
42," Сколько бы вы ни мечтали сегодня о минутах отдыха, вряд ли ваши мечты станут реальностью. Увы, дел накопится в этот день столько, что вы не будете успевать ее разгребать. Однако если все же разгребете, заслужите памятник.",792,27 ноября,business,14
43,"Сегодня вам стоит выкроить хотя бы минутку на откровенный разговор с вашим любимым человеком. Этот разговор может дать больше, чем различные намеки, угрозы или попытки доказать что-то действиями или их отсутствием. Впрочем, вы сами в этом убедитесь как только попробуете.",792,27 ноября,love,14
44," Не стесняйтесь избегать людей, которые откровенно питаются вашей энергией. Вы их и так разбаловали. Сегодняшний день стоит посвятить занятиям, не требующим умственного напряжения.",792,27 ноября,simple,14
45, Если вы хотите добиться успеха — ищите новые варианты. Нынче вполне подходящий для этого день. Что-нибудь да найдете.,716,26 ноября,business,15
46,"Сегодня вашему любимому человеку будет очень трудно простить вам какую-то мелочь, о которой вы уже и думать забыли. А он помнит и, более того, будет вам постоянно напоминать, что вам, разумеется, будет не очень приятно. Пожалуй, единственный выход из ситуации - энергично и убедительно попросить прощения.",716,26 ноября,love,15
47," Если кто-то не желает действовать по вашим правилам, его не стоит к этому принуждать. Постарайтесь подавить в себе авторитарность, сегодня она может расцвести пышным цветом.",716,26 ноября,simple,15
48," Этот день рискует пополнить список самых нелепых и курьёзных. А поскольку сегодня может произойти масса абсурдных событий, ваш вернейший спутник - это ваше чувство юмора. Коль вы не в состоянии исправить события, относитесь ко всему легко и с улыбкой.",837,25 ноября,business,16
49,"В этот день вам довольно трудно будет сделать правильный выбор между одинаково любимыми людьми в пользу кого бы то ни было. Ваши чувства к ним настолько различаются по содержанию и настолько похожи по интенсивности, что потеря хотя бы одного из них будет для вас самой настоящей катастрофой.",837,25 ноября,love,16
50," Сегодня вам лучше не предпринимать особо активных действий, направленных на изменение существующей ситуации. Она и сама скоро изменится, правда, не известно, в какую сторону.",837,25 ноября,simple,16
51," Вы хорошо потрудились в предыдущие дни, и теперь на свежеполученную зарплату вам не терпится совершить дорогостоящую покупку. Не спешите, в скором времени финансовых вливаний не предвидится, и даже наоборот, вы сможете попасть в центр крупной аферы. Будьте начеку.",859,24 ноября,business,17
52,"Сегодня ваш любимый человек будет стараться вас перехитрить и обвести вокруг пальца. Впрочем, он может самым коварным способом этого и не делать, поэтому не стоит становиться чересчур подозрительным и ждать ото всего подвоха. Подвох может оказаться в том, что никакого подвоха и не будет.",859,24 ноября,love,17
53," На ваше внимание сегодня будут претендовать все, начиная от ближайших родственников, и заканчивая случайными знакомыми. Кому-то явно придется отказать, постарайтесь это сделать тактично.",859,24 ноября,simple,17
54," Сегодня вам сложно будет сосредоточиться. Оно и понятно: вокруг такая суета! Не стоит заниматься сложным умственным трудом – из этого все равно ничего не выйдет, только испортите себе настроение, потратите напрасно огромное количество сил, да ещё и переругаетесь со всеми, кто под руку попадется!",924,23 ноября,business,18
55,"Ваш любимый человек не совсем такой, каким вы его себе представляете. Даже если он открыт вам полностью и рассказывает вам о себе все, все равно, вы знаете лишь какую-то его грань, лишь то, что он сознательно и подсознательно хочет вам показать. Учитывайте это сегодня при беседе с ним.",924,23 ноября,love,18
56," Покуда вы будете оставаться в рамках благоразумия, все будет идти как по маслу. Однако, как только вы, решив, что теперь море - по колено, а горы - по плечо, вздумаете пойти на риск, Фортуна моментально от вас отвернется.",924,23 ноября,simple,18
57, Сегодня звезды не рекомендуют вам долго размышлять над одной и той же проблемой. Постарайтесь разнообразить ваши трудовые занятия: пусть работа с документацией перемежается общением с клиентами и партнерами. И делать перерывы на чай и кофе тоже не забывайте.,798,22 ноября,business,19
58,"Сегодня вашему любимому человеку очень понадобится ваша эмоциональная поддержка, причем в любых количествах. Самое главное для вас – просто быть рядом и хотя бы мысленно держать вашу половинку за руку в те минуты, когда ей будет особенно трудно, грустно и одиноко.",798,22 ноября,love,19
59," Если среди звучащих вокруг вас мнений так и не появится ни одного истинного, что ж, придется высказать его самому. Даже если делать этого очень не хочется.",798,22 ноября,simple,19
60," Не утомляйтесь, ведь надежда на то, что выходные дни окажутся днями отдыха, весьма призрачна, так что берегите себя больше, чем обычно. Также будьте осторожны с необдуманными высказываниями, ведь слово не воробей, потом вам может потребоваться много времени, чтобы уладить последствия.",764,21 ноября,business,20
61,"Сегодня вам стоит задуматься о том, а не стать ли ближе вашему любимому человеку, не сделать ли по направлению к нему еще один шаг, не протянуть ли ему руку. Возможно, пришла пора выйти на новый уровень отношений, который вам понравится куда больше прежнего.",764,21 ноября,love,20
62, Сегодня у вас могут появиться проблемы в общении с сотрудниками. Не требуйте от них слишком многого.,764,21 ноября,simple,20
63," Сегодня открывается сезон охоты на сотрудников. Возможно, вам предстоит партия-другая корпоративных стрелялок, скажем, пейнтбола, но скорее всего это означает, что при наличии потребности и желания вы без особого труда найдете достойного работника.",830,20 ноября,business,21
64,"Сегодня вам с вашим любимым человеком придется заняться вместе каким-то интеллектуальным или не очень трудом. Главное, делать все вместе, советуясь друг с другом, помогая и предупреждая о возможных неприятностях или опасностях. В конце концов, если вы не подстрахуете вашу половинку, кто это сделает за вас?",830,20 ноября,love,21
65," Сегодняшний день следует посвятить исправлению ошибок, наделанных ранее. Благо таковые всегда найдутся. Нынче их удастся завуалировать без особых проблем.",830,20 ноября,simple,21
66," Постоянное напряжение, в котором вы пребываете, грозит вылиться в настоящий эмоциональный взрыв. Сегодня настало время выпустить пар и не так рьяно браться за любое дело, тем более, если к вам оно косвенно относится. Позвольте себе немножко полениться, ведь лень - чудесная защита от переутомления. ",855,19 ноября,business,22
67,"Сегодня звёзды рекомендуют вам быть осторожнее в процессе общения с вашим любимым человеком, ибо всё сказанное вами он будет принимать слишком близко к сердцу. Постарайтесь учесть этот факт и не говорить о том, что может быть понято двояко и истрактовано двусмысленно.",855,19 ноября,love,22
68," Сегодня у вас будет возможность внести некоторое разнообразие в рутинное течение дней, проведя небольшой эксперимент с неожиданными последствиями. Скучать не придется.",855,19 ноября,simple,22
69," Постарайтесь сегодня не очень ссориться с вашими коллегами. Даже если решить возникшие у вас разногласия не представляется возможным. Сделайте все возможное для того, чтобы сохранить хрупкий мир: он вам пригодится в этот день как никогда.",809,18 ноября,business,23
70,"Сегодня ваше неумение ориентироваться на местности может сыграть с вами злую шутку, да и с вашим любимым человеком тоже. Поэтому постарайтесь тщательно проработать маршрут ваших сегодняшних передвижений заранее во избежание каких бы то ни было казусов в будущем.",809,18 ноября,love,23
71," Сегодня в течении событий произойдут резкие перемены, которые не смогут вас не затронуть. Вероятнее всего у вас прибавится хлопот, но можно предположить, что они (хлопоты) будут приятными.",809,18 ноября,simple,23
72," Сегодня вам будет очень трудно сосредоточиться на том, что вам делать интересно и радостно, ибо различные напоминания о делах (преимущественно телефонные звонки, надо полагать) будут мешать вам расслабиться. Телефон отключить, что ли?",822,17 ноября,business,24
73,"Сегодня вашему любимому человеку будет непросто понять, что именно вы хотите ему сказать тем или иным вашим действием или словом. Постарайтесь сделать все возможное для того, чтобы ваша загадочность его ни в коей мере не пугала, иначе общение может стать более чем затруднительным.",822,17 ноября,love,24
74," Вы склонны взваливать на свои плечи ношу гораздо более тяжкую, чем следовало бы. Когда, наконец, наступит долгожданный перекур, подумайте хорошенько, а стоит ли продолжать в том же духе?",822,17 ноября,simple,24
75," Сегодня звезды не рекомендуют вам задумываться о смене времен года: эти мысли лишь отвлекут вас от выполнения ваших основных обязанностей и настроят на неподобающе лиричный лад, который вам вовсе ни к чему здесь и сейчас. Подумаете обо всем этом потом, к ночи ближе.",802,16 ноября,business,25
76,"Сегодня вам в ваших взаимоотношениях с любимым человеком очень поможет живая природа. Постарайтесь на протяжении всего дня сделать все возможное для того, чтобы третьим с вами находилась кошка, собака, рыбка или фуксия в горшочке. Так вам будет проще решать ваши проблемы.",802,16 ноября,love,25
77," Новые подходы и новые идеи сегодня будут иметь наибольший успех. Пробуйте изменить что-то в той сфере, где изменений до сих пор не наблюдалось.",802,16 ноября,simple,25
78," Сегодня возможны новые знакомства с достаточно необычными людьми. Не исключено, что их дело сильно увлечет вас, и вы начнете подумывать о смене рода деятельности. Думать - думайте, но решений пока не принимайте, нынче они будут явно поспешными.",715,15 ноября,business,26
79,"Кто-то от большого ума может попытаться убедить вас в том, что ваше личное счастье — миф, ваши отношения с любимым ненормальны, и вообще у вас все не как у людей. Гоните советчика прочь.",715,15 ноября,love,26
80," Чем жаловаться на судьбу, порадуйтесь лучше тому, что имеете. В противном случае вы рискуете упустить и этот повод. Не давайте никому советов, их сегодня не оценят.",715,15 ноября,simple,26
81," Вспомните, с какой сферы вы начинали вашу карьеру, возможно, сейчас, когда вы находитесь перед выбором своего дальнейшего пути, вам следует вновь вернуться в ту область, в которой вы раньше работали. А даже если вы поймете, что не хотите вновь обращаться к прошлому, по крайней мере, вы сумеете определиться.",923,14 ноября,business,27
82,"Сегодня ваш любимый человек будет чувствовать не то, что вам будет казаться будто бы он чувствует. Иными словами, вы не будете знать, что именно он хочет сказать и сделать и чем обернётся для вас то или иное ваше действие. Будьте аккуратны и предусмотрительны!",923,14 ноября,love,27
83," Сегодня вам, возможно, будет дан такой импульс, на котором вы сможете продержаться недели две-три. Можете, конечно, просадить весь заряд энергии и энтузиазма и за один день, но тогда вам придется найти себе дело поистине титаническое.",923,14 ноября,simple,27
84," Вы любите приятные сюрпризы? Отлично, ведь в сегодняшний день они посыпятся на вас, как из рога изобилия. Остаётся только наслаждаться неожиданными радостными моментами и получать удовольствие от своей работы и от жизни в целом, звёзды не столь часто бывают к вам так благосклонны.",911,13 ноября,business,28
85,"Только от вас зависит, сбудется ваша мечта о счастливой любви с этим человеком сегодня или не сбудется никогда. Правильно сформулируйте цель, настройтесь на победу – и решительно идите в бой с суровой реальностью за право любить и быть любимым. Основных правил три: видеть цель, верить в себя и не замечать препятствий.",911,13 ноября,love,28
86," Если вы пока и не заслужили репутацию финансового гения, то лишь по чистой случайности. Сегодня вы сможете разрешить практически любую денежную проблему, и, что немаловажно, не нажить новых.",911,13 ноября,simple,28
87," Сегодня следует быть очень осторожными с новыми, мимолётными отношениями, в которые вы просто жаждете ввязаться. Что должно быть, то и будет, не суетитесь! А за ваше терпение вы, возможно, скоро будет вознаграждены. В ближайшее время вы можете встретить очень хорошего нового друга, непосредственно во время рабочего процесса.",885,12 ноября,business,29
88,"Сегодня стоит верить в приметы и неукоснительно им следовать. Обращайте внимание на черных кошек, коллекционируйте счастливые билетики, остерегайтесь рассыпавшейся соли. Все это сыграет определенную роль в ваших отношениях с вашим любимым человеком и поможет вам сохранить их на должном уровне.",885,12 ноября,love,29
89," То, что сегодня может показаться окончанием, является, скорее всего, лишь переходом на очередной этап. У вас должны появиться новые перспективы.",885,12 ноября,simple,29
90," Сытое брюхо глухо только к учению, да и то только по мнению наших предков. Сегодня вам будет довольно трудно вести себя на работе адекватно и плодотворно, если вы забудете перекусить что-нибудь более калорийное и питательное, нежели кусок медного провода.",902,11 ноября,business,30
91,"Замечательный день для того, чтобы выехать вместе с вашей половинкой на природу. Обычно за чертой города люди очень меняются, скидывают городские маски и становятся сами собой. Замечательный тест на совместимость! И если вам действительно хорошо вместе – то и день получится просто отличным.",902,11 ноября,love,30
92," Сегодня вам стоит отвлечься от мыслей эгоцентрического характера и подумать о родных, близких и иных представителях рода человеческого. Может статься, что в последнее время вы стали слишком требовательны к ним, и чересчур мягки к себе.",902,11 ноября,simple,30
93," Нереалистичность оценки происходящего сегодня может вас серьезно подвести. Поэтому постарайтесь переложить эту трудную задачу на чьи-нибудь надежные плечи, а сами займитесь приведением в порядок собственных дел - в этой области звезды гарантируют вам удачу.",903,10 ноября,business,31
94,"Сегодняшний день вас с супругом, как ни странно, будут сотрясать споры или даже скандалы по поводу политической жизни страны. Вы можете не сойтись в политических пристрастиях, и это станет настоящим камнем преткновения. Звёзды советуют успокоиться - ваш спор всё равно ничего не решит в судьбах Родины!",903,10 ноября,love,31
95," Энтузиазма у вас нынче будет - хоть отбавляй, а вот с идеями насчет объекта приложения энергии может оказаться туговато. Придется прибегнуть к чей-нибудь помощи - руководящая и направляющая сила будет вам просто необходима.",903,10 ноября,simple,31
96," Сегодня лучше довериться случаю и «плыть по течению». Звезды обещают независящие от вас перемены. Возможны повышение по службе и удачные сделки. Но даже если что-то пойдет не так, вы запланировали в свое время – не переживайте. Вспомните: что ни делается – все к лучшему!",784,9 ноября,business,32
