,text,length,date,type,index in posts
21," Сегодня вам трудно будет найти общий язык с коллегами: то ли они проявят непонятливость, то ли вы окажетесь не особенно приветливы. Возможно, с этим и можно что-то сделать, но получится вряд ли — просто перенесите обсуждение каких бы то ни было проблем на другой день.",807,4 декабря,business,7
22,"Кажется, слово диалог - это не про ваши отношения. Один из вас постоянно произносит длинные монологи, а второй - внимательно слушает. Обсудите, устраивают ли вас эти роли. Возможно, ваша молчаливая половинка давно хочет вам что-то сказать или говорливая - узнать что-либо и о вашей жизни.",807,4 декабря,love,7
23," Сегодня границы бытия раздвинутся перед вами и все будет казаться несколько иным, чем прежде. Присмотритесь, может понравится?",807,4 декабря,simple,7
24," Хорошее время для расширения частного бизнеса. На высоком уровне пройдут переговоры с новыми возможными поставщиками, так что поэтому, вполне вероятно, что в скором времени вы сумеете увеличить доход вашего предприятия.",888,3 декабря,business,8
25,"В этот день вам захочется постоянно торопиться. Делать все максимально быстро и добиваться нужного результата за максимально сжатые сроки. Однако скорость – это, к сожалению, вовсе не тот молоточек, с помощью которого можно достучаться в дверь внутреннего мира вашего любимого человека. Лучше торопиться медленно...",888,3 декабря,love,8
26," Сегодня вам может оказаться трудно доверять некоторым людям вокруг вас. Если инстинкт столь настоятельно требует внимания, то к нему стоит прислушаться. Отход на оборонительные позиции в данном случае - лучшее, что вы можете сделать.",888,3 декабря,simple,8
27," Сегодня вам не придется долго размышлять над тем, как бы оптимизировать ваш процесс работы. К сожалению, ни времени, ни возможностей для этого у вас не будет. Поэтому постарайтесь даже из неоптимизированного процесса выжать максимум результата.",777,2 декабря,business,9
28,"Сегодня ваш любимый человек будет склонен к тому, чтобы верить в мистику и чудеса, что значительно отразится на ваших отношениях. И если вдруг светофор на перекрёстке подмигнёт ему не тем цветом, который он загадал, он будет вести себя отнюдь не в соответствии со здравым смыслом.",777,2 декабря,love,9
29," Спланировав этот день - не меняйте планов. Он будет удачен лишь в том случае, если вы станете следовать расписанию пункт за пунктом.",777,2 декабря,simple,9
30," Вам в этот звезды советуют ни в коем случае не отступать от своих планов. Разрабатывайте одно направление, которое вы определили для себя на данный момент, не позволяйте никому заставить вас свернуть с пути к намеченной цели. Твердо верьте в свой успех, вам это необходимо.",851,1 декабря,business,10
31,"Сегодня ваши шансы на личное счастье велики как никогда. Поэтому прилагайте все возможные и невозможные усилия для того, чтобы извлечь из этого дня максимум пользы и удовольствия. Иначе потом будете очень жалеть о том, что не достаете зубами до локтей: даже не покусать.",851,1 декабря,love,10
32," Сегодня вы скорее будете заниматься чужими проблемами, нежели собственными делами. Посему стоит либо переделать все в первой половине дня, либо и вовсе ничего не планировать на этот день.",851,1 декабря,simple,10
33," В сложной ситуации обратитесь за советом к тем, кто не связан со сферой вашей деятельности непосредственно. Нынче вам будет особенно полезен свежий взгляд со стороны.",722,30 ноября,business,11
34,"В этот день вы будете чувствовать себя довольно-таки усталым, так что свиданий назначать не советуем. Ожиданий любимого вам оправдать не удастся. Правда, классическая отговорка головной болью мало кого может убедить...",722,30 ноября,love,11
35," Сегодня довольно многое будет зависеть от ваших решений, потому стоит постараться подойти к ним с максимальной ответственностью. Убедитесь в том, что вы готовы встретиться с любой проблемой, возможной в этой ситуации.",722,30 ноября,simple,11
36," Вам предстоит деловая поездка? Сегодня отличный день, чтобы побеседовать на эту тему с начальством. Возможно, вы сможете выторговать себе повышенные командировочные, а может быть просто толково поговорите по делу — тоже нелишне.",832,29 ноября,business,12
37,"Нынешний месяц - ваш месяц! И сегодня вы в этом очередной раз убедитесь. Удача поплывёт вам в руки. Главное - её не упустить. Поэтому не стесняйтесь отвечать искренними улыбками на улыбки прохожих, дарить всем радость и свет. Окупится сторицей!",832,29 ноября,love,12
38," Измените на сегодняшний день давно сложившуюся схему действий. Если вы завтракаете на кухне - уйдите с тарелкой в комнату, и так далее. Действуя в таком духе, вы сможете заметить нечто весьма интересное, ранее не попадавшееся вам на глаза.",832,29 ноября,simple,12
39," Чем большую активность вы проявите, чего бы она ни касалась, тем дальше от цели окажетесь. Нынче везти будет тем, кто руководствуется принципом «тише едешь — дальше будешь».",742,28 ноября,business,13
40,"Сегодня вы поймете, что ваш любимый человек занял настолько серьезное место в вашей жизни, что без него она и на жизнь-то особенно не похожа. Что делать с этой зависимостью и насколько она хороша или плоха для вас – решать вам и только вам. Чем звезды сегодня и предлагают заняться.",742,28 ноября,love,13
41," Сегодня наибольшим приоритетом должны пользоваться ваши личные дела, особенно те, что касаются нежных чувств. Все остальное подождет, на вас даже не слишком обидятся.",742,28 ноября,simple,13
42," Сегодня удачный день для всех Дев, кто связан с искусством. В этот день особенно продуктивным времяпрепровождением обещает быть обсуждение новых проектов. Также вы можете найти отличное место для проведения выставки.",701,27 ноября,business,14
43,"Сегодня вашему любимому человеку будет непросто понять, что именно вы испытываете по отношению к нему, чего от него ждете и что вам в нем нравится или не нравится. Поэтому его действия будут несколько нервными, дергаными и совершенно непредсказуемыми.",701,27 ноября,love,14
44, Сегодняшний день нельзя считать удачным для разного рода соревнований. Лучше посвятить его самосовершенствованию.,701,27 ноября,simple,14
45," Сегодня вам не придется долго выяснять, что именно от вас ждут. Ваши задачи будут для вас предельно ясны, однако понимание это их выполнения не облегчит, ибо окажутся они весьма сложными для реализации. Впрочем, работнику вашего класса все по плечу.",736,26 ноября,business,15
46,"Сегодня вам наконец удастся расквитаться с надоевшими делами, раздать денежные и любовные долги и пуститься наконец в свободное плавание, о котором вы так давно мечтали. Главное, чтобы вас в случайную гавань не занесло, где разбиваются корабли любви.",736,26 ноября,love,15
47," Поступайте сегодня так, как удобно вам, пусть остальные подождут. Кто-то может и обидится, но большинство зауважает.",736,26 ноября,simple,15
48," Сегодня вам следует быть как можно более дружелюбным, открытым и улыбчивым с коллегами и не только. Главное, делайте это искренне, так вы сумеете не замечать мелких разногласий, которые так отравляли вам жизнь в последнее время. А потом вы и сами увидите, что и люди улыбнутся вам в ответ.",897,25 ноября,business,16
49,"Сегодня вам не стоит гнаться за чем-то недосягаемым и нереальным. Вспомните о синице в руках и забудьте о журавле: в этот день он явно не будет вашей птицей. Впрочем, маленький шанс его поймать все же появится, но для этого необходимо быть абсолютно уверенным в своих силах.",897,25 ноября,love,16
50," Умеренность - вот то качество, которое принесет вам сегодня наибольшую пользу. Маленький, но элегантный жест позволит вам заслужить репутацию, достойную Мэри Поппинс (если кто не знает, это - полное совершенство).",897,25 ноября,simple,16
51," Сегодня перед вами ребром встанет денежный вопрос, и вам придется потратить довольно много времени и мысленных усилий для того, чтобы придумать, как исправить ваше финансовое положение. Возможно, уже завтра вы начнете претворять ваш план в жизнь.",789,24 ноября,business,17
52,"Если вас вдруг пригласит на свидание человек, от которого вы этого не ожидали, смело соглашайтесь и идите. Даже если оно не окончится сказочным «жили они долго и счастливо и умерли в один день», удовольствие вы всё равно получите. Во всяком случае, самым обаятельным и привлекательным почувствуете себя без сомнения.",789,24 ноября,love,17
53," Нет большего успеха, нежели похвала уважаемых вами людей. Сегодня у вас будет шанс заслужить ее, дерзайте.",789,24 ноября,simple,17
54," Сегодня вам предстоит решить какую-то важную деловую задачу, которая значительно облегчит вам жизнь на следующей неделе. Возможно, именно потому, что решать вам предстоит ее в выходной день, она решится быстрее, лучше и оригинальнее, нежели в рабочий.",857,23 ноября,business,18
55,"Сегодня вы решите, что пришло самое подходящее время для того, чтобы тайное стало явным, и раскроете вашему любимому человеку какой-то ваш секрет. Однако неизвестно, насколько он окажется готов к таким откровениям. Вероятность адекватной реакции весьма высока, но всегда остается злополучное «но»...",857,23 ноября,love,18
56," Сегодня вам, возможно, будет трудно собраться с мыслями и еще труднее решиться на какие-либо активные действия. Не стоит стараться пересилить упрямый организм, он таких вещей не прощает.",857,23 ноября,simple,18
57," Сегодня вы сами удивитесь, сколько новых идей будет бить из вас ключом! Такой прилив вдохновения и свежих мыслей вы не испытывали уже давно, так что надо этим воспользоваться и постараться изо всех сил воплотить в жизнь хотя бы часть задумок, а то потом такой возможности вам уже не представится.",861,22 ноября,business,19
58,"Сегодня ваш любимый человек с завидным упорством будет вам рассказывать о какой-то своей новой идее, которая вряд ли будет вам интересна так же, как и ему. Однако выслушать ее придется и даже покивать с энтузиазмом: другого выхода из ситуации у вас все равно не окажется.",861,22 ноября,love,19
59,"Можете спрятать голову в песок - поможет, но проблемы не решит. Можете действовать на свой страх и риск - результат не гарантирован. Лучше всего поискать надежных союзников.",861,22 ноября,simple,19
60, Встретьте этот день разговором по душам с вашим коллегой или даже начальником: беседа наверняка удастся на славу и поможет вам продвинуться еще немного вверх по карьерной лестнице. Однако заговариваться все же не стоит – будьте бдительны и аккуратны.,755,21 ноября,business,20
61,"Сегодня вам будет казаться, что всё, что вы делаете и говорите, является истиной в последней инстанции, и никто, даже ваш любимый человек, которому вы верите на сто, а то и на двести процентов, не сможет вас переубедить, даже если очень постарается. Может быть, всё же стоит к нему прислушаться?..",755,21 ноября,love,20
62," Претворите свою мечту в жизнь. Хотя бы одну, самую завалящую. И день не пройдет даром. ",755,21 ноября,simple,20
63," Сегодня весь день будет состоять из ваших споров с сослуживцами и из обоюдных претензий, как к вам, так и с вашей стороны к коллегам. Такое положение дел не может радовать, кроме того, беспрестанные перипетии внутри коллектива не будут способствовать продуктивной работе.",831,20 ноября,business,21
64,"Сегодня вашему любимому человеку будет непросто убедить вас в том, что он действует правильно и его стратегия поведения является оптимальной для данной ситуации. Вы будете смотреть на ситуацию совсем по-другому, и, соответственно, видеть ее иначе. Поделитесь вашей точкой зрения с вашей половинкой!",831,20 ноября,love,21
65," Сегодня вы можете позволить себе роскошь пойти на некоторый риск. Подобное поведение будет оправдано, главное, чтобы оно не вошло в привычку.",831,20 ноября,simple,21
66," Не стоит иметь дела с чужими финансами, это может привести к нежелательным последствиям. Займитесь собственными делами. Уделите часть дня решению рабочих вопросов: сделайте несколько деловых звонков – это, несомненно, приведет к положительным последствиям.",783,19 ноября,business,22
67,"Сегодня вас ожидает множество открытий в личной жизни, как приятных, так и не очень. Они будут настолько многочисленными, что что-то из них может забыться. Ваша задача – как-то их систематизировать, возможно, записать и активно пользоваться ими в недалеком будущем.",783,19 ноября,love,22
68," Есть масса уровней желания, вы же, похоже, находитесь на самом глубоком, коий можно именовать страстным. Чего это вы хотите, интересно знать?",783,19 ноября,simple,22
69," Сегодня вам от разного рода приключений никуда не деться, они сами будут стучаться к вам в дверь. Вероятен переизбыток эмоций: вам станет трудно их сдерживать, и нужно будет найти способ, чтобы их выплеснуть. Этому поможет какое-нибудь творческое увлечение. Кроме того, результаты вашего самовыражения могут приятно вас удивить.",895,18 ноября,business,23
70,"Сегодня последний день, когда не поздно будет решить какую-то проблему, которая давно уже портит вам личную жизнь, что-то исправить или изменить в ней. Уже завтра может оказаться поздно, поэтому поторопитесь использовать свой последний шанс.",895,18 ноября,love,23
71," Сегодняшний день может показаться вам весьма горячим. Будет происходить очень многое и, преимущественно, одновременно. Вам придется потратить немало сил, чтобы хотя бы к вечеру выбраться из центра событий.",895,18 ноября,simple,23
72," Сегодня светила благоволят первопроходцам. Начните осваивать новую для себя область, внесите в работу какие-нибудь инновации. Все это обещает принести замечательные плоды, причем в самом скором будущем.",722,17 ноября,business,24
73,"Сегодня ваши родные и близкие могут вас понять неправильно, что окажет серьёзнейшее влияние на ваше психологическое состояние. А оно вполне может выплеснуться на вашего любимого человека и отразиться на ваших отношениях. Будьте осторожны и сдержанны.",722,17 ноября,love,24
74," Сегодня вам придется пойти на некоторые жертвы, зато в последствии ваши нынешние действия принесут весьма полезные плоды. Правда, придется подождать.",722,17 ноября,simple,24
75," Сегодня звезды рекомендуют вам убедиться в том, что вы довели начатое до конца и сделали все, что могли, чтобы ваша работа была выполнена наилучшим образом. Имеет значение все: от правильного оформления до качественной и эффективной презентации. Будьте внимательны и самокритичны.",820,16 ноября,business,25
76,"Если у вас еще нет второй половинки – сегодня стоит поискать ее в Интернете. Мировая сеть изобилует сайтами знакомств - на любой вкус. Если не хотите туда – можете постучаться в любую аську. Как минимум, время скоротаете за приятной беседой. Как максимум – найдете свое счастье.",820,16 ноября,love,25
77," Сегодня такой день, когда от вас можно ожидать всего, что угодно. Самым безобидным вариантом, пожалуй, станет перестановка мебели в квартире.",820,16 ноября,simple,25
78," Нынче вам следует выбрать выжидательную позицию и не принимать пока каких бы то ни было решений, чего бы они ни касались. Обстановка очень нестабильна , имеет смысл выждать, пока все успокоится.",780,15 ноября,business,26
79,"В этот день между вами и вашим любимым человеком может состояться весьма серьезный разговор, который заставит сделать и вас, и его довольно серьёзные выводы о вашем совместном прошлом, настоящем и будущем. Их можно даже записать: они вам обязательно еще пригодятся.",780,15 ноября,love,26
80," День этот не принесет вам большого удовольствия, ибо возможно проявление неуважения по отношению к вашей персоне. Если вы не можете смириться с подобной перспективой, не показывайтесь никому на глаза.",780,15 ноября,simple,26
81," Под грузом усталости вы можете легко потерять тот ориентир и ту путеводную, к которым вы двигались всё время. Мир вдруг покажется вам размытым и тусклым. Но это лишь новые грани привычного. Обрамите рамкой акварель жизни, и она вновь станет вам понятной, главное увидеть самое важное.",830,14 ноября,business,27
82,"Если вы твёрдо решили расстаться – нужный час пришёл. Поговорите с вашей уже бывшей половинкой спокойно и по душам. Не заставляйте её гадать, почему вы уходите. Объясните по пунктам. Это будет полезно и вам, и ей и позволит больше никогда не совершать подобных ошибок.",830,14 ноября,love,27
83," Сегодня вы рискуете повторить ошибку Алисы. Говорить, что думаешь, и думать, что говоришь, - вовсе не одно и то же. Вам нынче больше подойдет второй вариант.",830,14 ноября,simple,27
84," Сегодня будьте внимательны к мелочам. Какой-то пустяк может иметь решающее значение, хорошо бы только понять, какой именно. На всякий случай, лучше не упускать ничего.",727,13 ноября,business,28
85,"Сегодня вы с вашим любимым человеком будете долго спорить на какие-то философские темы и вряд ли придёте в итоге к общему компромиссному решению. Важно, чтобы ваш спор не перерос в битьё посуды и выяснение отношений: тема не будет стоить ухудшения ваших отношений.",727,13 ноября,love,28
86," Сегодняшний день будет тихим, спокойным и достаточно продуктивным, если, конечно вам удастся заставить себя что-нибудь сделать. А вот это, как раз, и может оказаться непросто.",727,13 ноября,simple,28
87," О чем бы ни шла речь, ничего не откладывайте на потом, старайтесь все сделать как можно быстрее и разобраться с уже начатыми делами, ведь совсем скоро вашей компанией заинтересуются западные инвесторы, а следовательно, на подходе крупный заказ, на котором вы и сконцентрируетесь.",866,12 ноября,business,29
88,"В этот день вы будете медленно, методично и шаг за шагом приближаться к своей цели, которая с каждым шагом действительно будет становиться всё ближе и доступнее. Главное, чтобы когда вы к ней придёте, вы в ней не разочаровались. Нет ничего горче, чем разочарования в любви.",866,12 ноября,love,29
89," Сегодня вы будете испытывать постоянную нехватку времени. Это, конечно, утомительно, но зато работа в режиме цейтнота позволяет максимально продуктивно использовать имеющиеся временные ресурсы.",866,12 ноября,simple,29
90," У вас есть оригинальная идея, но она выглядит слишком смелой, чтобы ее внедрить? Чепуха — вам однозначно стоит рискнуть. Даже если ощутимых результатов все это не принесет, вас запомнят как неординарного человека, а это дорогого стоит.",812,11 ноября,business,30
91,"Сегодня вам предстоит пережить нелегкий день. И в плане личной жизни в том числе. Вы столкнетесь с непредвиденными сложностями, и вашему любимому человеку придется во всем вам помогать, иначе вы сами ни за что не справитесь. Остается надеяться на его поддержку...",812,11 ноября,love,30
92," Поделитесь своей мудростью с ближним, ибо он в этом серьезно нуждается. Даже не будучи уверенным, что вы можете оказаться ему хоть чем-либо полезным, предложите помощь, она не будет отвергнута.",812,11 ноября,simple,30
93," Любой преуспевающий бизнесмен должен быть отличным собеседником, так что не забывайте об этом, когда сегодня вам придется устанавливать долгосрочные связи с вашими новыми партнерами. Будьте раскованны, откровенны и внимательно слушайте своего визави.",822,10 ноября,business,31
94,"Сегодня вашему любимому человеку захочется каким-то образом привлечь к себе ваше дополнительное внимание, поэтому вам вряд ли стоит удивляться его неожиданным поступкам. Постарайтесь понять мотивы его действий и не обижаться на их реализацию.",822,10 ноября,love,31
95," Сегодня толк будет лишь от усилий созидательного характера, так что, если вам нравится читать нотации и заниматься прочей подобного рода болтологической деятельностью, этот день удовлетворения вам не принесет.",822,10 ноября,simple,31
96," Если вы задумали покупку, то сегодняшний день как нельзя лучше подходит для осуществления этого плана. А для того, чтобы не ошибиться с выбором, посоветуйтесь с человеком, который отлично разбирается в этой области. Вместе вы сумеете найти самый подходящий вариант.",773,9 ноября,business,32
97,"Поищите дополнительные точки соприкосновения с любимым вами человеком. Они где-то должны быть, просто вы до сих пор были недостаточно внимательны. Если совсем ничего не обнаружится, стоит задуматься, того ли вы любите.",773,9 ноября,love,32
98," Сегодня вам будет брошен очередной вызов. В то же время, именно сегодня вам будет немаловажно мнение окружающих, так что придется, пожалуй, стиснув зубы этот вызов принять.",773,9 ноября,simple,32
99," Сегодня вы будете особенно хороши в работе с финансами: ваши расчеты будут просто превосходными, вы просто превзойдете самого себя. Кроме того, вполне вероятно, что вам удастся найти новый канал поступления доходов для вашей компании или предприятия.",841,8 ноября,business,33
