,text,length,date
17,"Гороскоп на 24 ноября 2019 года 
 Сегодня происходящее стоит подвергнуть тщательнейшему анализу. Вы выясните многое из того, что вам следовало бы знать, просто спокойно посидев и подумав.

Бизнес-гороскоп на 24 ноября 2019 года 
 Нынче многое из того, над чем вы так долго корпели, может быть перечеркнуто легким движением чьей-то руки. Хорошо бы отложить сдачу материалов — лучше потерять день, чем из-за чьего-то упрямства отправить в корзину результаты напряженных трудов.

Любовный гороскоп на 24 ноября 2019 года
Сегодня вам стоит обратить внимание на представителя противоположного пола, который часто на вас поглядывает и улыбается. Возможно, вы встретитесь с ним в транспорте или на улице, а может, видите его каждый день. Так или иначе, задумайтесь: может быть, стоит стать этому человеку чуть ближе?..",812,24 ноября
18,"Гороскоп на 23 ноября 2019 года 
 Сегодня на чашу весов могут лечь ваши отношения с кем-то. Просчитайте все варианты. То, что сегодня кажется хорошей идеей, требующей минимальных жертв, может привести вас на грань отчаяния в будущем.

Бизнес-гороскоп на 23 ноября 2019 года 
 Вы слишком устали за прошедшую неделю, поэтому сегодня даже отдых будет приносить вам одни огорчения: у вас, кажется, даже на него сил не осталось. Постарайтесь сделать все возможное, чтобы заставить свой организм расслабиться. Для него и для вас сейчас это особенно важно.

Любовный гороскоп на 23 ноября 2019 года
Сегодня вам неожиданно признается в любви ваш друг противоположного пола. И хотя он точно знает, что вы вряд ли будете вместе с ним и вряд ли его полюбите не как человека, а как любимого человека, все равно вам довольно-таки тяжело будет ответить ему «нет».",850,23 ноября
19,"Гороскоп на 22 ноября 2019 года 
 Сегодня ваше настроение может стать наиболее заразным недугом на этой многострадальной земле. Постарайтесь, чтобы оно было хорошим.

Бизнес-гороскоп на 22 ноября 2019 года 
 В этот день звезды рекомендуют вам как больше времени провести под солнцем. Если солнца категорически не наблюдается, сходите в солярий или хотя бы включите яркую лампу. Они, конечно, не станут полноценными солнцезаменителями, но нужное влияние на вас окажут несомненно.

Любовный гороскоп на 22 ноября 2019 года
Сегодня звезды настоятельно рекомендуют сплести чувства и музыку. Скажем, послушать ту песню, которая ассоциируется у вас с днем знакомства с любимым человеком. Возможно, ее вы слушали в тот день или в то время, а может быть, в ней просто поется про вас. Это позволит освежить в памяти те, первые чувства и по-новому взглянуть на ваши нынешние отношения.",876,22 ноября
20,"Гороскоп на 21 ноября 2019 года 
 Сегодня вас спасет лишь терпение, терпение и еще раз спокойствие. Сделайте вид, что происходящее вас не касается, и вы с успехом доживете до конца дня.

Бизнес-гороскоп на 21 ноября 2019 года
 Сегодня вам предстоит довольно долгая и тяжелая беседа с кем-то из ваших коллег. Впрочем, она мало будет касаться работы – в основном, ваших межличностных отношений. Постарайтесь сделать все возможное для сохранения с ним приятельских отношений, иначе потом на работе будет сложно.
 
Любовный гороскоп на 21 ноября 2019 года
Никакая любовь никакой силы не стоит того, чтобы рушить чужое счастье, ломать чужие чувства, разбивать чужую сказку. Поэтому если герой ваших романтических мечт уже является героем чьего-либо романа, десять раз подумайте прежде чем решиться его отбивать. Стоит ли игра свеч?",827,21 ноября
21,"Гороскоп на 20 ноября 2019 года 
 Будьте честны с самим собой, особенно в оценке собственных человеческих качеств и возможностей. Это поможет разобраться в вопросе, который, оставаясь нерешенным, с удовольствием вас замучает.

Бизнес-гороскоп на 20 ноября 2019 года 
 Вполне вероятно, что сегодня вам для достижения успеха на профессиональном поприще придется пожертвовать своим свободным временем, а его у вас и так не слишком много. Постарайтесь по крайней мере не слишком экономить на сне, иначе количество проведенного в трудах времени негативно скажется на качестве полученных результатов.

Любовный гороскоп на 20 ноября 2019 года
Приближается к концу какой-то важный этап в вашей жизни. Это совсем не обязательно отношения с вашим любимым человеком, хотя может быть и так. Постарайтесь, чтобы рядом с вами все время был кто-то близкий, любящий и понимающий. Так вам будет проще.",886,20 ноября
22,"Гороскоп на 19 ноября 2019 года 
 Успешность ваших сегодняшних деяний целиком и полностью зависит от вашей веры в собственные силы. Все остальное вам будет обеспечено.

Бизнес-гороскоп на 19 ноября 2019 года 
 Некая мысль, мало связанная с работой, может настолько взбудоражить вас, что ни на какие разумные действия вы окажетесь не способны. Поищите для себя какой-нибудь деятельности, не требующей участия головного мозга. Если не найдете — берите выходной и разбирайтесь со своими личными делами, чтобы те вам не мешали.

Любовный гороскоп на 19 ноября 2019 года
В этот день вашему любимому человеку довольно трудно будет понять ваши пристрастия и предпочтения, как бы вы ни пытались ему объяснить все их плюсы, прелести и приятности. Что ж, значит, в этом он вам не помощник и не конкурент. Одной темой для общения меньше.",827,19 ноября
23,"Гороскоп на 18 ноября 2019 года
 Вы слишком загоняли себя за последнее время. Этот день исторически предназначен для отдыха - так используйте его по назначению.
 
Бизнес-гороскоп на 18 ноября 2019 года 
 Нынешний день может принести потерю — не катастрофическую, но достаточно обидную. Не переживайте понапрасну, лучше подумайте, чем можно компенсировать убыток.

Любовный гороскоп на 18 ноября 2019 года
Не будьте собакой на сене и дайте вашему любимому человеку возможность найти себя. Он не обязан все свое время тратить исключительно на вас. Да и вам такое поведение вскоре наскучило бы.",592,18 ноября
24,"Гороскоп на 17 ноября 2019 года 
 Подходящий день для того, чтобы навестить слегка забытых друзей или родственников. Не забудьте перед выходом из дома плотно перекусить и как следует выспаться - дорога может оказаться хоть и приятной, но не близкой.

Бизнес-гороскоп на 17 ноября 2019 года 
 Возможно, вам придется сменить место работы, но это вовсе не связано с тем, то вы должны покинуть свой пост. Совсем нет, просто у вашей фирмы в целом или вашего отдела в частности намечается переезд, к которому вы вскоре начнете готовиться. Так что вам следует учесть, что грядет суматошное время.

Любовный гороскоп на 17 ноября 2019 года
Если вы давно мечтали о том, чтобы завязать роман с человеком из другого города или государства, сегодня самый подходящий для этого день. Впрочем, даже если не мечтали, в этот день вашего согласия вполне возможно спрашивать не будут. Вам остается пожелать только удачи...",904,17 ноября
25,"Гороскоп на 16 ноября 2019 года
 Сегодня вы можете решить, что дело уже сделано, и можно почивать на лаврах, но вас ждет разочарование. Это - лишь одна из многих ступеней, на которые вам предстоит взобраться, если вы желаете дойти до конца лестницы.
 
Бизнес-гороскоп на 16 ноября 2019 года 
 Подумайте, что для вас лучше: быть начальником, который головой отвечает за все дела, или неформальным лидером, который может объединять и вдохновлять коллег на решение общей задачи? Вам решать, но согласитесь, что ваше нынешнее, пусть и не совсем высокое положение, вас вполне устраивает.

Любовный гороскоп на 16 ноября 2019 года
В этот день очень важно благодарить вашего любимого человека за все то хорошее, что он для вас делает. Желательно еще сказать спасибо и за его желание что-то делать, да и за его существование в вашей жизни в целом. Иначе ваша половинка может на вас обидеться за то, что вы ее совсем не цените.",919,16 ноября
26,"Гороскоп на 15 ноября 2019 года 
 Над вами зависла некоторая угроза, опасность которой можно предотвратить, если заняться этим вопросом немедленно. Тихо забиться в угол, дабы смиренно ожидать расплаты за ошибки вы всегда успеете.

Бизнес-гороскоп на 15 ноября 2019 года 
 Сегодня вы вполне можете довольно часто отвлекаться на посторонние шумы, которые будут мешать вам сосредоточиться на рабочем процессе. Поэтому постарайтесь по возможности их исключить или наденьте наушники с приятной музыкой – она заглушит все остальное.

Любовный гороскоп на 15 ноября 2019 года
Сегодня вашему любимому человеку будет некогда решать ваши проблемы, как нравственного характера, так и всех остальных. Поэтому будьте готовы к тому, что вас не будут понимать, вам не будут уделять должного внимания и тому подобным действиям. Побудьте самостоятельным.",838,15 ноября
27,"Гороскоп на 14 ноября 2019 года 
 Сегодняшний день принесет проблемы морального толка. Вам, возможно, надо немного откорректировать политику взаимоотношений с близкими.

Бизнес-гороскоп на 14 ноября 2019 года 
 Новизна – вот девиз сегодняшнего дня. Если вы твердо решили устраиваться на работу – не мешкайте ни минуты – это ваш день. Возможное будущее начальство останется довольно, и с ближайшего понедельника вы сможете приступить к новым служебным обязанностям. Осталось выбрать цель – звезды не подведут!

Любовный гороскоп на 14 ноября 2019 года
В этот день стоит обратить внимание на то, что именно вы говорите вашему любимому человеку. Возможно, некоторые слова, которые давно уже стали для вас привычными и обыденными, для него до сих пор не потеряли свежести, и он по-прежнему млеет от вашего «люблю» или вздрагивает от «отстань».",840,14 ноября
28,"Гороскоп на 13 ноября 2019 года 
 Если вас сегодня угораздит угодить в центр всеобщего внимания, постарайтесь использовать момент с максимальной выгодой. Кто знает, скоро ли еще подобная возможность подвернется?

Бизнес-гороскоп на 13 ноября 2019 года 
 Кажется, вы взяли на себя слишком много и теперь не укладываетесь в срок. В следующий раз правильно рассчитывайте свои силы, а сейчас вам придётся поработать сверхурочно — просить отсрочки не стоит.

Любовный гороскоп на 13 ноября 2019 года
Сегодня вам стоит задуматься о том, как вам лучше называть вашего любимого человека. Не стоит ограничиваться парой-тройкой нежных прозвищ или одной-двумя модификациями имени. Будьте изобретательны и нежны – и вам обязательно ответят взаимностью.",741,13 ноября
29,"Гороскоп на 12 ноября 2019 года 
 Сегодняшний день может стать днем воплощения вашей мечты в реальность. Небольшой такой мечты, скромной. Не стоит ждать от судьбы слишком уж многого.

Бизнес-гороскоп на 12 ноября 2019 года 
 Сегодня у вас будет превосходное настроение, благодаря которому вы сумеете с легкостью справиться со всеми навалившимися на вас делами. Отчет, который вам в скором времени предстоит сдать, создастся сам собой, как только вы за него возьмётесь. Сегодня всё получится!

Любовный гороскоп на 12 ноября 2019 года
Даже самые разные люди могут ужиться вместе, если оба этого хотят. Сегодня вам необходимо целый день повторять эту мантру — к вечеру подействует. Вам дороги ваши отношения? Так приложите максимум усилий для того, чтобы их сохранить!",767,12 ноября
30,"Гороскоп на 11 ноября 2019 года 
 Сегодня вам море будет чуть выше колена, горы же - по плечо. Примерно такое же настроение будет овладевать каждым, кто окажется с вами рядом. Если не перейдете границы дозволенного, этот день будете вспоминать долго и с удовольствием.

Бизнес-гороскоп на 11 ноября 2019 года 
 Вы склонны все вопросы решать играючи, но сегодняшний день будет совершенно непригоден для такого подхода. Придется основательно поломать голову, пытаясь учесть все детали, ничего не упустить.

Любовный гороскоп на 11 ноября 2019 года
Сегодня благоприятный день для долгих совместных прогулок. Даже если погода не слишком благоприятствует – в таком случае прогуляйтесь под зонтиком, пусть под ним будет ваше индивидуальное пространство. Ваш мирок на двоих. Все самые сложные проблемы сегодня с лёгкостью решатся на свежем воздухе.",842,11 ноября
