,text,length,date,type,index in posts
17," Сегодня, сколь бы ни блистательны были ваши действия, на каждое из них найдется особо вредная внешняя сила, которая аннулирует ваши усилия. Этот день вообще будет не слишком удачен.",845,6 декабря,simple,5
18,"Сегодня вам будет непросто уговорить ваших коллег помочь вам в выполнении тех или иных ваших трудовых обязанностей. Однако даже если уговорить вам все же их удастся, помощь может оказаться медвежьей услугой, и вы не раз пожалеете о том, что это сделали.",785,5 декабря,business,6
19,"Даже если в ваших отношениях давно не было видно просвета, они казались вам безрадостными и бесперспективными, именно сегодня этот просвет настанет. А уж если у вас проблем с вашей половинкой и не было никогда толком, ждите в этот день самого настоящего праздника, потрясающей феерии любви!",785,5 декабря,love,6
20, Если у вас есть подобное желание - принесите пользу обществу. Как раз этот вид деятельности нынче подходит вам более всего.,785,5 декабря,simple,6
21," Сегодняшний день поможет вам наладить вам отношения с теми, кто от вас далеко. О ком конкретно идет речь — о дальних ли родственниках, уехавших на другой конец света друзьях или зарубежных партнерах — светила не уточняют. Можете попробовать восстановить все связи сразу.",857,4 декабря,business,7
22,"Сегодня для вас будет очень важно поддержать дружеские отношения с людьми, близкими вашему любимому человеку: его родственниками, друзьями, сослуживцами и всеми теми, кого он считает нужными ему персонами. Постарайтесь сделать это максимально искренне, ненавязчиво и тактично.",857,4 декабря,love,7
23," Сегодня вы как и обычно будете доминирующей в обществе личностью. Для тех, кто занимается продажами, этот день должен принести немалую прибыль, обратных же действий нынче лучше не совершать.",857,4 декабря,simple,7
24," Неужели вы искренне верите в то, что одного вашего желания достаточно для того, чтобы решить возникшую на работе проблему? Скорее всего, вы излишне самоуверенны и придется приложить куда больше усилий, чем вам бы того хотелось. Впрочем, вам всех ресурсов хватить должно.",872,3 декабря,business,8
25,"Благоприятный день для совместных поездок за город. Настолько благоприятный, что ради такой поездки просто необходимо отложить в сторонку все остальные дела. Просто именно сегодня и именно за городом, на природе, произойдет между вами то, что вы так давно ждали. И чего прождали бы еще очень долго, если бы не послушались совета звезд.",872,3 декабря,love,8
26," Вы, возможно, хотите добиться успеха и насладиться им быстрее. Но не позволяйте нетерпению становиться вашей проблемой, оно может сильно помешать.",872,3 декабря,simple,8
27," Вам не стоит гнаться за крупной добычей — она обычно сопряжена с крупными же расходами, а это день совершенно не подходит для авантюр. К тому же нынче велика вероятность стать жертвой аферы.",712,2 декабря,business,9
28,"Сегодня вашему любимому человеку будет непросто понять ваши истинные желания и намерения. Он будет стараться вывести их логическим путем, но верного результата никто гарантировать ему не сможет. Разве что вы сами смилостивитесь и подскажете.",712,2 декабря,love,9
29," Нет ничего хуже, чем неотвратно надвигающийся срок окончания работы. Не дайте спешке испортить тот шедевр, который рискует получиться в результате ваших усилий.",712,2 декабря,simple,9
30," Сегодня вам предстоит сыграть роль главного организатора ваших встреч с вашими коллегами и партнерами. Этот аспект окажется особенно важным, поскольку несмотря на выходной день, бизнес на месте стоять не будет, и его придется всячески продвигать, пусть даже неформальными методами.",813,1 декабря,business,10
31,"Будьте открыты не только вашему любимому человеку, но и всему миру! Его наверняка порадует ваша откровенность, светлая улыбка по отношению ко всем и каждому и общая солнечность. Да и окружающим будет благодаря вам хоть чуть-чуть радостнее жить на этом не всегда радостном свете...",813,1 декабря,love,10
32," Сегодняшний день чреват крупной ссорой с домашними. Постарайтесь уклониться от взаимных обвинений, и, главное, не начинайте первым.",813,1 декабря,simple,10
33," Сегодня вы окажетесь вполне способны на исполнение роли серого кардинала. Вы сумеете провернуть все дела так, что вы окажитесь в большем выигрыше, чем другие, причем никто так и не сумеет понять, как же это могло произойти.",804,30 ноября,business,11
34,"Сегодня вам стоит помнить о том, что никакие обязательства не могут удержать вас рядом с человеком, рядом с которым вы по тем или иным причинам не хотите или не можете находиться. В этот день для вас важно почувствовать себя действительно свободным человеком.",804,30 ноября,love,11
35," Сегодня никто ни в малейшей степени не усомнится, что вы самый-самый, во всех областях человеческой деятельности. Возможно, так оно и есть. По крайней мере получаться у вас сегодня все будет прекрасно.",804,30 ноября,simple,11
36," Если у вас вдруг возникли какие-то сомнения, что у вас в расчеты вкралась ошибка, не поленитесь проверить все ещё раз, иначе и дальше руководствуясь ложными данными, вы рискуете так запутаться, что потом возникнет масса проблем, а вам это совсем не нужно, ведь так?",899,29 ноября,business,12
37,"Сегодня вашему любимому человеку будет непросто доказать вам важность того или иного действия, которое он вознамерится предпринять. Однако он с завидным упорством будет делать это снова и снова, дабы вы всё же прониклись важностью и патетичностью момента. Проникнитесь, пожалуйста.",899,29 ноября,love,12
38," Сегодня вы можете оказаться в той самой ситуации, которой так хотели избежать. Широкие жесты в этом случае - довольно плохой способ прикрыть отсутствие идеи. Если у вас нет своей, почему бы не воспользоваться чужой, коли она хороша?",899,29 ноября,simple,12
39," Нынче вы будете склонны нервничать без видимой причины. Не отравляйте себе день, решайте проблемы по мере их поступления. Зачем вам лишняя головная боль?",708,28 ноября,business,13
40,"Сегодня вашему любимому человеку очень захочется доставить вам маленькое удовольствие. Например, накормить вас чем-то вкусным с ложечки, сводить в кино или спеть вам колыбельную на ночь. Не отказывайте ему — пусть развлечется. Возможно, вы таким образом сумеете заработать шанс получить нечто взамен.",708,28 ноября,love,13
41," Сегодня вам придется отстаивать свое мнение, хорошо еще если без применения физической силы. Позаботьтесь о наличии веских аргументов.",708,28 ноября,simple,13
42," Активные шаги принесут хорошую и стабильную прибыль. Главное, ничего не бойтесь и твёрдо продолжайте вести ту линию, которую вы для себя наметили. Не отступайте от задуманного, предпринимайте любые попытки, даже самые безумные, и только тогда вы сумеете всего достичь!",819,27 ноября,business,14
43,"Сегодня вашему любимому человеку захочется во что бы то ни стало вытащить вас на прогулку. Даже если за окном будет ураганный ветер, ливень и извержение вулкана, это его не остановит. Готовьтесь к опасному приключению на улицах родного города в компании вашей половинки.",819,27 ноября,love,14
44," Ситуация, в которой вы находитесь, чревата внезапным изменением обстоятельств, со всеми вытекающими отсюда неприятными последствиями. Будьте готовы к переменам.",819,27 ноября,simple,14
45," Сегодня для вас очень важно соблюдать дресс-код. Кто-то из тех, с кем вам придется общаться, придает этому вопросу большое значение — вряд ли стоит напрягать отношения с этим человеком из-за таких пустяков.",752,26 ноября,business,15
46,"Подходящий день для совместных больших покупок. Смело отправляйтесь, взявшись за руки, на поиски дивана, телевизора, дачи или квартиры – обязательно найдёте именно то, что нужно. Не забудьте только взять с собой оптимизм и хорошее настроение.",752,26 ноября,love,15
47," Сегодня вам предстоит немало поработать языком и ушами. К вечеру вы не сможете вспомнить ничего из услышанного, если не будете делать заметок, слишком уж о многом придется беседовать.",752,26 ноября,simple,15
48," Есть опасность интерпретировать чьи-то слова так, как вы считаете нужным и правильным, а отнюдь не в соответствии со смыслом, который вложил в них говорящий. Лучше переспросите, иначе у вас могут возникнуть проблемы в дальнейшем сотрудничестве.",814,25 ноября,business,16
49,"Ваша половинка сегодня станет вашим солнцем. Она будет целый день освещать вам путь, согревать вас, успокаивать и поддерживать. А значит, море вам будет по колено. Потому что вы будете точно знать: в вас верят и вас любят. В независимости от того, получилось задуманное или нет.",814,25 ноября,love,16
50," Сегодня вы будете на редкость нетерпеливы. Это может вызвать массу никому не нужных вопросов о причинах оного состояния, так что имеет смысл постараться нетерпение скрыть.",814,25 ноября,simple,16
51," Кажется, нынче все придется делать бегом — вы, похоже, опаздываете. Если это ваше постоянное состояние, все же ускорьтесь — сегодня поспеть к сроку важнее, чем обычно.",671,24 ноября,business,17
52,"Сегодня вашему любимому человеку будет очень важно знать, что он может положиться на вас в самый ответственный момент. Если же такового знания у него не будет, он вряд ли сможет быть рядом с вами долго, потому что ему будет неуютно и даже неприятно ваше общество.",671,24 ноября,love,17
53, Сегодня к вам и вашим действиям будет проявлен повышенный интерес со стороны. Скорректируйте их соответствующим образом.,671,24 ноября,simple,17
54," Сегодня звезды не рекомендуют вам выделяться из общей массы — выскочка нынче неизбежно получит по носу. Правда, и не заметить вас в этом случае будет невозможно, так что думайте, готовы ли вы пойти на такой риск и ради чего именно.",789,23 ноября,business,18
55,"Если сегодня в руках у вас появится что-нибудь тяжелее буханки хлеба, вы не задумываясь запустите этим в голову обидчику. Поэтому с вами сегодня лучше быть поосторожнее и резких движений не делать, иначе семейного Пёрл Харбора не избежать. Настрой у вас сегодня решительный и крайне непримиримый!",789,23 ноября,love,18
56," Не принимайте сегодня окончательных решений, для них еще слишком рано. Вы пока не знаете всех деталей, а среди упущенных могут быть значимые.",789,23 ноября,simple,18
57," Если начальник вам благоволит, не стоит отказываться от его внимания к вам и противопоставлять себя ему, придерживаясь точки зрения вашего коллектива. Он может расценить это как неблагодарность уже с вашей стороны. Старайтесь вести себя так, чтобы никого не обидеть: ни шефа, ни сослуживцев.",842,22 ноября,business,19
58,"Колесо Фортуны повернётся сегодня на правильный угол - вам наконец-то удастся выиграть в лотерею или снять джек-пот в казино. На выигрыш звёзды рекомендуют приобрести миллион алых роз для супруги, а если вы - женщина, то купите себе что-нибудь гламурненькое, и пусть он вечером выпадет в осадок!",842,22 ноября,love,19
59," Ленность ваша сегодня возрастет беспредельно. Поскольку расстаться с диваном вас все равно ничто заставить не сможет, почитайте книжку.",842,22 ноября,simple,19
60," Не изобретайте велосипед, когда будете искать необычный выход из запутанной деловой ситуации: все возможные пути решения уже были открыты до вас, а если сейчас время не терпит, воспользуйтесь советом более опытного коллеги, а о своём варианте урегулирования проблем подумаете потом, на досуге.",786,21 ноября,business,20
61,"Сегодня ваше мнение о вашем любимом человеке будет формироваться в основном под воздействием близких вам людей. Они будут говорить вам о том, что думают о вашей половинке, а вам останется лишь соглашаться или нет. В любом случае, встречаться с ним вам, а не им.",786,21 ноября,love,20
62, Сегодня вы будете непревзойденным специалистом по достижению невозможного. Только не перегрузите себя заказами.,786,21 ноября,simple,20
63," Сегодня вы можете получить предложение оттуда, откуда вы ждали его меньше всего. Не спешите с ответом - тут есть, что обдумать. Зря ваши умственные усилия точно не пропадут.",748,20 ноября,business,21
64,"Сегодня не самый подходящий день для того, чтобы злоупотреблять словами вроде «всегда» и «никогда», давать громкие обещания и говорить о перспективах на долгую совместную жизнь. Постарайтесь быть скромнее и не дразните судьбу вашими планами на будущее. Она этого ой как не любит.",748,20 ноября,love,21
65," Если вы чувствуете себя жертвой обстоятельств, поищите кого-нибудь с кислым выражением лица, и подумайте, хотите ли вы выглядеть так же. Не следует жалеть себя слишком сильно.",748,20 ноября,simple,21
66," Сегодня вам предстоит долго и упорно сражаться с предрассудками, которые поселятся в вашей среде. Это война не на один день, но нынче вы можете серьезно продвинуться вперед, если, конечно, вы готовы ломать заскорузлые стереотипы.",779,18 ноября,business,22
67,"Сегодня вам пригодится знание языка цветов, ибо именно благодаря букету, который подарит вам ваш любимый человек или который подарите ему вы, будет понятно, как вы друг к другу относитесь, что вас ждет впереди и чего вы хотите от ваших отношений. Поэтому будьте внимательны и осторожны!",779,18 ноября,love,22
68," Сегодня над вами посмеются, и, чем более болезненно вы это воспримете, тем больше удовольствия доставите смеющемуся. Зачем же его так радовать?",779,18 ноября,simple,22
69," Для того, чтобы обойти сейчас своих конкурентов, вам необходимо рискнуть, поставив на карту очень и очень многое. Решитесь ли вы на такой шаг? Это решение никто за вас не примет, поэтому можете поразмыслить над этим, но помните: долго тянуть с этим вопросом нельзя.",816,17 ноября,business,23
70,"Не стоит бояться слова «эгоизм». Каждый человек таковым и является, в большей или меньшей степени, делая то, что принесет пользу в конечном счете именно ему. Но если вашего любимого человека делает счастливым только ваше счастье и ваша искренняя улыбка, что плохого в том, что он всего этого добивается для собственного благополучия?",816,17 ноября,love,23
71," День этот будет очень неплох. Вы будете чувствовать себя как дома всюду, где бы вы ни находились.",816,17 ноября,simple,23
72," Нынче лучше бы передохнуть, но вы все равно умудритесь найти для себя работёнку, пусть даже небольшую и не очень серьезную, но тем не менее, отнимающую какую-то долю времени и сил. Сделайте все возможное для того, чтобы справиться с ней с наименьшими затратами.",878,16 ноября,business,24
73,"Сегодня вам покажется, что ваш любимый человек тратит чересчур много денег. Пусть даже все они уходят на вас, ваше благо и ваше удовольствие, однако это не оправдание для такого расточительства. Воздержитесь однако от длинной лекции о пользе экономии. Лучше выясните для начала его мотивы.",878,16 ноября,love,24
74," Забудьте на сегодняшний день о радостях жизни. Вы можете очень продуктивно поработать, причем плоды вашего самоотверженного труда не заставят себя долго ждать. Не может быть, чтобы вы упустили подобный шанс.",878,16 ноября,simple,24
75," Сегодня очень подходящий день для того, чтобы решиться наконец на отчаянный шаг: попробовать сменить работу или поговорить с начальством начистоту. Наверняка время для подобных действий уже пришло, и вам осталось только закалить дух в соответствии с поставленными целями.",764,15 ноября,business,25
76,"Нынче звезды будут безжалостны к стеснительным, склонным по всякому поводу заливаться краской людям. Если вы по собственной молодости или недосмотру родителей попали в эту категорию, лучше с людьми не общайтесь. Ваши самые лучшие порывы будут жестоко осмеяны.",764,15 ноября,love,25
77," Сегодня вы будете как-то особенно подозрительны. Возможно, это оправданно, но ваши страхи наверняка преувеличены.",764,15 ноября,simple,25
78," Сегодня старайтесь контролировать свои эмоции, чтобы в один прекрасный момент они не возобладали над здравым смыслом. Кроме этого, авантюры сейчас ни к чему хорошему не приведут, а могут, напротив, в последующем сильно усложнить вам жизнь.",795,14 ноября,business,26
79,"Вам за что-то очень стыдно перед вашей половинкой. За что – вы не знаете и сами. Однако целый день вас не будет покидать желание попросить у нее прощения. Так попросите! Вдруг ей действительно будет что вам простить? В любом случае, ей будет приятно осознавать, что она вам дорога.",795,14 ноября,love,26
80," То, что происходит непосредственно с вами и вокруг вас находится пока в начальной стадии. Вы еще можете внести некоторые коррективы по собственному вкусу.",795,14 ноября,simple,26
81," Наконец черная туча перестала висеть над вашей головой, но это, увы, не значит, что всё закончится благополучно. Вы рискуете не приобрести, а потерять то, к чему стремились. Наверно, это даже будет к лучшему для вас, только вот оценить и понять то, что произошло, вы сумеете спустя какое-то время.",847,13 ноября,business,27
82,"Вы можете оказаться объектом интереса со стороны человека, занимающегося сводничеством. Может, оно и неплохо — вам ведь явно добра желают. Толку, правда, наверняка не будет, но хоть какое-то развлечение.",847,13 ноября,love,27
83," Не ограничивайте поле зрения лишь тем, что лежит перед вами. Иногда надобно и оглядываться. Что-то подобное тому, что вы переживаете сейчас уже происходило, не важно, с вами или нет. Извлеките из прошлого соответствующий урок.",847,13 ноября,simple,27
84," Сегодня вы будете склонны к демонстрации творческих граней своей натуры. Что ж, если вам так хочется, можете расписать стену своего кабинета под хохлому или сочинить гимн родной компании. Хоть коллег повеселите. Только не заставляйте людей стенгазету делать.",755,12 ноября,business,28
85,"Сегодня техника будет против ваших отношений с вашим любимым человеком. Мобильные телефоны, интернет, автобусы, машины и даже метро будут активно препятствовать вашей встрече. Однако если вы всё же встретитесь несмотря на обстоятельства, свидание получится незабываемым!",755,12 ноября,love,28
86," Сегодня вам стоит быть аккуратнее с деньгами. Велика вероятность совершения большой, но бестолковой траты.",755,12 ноября,simple,28
87," Сегодня особенно полезно будет уделить внимание вопросам, касающимся связей с общественностью, а также развитию социальных контактов. Проще говоря, спросите людей, что они о вас думают. Скорее всего, они смутятся и наговорят вас комплиментов.",821,11 ноября,business,29
88,"Сегодня для вас велика вероятность встречи с прошлым, то есть с людьми, которые играли некогда большую роль в вашей личной жизни. Они и в этот день могут внести свою немалую лепту в ваши отношения с вашим любимым человеком, если вы этому не воспротивитесь.",821,11 ноября,love,29
89," Пусть люди примут вас сегодня таким, как вы есть, и пусть им будет хуже, если они этого делать не желают. Не пытайтесь изменить в себе что-то лишь потому, что эта черта у кого-то вызвала неудовольствие.",821,11 ноября,simple,29
90," Создавайте иллюзию бурной деятельности, пока это будет возможно. Стоит вам показать, что вы не шибко-то заняты, как тут же найдутся желающие загрузить вас по самую макушку. Еще и приговаривать будут что-нибудь обидное — про лентяев.",828,10 ноября,business,30
91,"Сегодня ваша половинка может обнаружить скелет в вашем шкафу. То, что вы столь тщательно скрывали, именно сегодня примет решение выплыть наружу. Так что будьте готовы к длительным объяснениям, а, в случае надобности, даже и к мольбам о пощаде. Впрочем, не стоит сдаваться без боя.",828,10 ноября,love,30
92," Вам кажется, что вы смогли отодвинуть рамки дозволенного, но это не так. Они могут лишь сомкнуться вокруг вас еще более плотным кольцом. Сегодня вам не стоит идти на риск, даже самый минимальный.",828,10 ноября,simple,30
93," Сегодня любые даже самые незначительные манипуляции с материальными ценностями потребуют от вас максимума внимания. Совершая денежные операции, не забудьте ещё раз проверить, соотносятся ли ваши действия с соответствующей буквой закона. Опасайтесь быть втянутым в подозрительные сделки.",859,9 ноября,business,31
94,"Сегодня вам будет грустно несколько разочароваться в вашем любимом человеке. Правда, разочарование будет недолгим и неглубоким, но при этом все же неприятным. Как укус комара: вроде и не больно, а раздражает. Лучше не чесать, пройдет быстрее.",859,9 ноября,love,31
95," Сегодня вы слишком легко можете забыть, что общаетесь с живыми людьми. Постарайтесь не довести до истерики всякого, кому придется с вами разговаривать, пусть это будет хотя бы каждый второй, лучше - каждый третий.",859,9 ноября,simple,31
96," Сегодня у вас может возникнуть некий конфликт с вашим начальником или коллегой. Не торопитесь срочно все улаживать: наверняка обида пройдет сама собой или у вас появятся более убедительные контраргументы, которые с честью защитят вас от нападок вашего оппонента.",873,8 ноября,business,32
97,"Рыбы, главное для вас сегодня - не переусердствовать. Вам, очевидно, предстоит кое-какая работа в собственном доме, требующая немалых усилий и смекалки. Может быть, вы давно уже не переклеивали обои в гостиной, или не переставляли мебель в спальне по фен-шуй? Звёзды советуют в качестве помощников родителей – им будет приятно, что о них не забывают.",873,8 ноября,love,32
