,text,length,date
10,"Гороскоп на 1 декабря 2019 года 
 Сегодня вы имеете шанс познать в полной мере силу Земного притяжения. Рекомендуем воздержаться от полетов во сне и падений наяву.

Бизнес-гороскоп на 1 декабря 2019 года 
 Самое время подумать о чем-то более важном, чем ваша прибыль. Не вредит ли ваша деятельность кому? Не загрязняете ли вы окружающую среду, не способствуете ли деградации общества? Вы все равно будете настроены на философский лад — может, придумаете, как улучшить жизнь?

Любовный гороскоп на 1 декабря 2019 года
В этот день вашему любимому человеку будет довольно сложно понять, чего вы от него хотите и зачем вам нужен именно такой результат. Придется дать ему правдивое или правдоподобное, но обязательно подробное объяснение ваших целей, стремлений и действий.",769,1 декабря
11,"Гороскоп на 30 ноября 2019 года 
 Сегодня вы и ваши поступки будут у всех на устах. В ваших же интересах не натворить ничего особо предосудительного, ибо скрыть это вряд ли удастся.

Бизнес-гороскоп на 30 ноября 2019 года 
 Сегодня вам стоит устроить для себя и для ваших коллег праздник души, организовав вне фирмы что-нибудь особенно интересное. Благоприятная атмосфера в коллективе всегда исключительно способствует поднятию работоспособности, уровня коллективизма и желания построить вместе что-нибудь фундаментальное.

Любовный гороскоп на 30 ноября 2019 года
Сегодня вашему любимому человеку не придётся вас дважды просить об одном и том же одолжении, ибо вы будете рады всё сделать очень быстро, качественно и в срок, лишь бы он не сердился и не расстраивался. Постарайтесь, однако, не очень суетиться во время выполнения вашей миссии.",843,30 ноября
12,"Гороскоп на 29 ноября 2019 года 
 Сегодняшний день ознаменуется приступом бурной деятельности, в которую будет вовлечен каждый, кто будет иметь несчастье попасться вам на глаза. Вы рискуете переутомиться.

Бизнес-гороскоп на 29 ноября 2019 года 
 Если вы сегодня собрались сдавать очень важные документы, постарайтесь отдать их на проверку кому-то более опытному, чем вы. Это поможет вам избежать неприятностей и проблем. Не стоит думать, что единственный человек, кто способен справиться с этим, это вы.

Любовный гороскоп на 29 ноября 2019 года
Чем менее решительными будут сегодня ваши действия, тем меньше у вас шансов на успех и благосклонность вашего любимого человека. Казалось бы, это очевидно. Ан нет, для реализации этого совета вам придется хорошенько с собой побороться. И со своими комплексами тоже.",813,29 ноября
13,"Гороскоп на 28 ноября 2019 года 
 Прекрасный день. Приложите максимум усилий к тому, чтобы поскорее закончить все дела. Закончив же их, или даже отложив на потом, все свободное время посвятите любимому вами человеку.

Бизнес-гороскоп на 28 ноября 2019 года 
 Сегодня вашему партнеру будет довольно трудно решиться на то, чтобы подписать с вами важный деловой контракт, который в значительной мере изменит и ваш, и его бизнес. Постарайтесь однако сделать все возможное для того, чтобы контракт был подписан во что бы то ни стало.

Любовный гороскоп на 28 ноября 2019 года
Сегодня вам стоит вспомнить рецепты вашей бабушки и приготовить по ним вашему любимому человеку что-нибудь особенно вкусное. Пусть он удивится вашим кулинарным способностям и, съев свежеполучившийся шедевр, почувствует, что любит вас еще больше, сильнее и глубже!",835,28 ноября
14,"Гороскоп на 27 ноября 2019 года 
 Если вы хоть на секунду можете усомниться в своей способности отвечать за собственные слова, лучше промолчите весь день. Нынче очень вероятна возможность сесть в лужу по собственной глупости.

Бизнес-гороскоп на 27 ноября 2019 года 
 Чем больше вы думаете о работе и о деньгах, тем меньше внимания уделяете близким вам людям, что им, безусловно, не очень-то нравится. Сегодня самый подходящий день для того, чтобы как-то изменить сложившуюся ситуацию. Может быть, стоит хотя бы на день уйти от рутины работы?

Любовный гороскоп на 27 ноября 2019 года
Даже если вы собираетесь выскочить из дома на секунду, всего лишь чтобы зайти в магазин за хлебом, все равно звезды советуют вам выглядеть на миллион долларов, а то и больше. Сегодня ваша судьба может найти вас неожиданно, и будет очень обидно предстать перед ней в неряшливом виде.",868,27 ноября
15,"Гороскоп на 26 ноября 2019 года 
 Сегодня очень велик будет соблазн все бросить и хорошенько развлечься. Увы, это вам вряд ли удастся. На вас будет возложена довольно большая ответственность.

Бизнес-гороскоп на 26 ноября 2019 года 
 Постарайтесь оправдать сегодняшний праздник: будьте независимы от обстоятельств, обязательств, в том числе непосредственно связанных с вашей трудовой деятельностью. Почувствуйте дух свободы, расправьте крылья и летите солнцу и ветру навстречу. Вам должно понравиться.

Любовный гороскоп на 26 ноября 2019 года
Тельцам нынче стоит как можно трепетнее отнестись к вопросам здоровья членов семьи, обязательно поинтересоваться их самочувствием и ни в коем случае не нагружать тяжелой работой. Нужно что-то перетащить, а муж валяется на диване – путь отдыхает, позвоните другу, заодно и пообщаетесь. Или, быть может, жена не хочет возиться с готовкой, ссылаясь на головную боль – отлично, вы давно не виделись с мамой.",948,26 ноября
16,"Гороскоп на 25 ноября 2019 года 
 Сегодня вас будет тянуть в дальние дали на поиски приключений. Впрочем, если первое желание (дали) может оказаться затруднительным для выполнения, то условий для удовлетворения второго вы сможете найти в избытке и дома.

Бизнес-гороскоп на 25 ноября 2019 года 
 Сегодня для вас самое главное - это поверить в себя и в собственные силы, ведь в этот день ваш успех, ваша карьера и благополучие будут зависеть от образа вашего мышления, а также от умения поддержать хорошие отношения со всеми своими коллегами и партнерами.

Любовный гороскоп на 25 ноября 2019 года
Главное – надейтесь и верьте. Чем сильнее будут два этих чувства, тем больше вероятность того, что ваши мечты касательно вашего любимого человека сбудутся. Увы, больше ничем вы исполнению вашего желания помочь не сможете. Только надеждой и верой. Верой и надеждой.",862,25 ноября
17,"Гороскоп на 24 ноября 2019 года 
 Сегодня вам, возможно, придется встать на защиту силы, которая неизмеримо больше вас. Когда все закончится благополучно, не забудьте предъявить этой силе счет.

Бизнес-гороскоп на 24 ноября 2019 года 
 Сегодня вы будете пребывать в великолепном состоянии и духа: любые проблемы покажутся вам незначительными и не требующими никаких усилий. Однако дело у вас имеется, и совсем не такое простое, как кажется на первый взгляд, так что приступайте к нему со всей серьезностью.

Любовный гороскоп на 24 ноября 2019 года
Сегодня ваш любимый человек не будет верить тому, что вы ему скажете, принимая это в лучшем случае за шутку, а в худшем – за наглую ложь. Что ж, придется воздержаться от серьезных разговоров и интересующих вас тем. Хотя бы во избежание конфликтов.",797,24 ноября
18,"Гороскоп на 23 ноября 2019 года 
 Исчерпайте имеющиеся у вас возможности, прежде, чем искать новые. В противном случае можете лишиться и тех, что у вас были, и не получить других.

Бизнес-гороскоп на 23 ноября 2019 года 
 Ваше материальное положение может значительно улучшиться благодаря помощи других. Но не забывайте о благодарности! И не стоит злоупотреблять мелкими тратами, исходя из тех соображений, что это пустяки. Их количество может оказаться настолько большим, что ваше финансовое положение пострадает.

Любовный гороскоп на 23 ноября 2019 года
Ваши тайны сегодня могут стать достоянием общественности. Стоит ли давать окружающим повод посудачить о нюансах вашей личной жизни? Вряд ли - а значит, этот день рекомендуется провести так, чтобы придраться было решительно не к чему. Или, хотя бы, так, чтобы никто ничего не заметил, хоть это и труднее.",861,23 ноября
19,"Гороскоп на 22 ноября 2019 года 
 Даже одиночеством можно наслаждаться, особенно если оно редкое и желанное. Но не забывайте все же, что человек - животное стадное и долгое одиночество вредит его здоровью.

Бизнес-гороскоп на 22 ноября 2019 года 
 Не будьте столь категоричны, как обычно, дайте людям показать себя, дайте им хоть малейшую возможность раскрыться и проявить свои позитивные качества. Ведь вы судите обо всем с высоты вашего опыта, и не учитываете, что не все могут то, что вам так легко дается.

Любовный гороскоп на 22 ноября 2019 года
Сегодня вам будет непросто понять, чего от вас добивается ваш любимый человек. Вы построите тысячу и одно интересное предположение, однако велика вероятность того, что истины так и не узнаете, ибо она, как водится, будет где-то рядом. Главное, чтобы это на стратегии вашего поведения не отразилось.",851,22 ноября
20,"Гороскоп на 21 ноября 2019 года 
 Если никто не желает последовать за вами, то вам придется отправляться в одиночестве. Не тратьте больше времени на уговоры, ступайте, возможно, к вам присоединятся позже.

Бизнес-гороскоп на 21 ноября 2019 года 
 Не мудрите, пытаясь придумать какую-то уникальную возможность подзаработать. Нынче самыми верными решениями будут наиболее простые и естественные. Они же будут и наиболее прибыльны.

Любовный гороскоп на 21 ноября 2019 года
Сегодня велика вероятность того, что в вашем тандеме наметится некоторый разлад. Вам и вашему любимому человеку захочется шипеть, ругаться и огрызаться друг на друга. Не стоит держать отрицательную энергию в себе. Если вы найдете куда ее выплеснуть помимо вашей половинки – отлично, а если нет… Что ж, иногда поссориться тоже не помешает.",810,21 ноября
21,"Гороскоп на 20 ноября 2019 года 
 Сегодня вы одержите пусть небольшую, но победу. Этот день принесет вам уважение окружающих.

Бизнес-гороскоп на 20 ноября 2019 года 
 Сегодня для каждого своего шага продумываете и варианты путей отступления: так вы сумеете при плохой расстановке сил избежать неприятных последствий. В решении трудных дел доверьтесь своему шестому чувству и ни в коем случае не падайте духом, что бы ни случилось.

Любовный гороскоп на 20 ноября 2019 года
В этот день вам захочется легких и необременительных отношений, без каких бы то ни было обязательств с вашей стороны. Тогда придется вам смириться с тем, что и у вашей второй половины таких обязательств перед вами не будет: два свободных и в общем-то чужих друг другу человека...",754,20 ноября
22,"Гороскоп на 19 ноября 2019 года 
 Сегодня желание проявить себя будет бросать вас из крайности в крайность. Поделать с этим ничего не удастся, главное - постараться, чтобы это не отразилось негативно на взаимоотношениях с окружающими.

Бизнес-гороскоп на 19 ноября 2019 года 
 Не торопитесь сегодня рубить с плеча и высказывать вашему коллеге, начальнику или партнеру все, что вы о них думаете. Наверняка ведь ничего хорошего не думаете, а дел вам вместе вершить еще очень и очень много. Может быть, стоит быть несколько более толерантным?

Любовный гороскоп на 19 ноября 2019 года
В этот день вы поймёте, что те привычки, которые вас раздражали некогда в вашем любимом человеке, не вызывают в вас больше отрицательных чувств. Напротив, они вас умиляют как в его исполнении, так и в исполнении других людей. Вы и этих других готовы полюбить за то, что они чем-то похожи на вашу половинку...",891,19 ноября
23,"Гороскоп на 18 ноября 2019 года 
 Будьте терпеливы, в течение ближайшего времени мало что сможет вас порадовать. Однако ожидание ваше, сколь бы тоскливым оно ни было, будет вознаграждено сторицей.

Бизнес-гороскоп на 18 ноября 2019 года 
 Вы долго решались показать всем, на что вы способны? Сегодня вы будете наконец-то готовы взять на себя инициативу и проявить свои лидерские качества. Главное для вас это не переоценить свои возможности и обращать внимание на рекомендации коллег и советы друзей.

Любовный гороскоп на 18 ноября 2019 года
В этот день вам очень захочется сделать вашему любимому человеку какое-то замечание, направить его на путь истинный и вообще объяснить, что не прав тут он, а никак не вы. Однако вряд ли у вас это получится: ваши речи не будут восприниматься адекватно.",795,18 ноября
24,"Гороскоп на 17 ноября 2019 года 
 Далеко не все можно восстановить. Вспомните об этом, прежде чем бить в сердцах об пол старинную вазу, желая доказать свою правоту домашним. Потеряете и вазу, и их уважение.

Бизнес-гороскоп на 17 ноября 2019 года 
 Сегодня вы станете перед выбором, продолжать ли неотступно следовать своим принципам или воспользоваться моментом, чтобы обзавестись хорошими и очень полезными связями. Выбор за вами. Подумайте, готовы ли вы на жертву ради успеха?

Любовный гороскоп на 17 ноября 2019 года
Сегодня вашему любимому человеку захочется стать вашей путеводной звездой, единственным, незаменимым и необходимым. Нельзя сказать, что вас так уж обрадует это его желание, однако и в нем есть свои привлекательные моменты, которые вы непременно найдете, если очень этого захотите.",803,17 ноября
25,"Гороскоп на 16 ноября 2019 года 
 Сегодня у вас не должно возникнуть проблем с помощью, даже со стороны тех людей, от которых вам и в голову не пришло бы чего-либо ожидать. Пользуйтесь, такое случается не каждый день.

Бизнес-гороскоп на 16 ноября 2019 года 
 Даже если вам неприятно общение с коллегой или деловым партнером, не вздумайте демонстрировать это. Будьте дипломатичны, ведь не всегда возможно, чтобы вас окружали только ваши друзья: иногда нужно проявить все свои навыки делового общения и быть корректным по отношению к окружающим вас людям.

Любовный гороскоп на 16 ноября 2019 года
Ни вы, ни ваш любимый человек не будете сегодня отличаться особой разговорчивостью. За день вы не обменяетесь и десятком слов, даже если все время будете находиться рядом. Что ж, это не так и плохо: близкий человек – не тот, с кем есть о чем поговорить, а тот, с кем есть о чем помолчать...",888,16 ноября
26,"Гороскоп на 15 ноября 2019 года 
 Не пытайтесь ничего делать в одиночку. Зачем потеть одному, если сегодня вы безо всякого труда сможете привлечь к делу массу народу. Причем никто даже и не заикнется о том, что у него, дескать, и свои дела есть.

Бизнес-гороскоп на 15 ноября 2019 года 
 Сегодня вы рискуете слишком переутомиться на работе, поэтому, чтобы в конце дня вас не выносили на носилках из офиса, постарайтесь спланировать свой график так, чтобы можно было переключаться с одного вида деятельности на другой. Также постарайтесь сегодня не входить ни с кем в конфликт.

Любовный гороскоп на 15 ноября 2019 года
Сегодня вам стоит решать все ваши проблемы по мере поступления. А значит, придется раз за разом принимать верные решения, зачастую даже без чьей бы то ни было поддержки. Однако в итоге у вас должно все получиться, и ваш любимый человек будет более чем доволен результатом.",892,15 ноября
27,"Гороскоп на 14 ноября 2019 года 
 Если в вашей жизни случится неудачный день, это еще не будет означать конца света. Может вы просто делаете что-то не так? Оглядитесь.

Бизнес-гороскоп на 14 ноября 2019 года
 Сегодня может возникнуть очень неприятная ситуация на службе, потому как кто-то, кажется, решит выставить вас перед начальством в плохом свете и даже попытается вас оклеветать. Только от вашего умения убеждать и сохранять хладнокровие будет зависеть итог, умейте защитить себя!

Любовный гороскоп на 14 ноября 2019 года
Протяните руку помощи тому, кто в ней нуждается! И ничего не просите в благодарность за оказанное содействие. Ваше благородство окупится сторицей. Во-первых, вы почувствуете себя очень важным и нужным человеком. А во-вторых, ваша половинка сможет вами гордиться и не скрывать своей гордости.",822,14 ноября
28,"Гороскоп на 13 ноября 2019 года 
 Постарайтесь не обижаться сегодня на своих друзей, даже если вдруг так и останетесь ими не понятым. В самом ближайшем будущем они оценят ваши мысли и действия по достоинству.

Бизнес-гороскоп на 13 ноября 2019 года 
 Сегодня вам будет нелегко побороть собственное нежелание работать и все-таки приступить к делам общественно полезным. Однако чем скорее вы возьмете себя в кулак, тем скорее вы сможете позволить себе расслабиться. Поэтому в ваших же интересах раньше начать, чтобы раньше закончить.

Любовный гороскоп на 13 ноября 2019 года
Если вы надумали твердо прожить с вашим любимым человеком долгую и счастливую жизнь и умереть через сто лет в один день, именно сегодня подходящий день для того, чтобы на это намекнуть. Только тонко и аккуратно, дабы не испугать хорошего человека: ему такая мысль, возможно, в голову еще не приходила.",876,13 ноября
29,"Гороскоп на 12 ноября 2019 года
 Сегодня для вас важно понимание целей вашего семейства. Понимание сближает, а это как раз то, что вам сейчас нужно.

Бизнес-гороскоп на 12 ноября 2019 года 
 Сегодня особенно успешный день ожидает тех Тельцов, кто работает в сфере точных наук и компьютерный технологий. Ваше финансовое благополучие напрямую будет связано с тем, как хорошо вы сумеете наладить нужные контакты, так что будьте приветливы и умейте понравиться.

Любовный гороскоп на 12 ноября 2019 года
Сегодня вашему любимому человеку будет непросто понять, какие именно цели вы преследуете в вашей повседневной жизни и как он в эти цели вписывается. Постарайтесь объяснить ему, где в шкале ваших жизненных ценностей и приоритетов находятся чувства и как в эту концепцию вписывается он.",786,12 ноября
