,text,length,date,type,index in posts
40,"Сегодня вашему любимому человеку будет непросто поверить в то, что он вам действительно нужен, важен и интересен. Напротив. Его будут терзать невесёлые мысли на совершенно противоположную тему. Постарайтесь сделать все возможное для их ликвидации, в противном случае, ваши отношения могут ухудшиться.",772,29 ноября,love,13
41," Сегодня у вас может появиться навязчивая идея, которая не даст вам покоя, пока вы не воплотите ее в жизнь, либо не убедитесь в полной ее несостоятельности. Общаться с вами будет непросто.",772,29 ноября,simple,13
42," С неожиданной легкостью вы справитесь со всеми трудностями, с которыми вам сегодня предстоит столкнуться. Но не стоит надеяться, что и в дальнейшем, всё будет идти как по маслу, скорее наоборот: кажущиеся простыми дела обернутся большими проблемами, поэтому будьте к этому готовы.",836,28 ноября,business,14
43,"Сегодня ваш любимый человек без конца будет повторять вам, что любит вас. Поначалу вам это будет приятно, но потом значение такого прекрасного слова сотрется и выцветет, как старая фотография, которая долго пролежала на солнце. Может быть, стоит приберечь это слово для более торжественных случаев?",836,28 ноября,love,14
44, Сегодня у вас может совершенно неожиданно появиться возможность получить недурную прибыль. Главное - эту самую возможность не проглядеть.,836,28 ноября,simple,14
45," Сегодня вам предстоит расширить поле своей компетенции, причем не на словах, а всерьез занявшись делом самообразования. Иначе нынешних проблем вам не решить.",805,27 ноября,business,15
46,"Сегодня стоит верить в приметы и неукоснительно им следовать. Чёрная кошка - ваш враг. Счастливый билетик - ваш друг. Окружающий мир посылает вам знаки, которые вам просто необходимо расшифровать, чтобы принять наилучшее решение! И если по дороге на свидание вы встретили женщину с пустыми ведрами - лучше свидание отменить. На всякий случай.",805,27 ноября,love,15
47," Сегодня обычно свойственная вам застенчивость будет забыта. Вы удивитесь, насколько легко вам будет заговорить с незнакомцем как со старым другом. Возможно, вы приобретете новых друзей.",805,27 ноября,simple,15
48," Перестаньте беспрестанно обращаться за советом к начальству, иначе ваш шеф решит, что вы и шагу не способны сделать самостоятельно без его рекомендации. Учитесь сами принимать решения и отвечать за них. Действуйте продуманно, и тогда вы не будете допускать ошибок.",835,26 ноября,business,16
49,"Сегодня звезды рекомендуют вам восхититься внешним видом вашего любимого человека, даже если ничего особенно восхитительного вы в нем находить и не будете. Постарайтесь однако сделать комплимент очень ярко, красочно и, главное, искренне, чтобы никто не заподозрил подвоха.",835,26 ноября,love,16
50," Вас захлестнула мерзкая липкая волна аглицкого сплина (русской хандры). Побудьте на людях, получите радость от общения с ближними. Сегодня возможно даже начало очередного романа.",835,26 ноября,simple,16
51," Сегодня звезды не рекомендуют вам думать о том, что будет завтра. О дне вчерашнем лучше тоже не вспоминать. Нынче нужно просто отпахать «от забора до обеда», после чего позволить себе заслуженный отдых.",723,25 ноября,business,17
52,"Сегодня вам стоит наконец разобраться в своих чувствах и решить наверняка, любите вы этого человека или же нет. И что вам делать впоследствии и с чувствами, и с человеком - тоже не самый простой вопрос и не самое однозначное решение. Впрочем, при небольшом усилии воли у вас это получится.",723,25 ноября,love,17
53," Сегодня цель будет оправдывать средства. Вам многое простится, если вы добьетесь результата, но надо поспешить.",723,25 ноября,simple,17
54," Что бы вы ни делали на службе, и каких бы титанических усилий ни предпринимали, ваши старания, словно повинуясь какому-то злому року, полетят в тартарары. Не стоит винить во всём себя, вы сделали всё, что могли, лучше отдохните в свой законный выходной день и подумайте обо всём завтра.",873,24 ноября,business,18
55,"Сегодня вам стоит немножко себя побаловать. Или заставить вашего любимого человека сделать это за вас. Точнее, не заставить, а попросить или намекнуть, но так, чтобы он почувствовал, что просто обязан исполнить ваше желание во что бы то ни стало. Побудьте немного хитрым манипулятором.",873,24 ноября,love,18
56," Если сегодня что-то вызовет ваши сомнения, не молчите, объявите об этом во всеуслышание. Предусмотрительность, проявленная нынче, поможет избежать неприятностей в недалеком будущем.",873,24 ноября,simple,18
57," Сегодня ваше понимание целесообразности будет идти вразрез с представлениями о том же самом у вашего непосредственного начальника. Звезды не рекомендуют гнуть свою линию и вступать в дискуссии, если вы не уверены в своей правоте на все сто. В противном случае, инцидент может окончиться неудачно для вас.",819,23 ноября,business,19
58,"Будьте осторожны! Семь раз отмерьте перед тем, как отрезать; десять раз подумайте прежде чем сказать что-либо вашему любимому человеку. Сегодня лучше лишний раз промолчать, чем выдать какое-нибудь не то слово, которое подействует как непогашенная спичка в сухом лесу.",819,23 ноября,love,19
59," Сегодня вы будете видеть и слышать только то, что хотели бы. Это, конечно, здорово, но к вечеру лучше вернуться в реальный мир.",819,23 ноября,simple,19
60," Сегодня вам будет непросто уговорить себя на то, чтобы посвятить работе чуть-чуть больше времени, нежели обычно. Впрочем, если вам все же это удастся, результат трудовой деятельности превзойдет все ваши ожидания, даже самые смелые. Постарайтесь поверить собственным аргументам.",821,22 ноября,business,20
61,"Сегодня вашему любимому человеку будет непросто понять ваши шутки, да и чувство юмора ваше будет казаться ему несколько специфическим. Поэтому постарайтесь выбирать слова и анекдоты, задумываться над теми историями, которые хотите рассказать – да и вообще быть несколько осторожнее.",821,22 ноября,love,20
62," Сегодняшний день вы проведете в состоянии нерешительности по любому поводу. Чтобы особенно не мучаться выбором, послушайтесь совета ближнего.",821,22 ноября,simple,20
63," Ваши усилия не могут быть не замечены и не поощрены со стороны начальства. Так что хоть в лепешку разбейтесь, но продемонстрируйте, что вас есть за что хвалить.",817,21 ноября,business,21
64,"Сегодня вам будет довольно одиноко в обществе вашего любимого человека, даже если вы сами себе в этом не признаетесь. Увы, в этот день вы будете настроены на разные волны и будете говорить о разных вещах. Что, впрочем, не помешает вам чувствовать себя довольно счастливым.",817,21 ноября,love,21
65," Сегодня вас могут здорово загрузить проблемами, к вашим делам никакого отношения не имеющими, а потом вежливо сказать спасибо. Постарайтесь не попасться на эту удочку и, сколь бы неловко вам ни было, поинтересоваться, а что собственно, вы будете с этого иметь.",817,21 ноября,simple,21
66," Прислушайтесь к советам ваших друзей. Вы зря считаете их такими уж некомпетентными, последнее время вы стали чересчур горды и не замечаете, что другие окружающие вас люди тоже многое знают и умеют. Будьте внимательнее, прислушивайтесь к тому, что вам говорят.",858,20 ноября,business,22
67,"Сегодня вам придется нести ответственность не только за вашего любимого человека, но и еще за кого-то, кто по неосторожности, нечаянно или преднамеренно в вас влюбился. Непростое это будет занятие – убеждать его, что вам его любовь вовсе не нужна. Однако сделать это придется.",858,20 ноября,love,22
68, Сегодня в вас особенно сильно будет чувство локтя. Вы сможете без проблем влиться в любой коллектив и присоединиться к любого рода деятельности. Однако стать инициатором чего-то самому вам будет сложно.,858,20 ноября,simple,22
69," Сегодня любые попытки рационализировать ваш рабочий процесс, навести порядок на рабочем месте или придумать алгоритм выполнения рутинной работы будут оканчиваться неудачей, но каждая последующая будет куда менее сокрушительной, нежели предыдущая. Дерзайте!",871,19 ноября,business,23
70,"Сегодня ваш любимый человек будет без слов вас понимать. Звёзды рекомендуют воспользоваться этим преимуществом и постараться объяснить ему нечто такое, что русский или какой-нибудь другой язык выразить просто не в состоянии. Разве что язык жестов окажется достойным помощником.",871,19 ноября,love,23
71," Если вам сегодня захочется чего-нибудь новенького и неожиданного, сходите в ресторан и закажите какое-нибудь непонятное блюдо. Поверьте, это окажется самым дешевым и безболезненным способом удовлетворить свое желание.",871,19 ноября,simple,23
72," Сегодня велика вероятность того, что вы вступите в конфликт с законом. Вряд ли он окажется фатальным для вас и вашей карьеры, однако несколько неприятных минут пережить вам, к сожалению, придется. Постарайтесь все предусмотреть и замаскировать как следует.",813,18 ноября,business,24
73,"Сегодня вам стоит особенно остерегаться слов вроде «всегда» и «никогда» и по возможности их не употреблять. Постарайтесь и в исполнении вашего любимого человека их близко к сердцу не принимать, поскольку они не будут значить ровным счетом ничего. Разве что окажутся стилистическим приемом.",813,18 ноября,love,24
74," Сегодняшний день обещает быть чрезвычайно удачным в деловом отношении. Засучивайте рукава и беритесь за дело. Вы сумеете доказать, что вы - лучший.",813,18 ноября,simple,24
75," Нынче хорошо бы закончить хоть одно дело. Можно — промежуточный этап — ну хоть что нибудь, чтобы появилась возможность утереть трудовой пот со лба и сказать «ну, вот и все».",875,17 ноября,business,25
76,"Чем меньше вы в этот день будете доверять окружающим вас людям, близким и не очень, тем будет лучше для вас и ваших любовных отношений. Даже если все вокруг будут твердить вам о том, что ваша половинка вам неверна, а вы уверены в обратном, то правы вы, а не они.",875,17 ноября,love,25
77," Сегодня к вам будут относится как к маленькому ребенку, абсолютно лишенному способности самостоятельно мыслить. С утра вас могут заставить надеть именно эту шапку, а вечером предмет типа электродрели или миксера в ваших руках может вызвать у окружающих настоящую истерику. Постарайтесь перенести это испытание спокойно.",875,17 ноября,simple,25
78," Сегодня свободного времени у вас почти не будет, каждый раз, когда вы соберетесь отвлечься хоть на несколько минут, будет возникать новое дело. Постарайтесь, однако, сделать все возможное для того, чтобы этот напряженный период не продлился слишком долго.",809,16 ноября,business,26
79,"Увы, все, что вы скажете, сегодня будут принимать за шутку. К счастью, неизменно смешную, так что в глупом положении вы не окажетесь точно. Поэтому не стоит на сегодня планировать серьезных разговоров с вашим любимым человеком: все равно нужных результатов не добьетесь. Разве что настроение ему поднимете.",809,16 ноября,love,26
80," Сегодня, равно как и следующие несколько дней, лучше посвятить приспосабливанию к обстоятельствам, нежели попыткам их изменить.",809,16 ноября,simple,26
81," Сегодня вам предстоит заняться новым ответственным делом, к которому вы вовсе не прикипели душой, но вас постоянно будет кто-то отвлекать. С одной стороны, вы будете рады этому, ведь оттягивается момент, когда вы приметесь за выполнение трудного задания, но с другой вы рискуете ничего не успеть.",849,15 ноября,business,27
82,"Сегодня звёзды рекомендуют вам быть экстравагантным и непредсказуемым. Именно эти качества станут вашими козырями в общении с вашим любимым человеком. В противном случае, ему может стать с вами скучно, и он воспользуется первой же возможностью, чтобы сменить вашу компанию на более интересную.",849,15 ноября,love,27
83, Сегодня вам стоит слегка умерить гордыню. Демонстрация легкого смирения иногда идет делам на пользу. Заодно и парочку конфликтов разрешите.,849,15 ноября,simple,27
84," Всё, что бы с вами сегодня ни случилось, поможет вам лучше разбираться в людях и находить выход из сложных ситуаций. Результатом сегодняшнего дня станет для вас бесценный опыт, хотя сразу понять это удастся немногим.",799,14 ноября,business,28
85,"Будьте внимательны ко всему, что скажет вам ваш любимый человек. Сегодня какая-то его фраза должна стать принципиально важной для развития ваших отношений и их радостного или не очень продолжения. Причём он, скорее всего, этого сам даже не осознает. Значит, осознаете вы.",799,14 ноября,love,28
86," Сегодняшний день предназначен для плодотворного сотрудничества, а уж с кем именно - выбирать вам. Ни в коем случае не вступайте в споры и не распространяйте сплетни. Это обернется против вас.",799,14 ноября,simple,28
87," Не бойтесь разорвать отношения с вашими партнерами по бизнесу, если вы понимаете, что они уже изжили себя. Будьте решительны и действуйте, в первую очередь, в интересах компании. Возможно, вам сегодня придется потупиться своим личным душевным спокойствием.",833,13 ноября,business,29
88,"Сегодня вашему любимому человеку будет радостно и странно наблюдать, какие перемены в вас произошли. Возможно, произошли они довольно давно, но заметно это стало лишь в этот день. Что ж, наблюдайте за удивленными глазами вашей половинки и гордитесь произведенным эффектом.",833,13 ноября,love,29
89," Сегодня вы станете свидетелем тихого помешательства, которое охватит всех без исключения. Не пытайтесь образумить людей, лучше постарайтесь не выделяться, зачем беспокоить сумасшедших?",833,13 ноября,simple,29
90," Сегодня амбициозность и, возможно, даже излишняя вера в собственные силы позволят вам сделать этот ваш рабочий день исключительно удачным, причем не только для вас, но и для вашей фирмы в целом. Постарайтесь однако не переиграть: звездная болезнь вам ни к чему.",770,12 ноября,business,30
91,"Сегодня вы почувствуете к вашему любимому человеку необъяснимое тепло, причем в таких количествах, что вам захочется поделиться им со всем миром. Только не растратьте его зря: однажды, когда вам станет очень холодно, вы вполне сможете им согреться.",770,12 ноября,love,30
92," Сегодня вам очень пригодится хороший друг. Если это возможно, стоит предупредить его заранее, ибо времени вы у него отнимете довольно много.",770,12 ноября,simple,30
93," Сегодня звезды не рекомендуют вам даже вспоминать о том, что у вас есть какие бы то ни было служебные обязанности. Все равно в силу тех или иных обстоятельств выполнить вы их не сможете, поэтому просто расслабьтесь и получайте удовольствие.",766,11 ноября,business,31
94,"Сегодня вы будете склонны к тому, чтобы неправильно трактовать слова вашего любимого человека, причём его это будет не столько обижать, сколько удивлять: он-то будет искренне верить в то, что говорит всё предельно ясно, понятно и без каких бы то ни было поводов для сомнений...",766,11 ноября,love,31
95," Сегодня, задавшись каким-то вопросом, вам придется попотеть, выясняя истину. Возможно, кому-то очень не с руки ваше любопытство.",766,11 ноября,simple,31
96," Даже если вам кажется, что окружающие не оценивают вас по достоинству, не замечают ваших заслуг, не волнуйтесь – это не более чем иллюзия. Аккуратно напомните о себе, но ни в коем случае не срывайтесь и не обижайтесь – обида будет неоправданна.",797,10 ноября,business,32
97,"Сегодня вы очень неожиданно для себя можете встретить вашу вторую половинку где-то там, где вы меньше всего ожидали ее увидеть. Она будет совсем такой, как вы ее себе представляли. Только, наверное. Еще лучше. И добиться ее внимания окажется вполне посильной для вас задачей!",797,10 ноября,love,32
