,text,length,date
10,"Гороскоп на 1 декабря 2019 года 
 Не будьте букой. Приветливая улыбка далеко не всегда придает лицу идиотское выражение. Хотя, это конечно от лица зависит...

Бизнес-гороскоп на 1 декабря 2019 года 
 Сегодня только скорость вашей реакции и ваша интуиция помогут вам избежать проблем с работой, которые вполне могут возникнуть несмотря на то, что день является выходным. Главное – довериться себе, поверить в свои силы и не останавливаться ни перед какими препятствиями.

Любовный гороскоп на 1 декабря 2019 года
Сегодня вам придется стать гостеприимным хозяином или радушной хозяйкой для близких и родных людей вашего любимого человека. Именно вам придется править балом в этот день, заботясь о том, чтобы всем было хорошо, уютно, весело и вкусно. Это не очень просто, зато довольно-таки приятно.",797,1 декабря
11,"Гороскоп на 30 ноября 2019 года 
 Если вам кажется, что ваши принципы лишь осложняют вам жизнь, значит пришло время их пересмотреть. Так ли все они верны? Большинство ваших проблем таковыми даже не являются.

Бизнес-гороскоп на 30 ноября 2019 года 
 Сегодня наконец-то настанет время для самостоятельно принятых решений. Ничего не бойтесь! Наоборот, надеясь только на себя, вы в будущем сможете не только гордиться собой, что не спасовали перед трудностями, но, кроме этого, увидите, какие великолепные результаты будет иметь ваша инициатива.

Любовный гороскоп на 30 ноября 2019 года
Будьте собой! Ваш любимый человек любит именно вас, а не тот образ, который вы хотите принять! А если так получается, что он любит образ, то стоит задуматься о том, стоит ли продолжать с ним близкое общение. Всю жизнь играть кого-то вы явно не сможете, а расставаться потом будет значительно больнее.",886,30 ноября
12,"Гороскоп на 29 ноября 2019 года 
 Сегодня вы будете склонны делать из мухи слона. Это неразумно по двум причинам: во-первых, все не так уж и плохо, а во-вторых, слоны в наших широтах очень мерзнут, это жестоко по отношению к бедному животному.

Бизнес-гороскоп на 29 ноября 2019 года
Такое количество разного рода идей порой на работе к вам не приходит, а вот сегодня как назло от них не будет отбоя. Возьмите блокнот и записывайте! Гениальные решения иногда приходят, казалось бы, из абсолютно обычных явлений. Всё, что вы сегодня придумаете, поможет вам в дальнейшем!

Любовный гороскоп на 29 ноября 2019 года
Если в вашей душе копошится червячок и грызет вас изнутри, приговаривая: «Это не тот человек, который тебе нужен… Не тот… Не тот…», - прислушайтесь к зверю потребуйте от него аргументированных доводов. Может быть, он истину глаголет. С червячками это иногда случается.",881,29 ноября
13,"Гороскоп на 28 ноября 2019 года 
 Сегодняшний день прекрасно подойдет для проведения важных переговоров. Вы будете в меру красноречивы и необыкновенно убедительны.

Бизнес-гороскоп на 28 ноября 2019 года 
 Сегодня звёзды советуют вам не отказываться от сотрудничества. День благоприятен и для переговоров, и для подписания бумаг. Только будьте внимательны, прежде чем поставить свою закорючку по очередным договором, хотя бы почитайте его.

Любовный гороскоп на 28 ноября 2019 года
Успех семейной жизни Близнецов сегодня напрямую будет зависеть от того, удастся ли супругу использовать все возможности для вашего отдыха. Вам, вероятно, надоело прозябать в четырёх стенах и хочется на волю. Что, партнер занят? Не беда, идите проветритесь самостоятельно.",754,28 ноября
14,"Гороскоп на 27 ноября 2019 года 
 Сегодня у вас может разыграться воображение. Возможно буквально все - от кошмаров во время послеобеденного сна до явственно слышимых стонов привидений в коридоре вашей квартиры. Не перенапрягайте нервы, если вам страшно войти в темную комнату, возьмите кого-нибудь с собой.

Бизнес-гороскоп на 27 ноября 2019 года
Сегодняшний день может раскрыть вам заманчивые карьерные перспективы. Если так - не стоит откладывать решение, сейчас всё сложится как нельзя более удачно. Так что смело принимайте предложения, которые сулят вам профессиональный рост и высокую зарплату, это может быть работа вашей мечты.

Любовный гороскоп на 27 ноября 2019 года
Поторопитесь! У вас осталось не так много времени. как вам могло бы это показаться с первого взгляда. Если вы действительно хотите достичь того счастья, которое вы себе наметили, и с тем человеком, которого любите, то действовать следует максимально быстро и оперативно!",950,27 ноября
15,"Гороскоп на 26 ноября 2019 года 
 Ваше эго стало слишком колючим, его надо бы пригладить, пока этого не сделали другие. Позаботьтесь заодно и о своем внешнем виде.

Бизнес-гороскоп на 26 ноября 2019 года 
 Сегодня вам, возможно, придется заняться совершенно не своим делом. Похоже, ваша помощь потребуется кому-то из близких. Помогите, даже если вы не вполне понимаете, в чем суть его деятельности. По счастью, ваша работа вам мешать в этом непростом и очень ответственном деле не будет.

Любовный гороскоп на 26 ноября 2019 года
Помните, что звезды есть всегда. Просто их иногда не видно за тучами. И если сейчас у вас какие-то проблемы на личном фронте в общем и с вашим любимым человеком в частности, это вовсе не значит, что все плохо и плохо будет всегда. Однажды тучи разойдутся, и вам откроется потрясающее звездное небо. Надо лишь немного подождать.",858,26 ноября
16,"Гороскоп на 25 ноября 2019 года 
 Если вы сегодня чего-то не поймете, это может не самым лучшим образом отразиться на вашей дальнейшей жизнедеятельности. Так что лучше десять раз переспросите.

Бизнес-гороскоп на 25 ноября 2019 года 
 День будет очень успешен для организации деловых поездок и ведения переговоров. В сможете выступить посредником в различного рода коммерческих предприятиях. Чем лучше вы проявите себя, тем значительнее будут ваши шансы получить хорошее вознаграждение.

Любовный гороскоп на 25 ноября 2019 года
Сегодня не стоит придавать большого значения вялости и необщительности вашего любимого человека. Возможно, он просто устал и хочет спать, не имея при этом ничего против вашего общества и общения с вами. Будьте ласковы, лояльны и нежны. Можете даже самолично уложить его в постель и спеть ему колыбельную.",834,25 ноября
17,"Гороскоп на 24 ноября 2019 года 
 Сегодня вы можете оказаться под серьезным давлением. Тем большую гордость вы будете испытывать, продолжая идти своим путем.

Бизнес-гороскоп на 24 ноября 2019 года 
 Сегодня ваш начальник обязательно пойдет вам навстречу, если вы обоснуете для него необходимость того или иного действия, движения вперед или назад в вашем общем деле. Основная ваша задача – быть убедительным и настойчивым, иначе ничего у вас не выйдет.

Любовный гороскоп на 24 ноября 2019 года
Сегодня с ваших глаз упадут очередные розовые очки, и вы взглянете на вашего любимого человека куда менее защищенными от реальности глазами. Вполне возможно, настоящий его образ понравится вам даже больше, чем тот, который вы сами себе придумали, поэтому не спешите бояться заранее.",779,24 ноября
18,"Гороскоп на 23 ноября 2019 года 
 Сегодня, заметив пару чертей, не пугайтесь за свое здоровье. Просто у вас откроется дар видеть то, что не дано видеть другим. Переждите денек, он и закроется.

Бизнес-гороскоп на 23 ноября 2019 года 
 Ваши финансовые возможности позволяют сегодня задуматься о крупных серьезных приобретениях. Тем более что выходной день способствует этому наличием большого количества свободного времени. Насладитесь процессом покупки так, чтобы зарядиться оптимизмом и желанием заработать еще на всю неделю!

Любовный гороскоп на 23 ноября 2019 года
Сегодня вам захочется чем-то удивить вашего любимого человека, поэтому вы пойдете на довольно серьезные изменения. Например, сделаете новую прическу, выберете новый стиль одежды или новую манеру поведения. Главное, не испугать его окончательно, как бы не сбежал.",832,23 ноября
19,"Гороскоп на 22 ноября 2019 года 
 Сегодняшний день будет зависеть от того, как вы его начнете, сможете ли поймать верный ритм действий. Не позволяйте слишком себя торопить, это приведет лишь к полной недееспособности.

Бизнес-гороскоп на 22 ноября 2019 года 
 Сегодня вам следует ко всему, что касается вашей трудовой деятельности, подходить с неизменным чувством юмора. Постарайтесь сделать все возможное для того, чтобы ни один из рабочих вопросов не заставил вас нахмуриться даже на минуту.

Любовный гороскоп на 22 ноября 2019 года
Если вам интересно с человеком общаться, это вовсе не значит, что с ним пора налаживать более тесные отношения. Наличие статуса обычно неблаготворно влияет на развитие отношений, повышает критичность восприятия. Не стоит переводить из разряда интересных собеседников в разряд потенциальных половинок всех кого не лень.",855,22 ноября
20,"Гороскоп на 21 ноября 2019 года 
 Сегодня вы можете почувствовать недостаток сил, как физических, так и душевных. Последнее опаснее, потому постарайтесь по возможности избегать общества излишне эмоциональных людей.

Бизнес-гороскоп на 21 ноября 2019 года
 Сегодня вы явно будете расположены пофилософствовать. Само по себе это неплохо, но если в разгар рабочей лихорадки вас застукают в расслабленной позе с блаженной улыбкой на устах, могут и не понять.

Любовный гороскоп на 21 ноября 2019 года
В этот день вашему любимому человеку будут непонятны некоторые ваши проблемы, поэтому он будет судить все, что с вами происходит, со своей точки зрения. А значит, некоторое взаимонепонимание вам обеспечено. Остается надеяться, что вам все же удастся прийти к компромиссному решению.",781,21 ноября
21,"Гороскоп на 20 ноября 2019 года 
 Сегодня все будет как-то не так. Тот, к кому вы хотели бы проявить внимание, оттолкнет вас, и, напротив, желая побыть в одиночестве, вы окажетесь в окружении шумной толпы пристающих к вам людей.

Бизнес-гороскоп на 20 ноября 2019 года 
 Сегодня вам вряд ли удастся сэкономить. Возникнет множество неожиданных ситуаций, которые потребуют от вас значительных затрат. Ничего катастрофического, впрочем, день не предвещает — более того, вы откроете свой кошелек с чувством облегчения.

Любовный гороскоп на 20 ноября 2019 года
У Близнецов сегодняшний день очень хорош для поездок на природу, в лес, поближе к свежему воздуху. Вероятно, вам следует выбраться на пикник - но будьте осторожны с огнём. А еще лучше - обойдитесь без него вовсе.",770,20 ноября
22,"Гороскоп на 19 ноября 2019 года
 Сегодня близкие ваши будут на удивление лояльны по отношению к вашим действиям и внимательны к вашим словам. Воспользуйтесь удачным моментом.

Бизнес-гороскоп на 19 ноября 2019 года 
 Похоже, вы не особо и устали за неделю и теперь просто не знаете, чем занять себя в этот выходной день! Если вы никак не можете придумать себе занятие, то не стоит терять времени даром. Вы можете поработать над отчетом, скажем, пойдя на прогулку в парк, на свежем воздухе вам придут свежие идеи, вот увидите!

Любовный гороскоп на 19 ноября 2019 года
Сегодня вы нечаянно узнаете, какого мнения о вас ваш любимый человек, что он думает на самом деле о вашей личности и ваших с ним отношениях. Полученные сведения стоит тщательнейшим образом проанализировать. И если они хорошие - не расслабляться и не зазнаваться. А если плохие - что ж, исправить что-то вам по силам.",886,19 ноября
23,"Гороскоп на 18 ноября 2019 года
 Вы нынче будете очень чувствительны. Будь вы антенной, это было бы неплохо, но, поскольку судьба распорядилась иначе, придется над собой поработать. Не принимайте все так близко к сердцу, это никому не нужно, а вам вредно.

Бизнес-гороскоп на 18 ноября 2019 года 
 Сегодня вам не следует отвлекаться на какие бы то ни было посторонние мысли, не касающиеся непосредственно вашего трудового процесса. Постарайтесь сделать все возможное для того, чтобы ваш мозг в течение положенных рабочих часов был настроен исключительно на работу.

Любовный гороскоп на 18 ноября 2019 года
Сегодня вашему любимому человеку не придется долго уговаривать вас, чтобы вы приняли от него помощь. Вы ее примете с радостью и совершенно добровольно, ибо другого выхода у вас просто-напросто не будет. Постарайтесь горячо и искренне его за это поблагодарить.",868,18 ноября
24,"Гороскоп на 17 ноября 2019 года 
 Побудьте сегодня нежным и любящим - и близкие порадуются, и самому приятно. Остерегайтесь бесед на спорные темы - они могут перерасти в настоящие баталии, возможно даже не без рукоприкладства.

Бизнес-гороскоп на 17 ноября 2019 года
 Не спешите сегодня заканчивать тот или иной этап вашей деятельности. Лучше немного задержите проект, чем сдайте его недоделанным, недообдуманным и недооформленным. Побудьте немного педантом и занудой.

Любовный гороскоп на 17 ноября 2019 года
Сегодня вам будет казаться, что самые романтические минутки ваших отношений с вашим любимым человеком уже позади и ничто не сможет их вернуть. Впрочем, как вы яхту назовёте, так она и поплывёт: не строит настраивать себя заранее на столь депрессивный лад.",768,17 ноября
25,"Гороскоп на 16 ноября 2019 года 
 Сегодня, взяв на вооружение некую идею, не оставляйте ее ни на минуту. Она слишком хороша, чтобы сротозейничать и позволить реализовать ее кому-то другому.

Бизнес-гороскоп на 16 ноября 2019 года 
 Не бросайтесь из крайности в крайность, четко определитесь, что же вам всё-таки нужно. Сейчас у вас достаточно непростое время, вам хочется и блеснуть талантом организатора, и вернуть себе душевный покой. Помощью вам будет поддержка и понимание ваших близких и гармония в доме.

Любовный гороскоп на 16 ноября 2019 года
Будьте готовы к тяжелой борьбе с мелкими бытовыми неприятностями в большом количестве. Самой трудной задачей при этом будет не выйти победителем, а не разругаться в порыве крайнего раздражения в пух и прах с близкими.",770,16 ноября
26,"Гороскоп на 15 ноября 2019 года 
 Сегодня очень важны будут полезные связи. Если вы знакомы с имяреком - считайте, день удался.

Бизнес-гороскоп на 15 ноября 2019 года 
 Велика вероятность того, что именно вы сегодня будете ответственны за дело, порученное нескольким людям. Проявляйте свои лидерские способности очень корректно, пусть эта небольшая власть не повлияет на трезвость мысли. Будьте требовательны, но справедливы, и ваши усилия будут оценены.

Любовный гороскоп на 15 ноября 2019 года
В этот день прежде чем ставить крест на ваших отношениях, поищите причину, по которой у вас ничего не ладится в последнее время. Возможно, дело в какой-то мелочи, о которой и говорить-то смешно. И исправляется она без особых усилий и практически моментально.",757,15 ноября
27,"Гороскоп на 14 ноября 2019 года 
 Сегодняшний день будет наполнен трудами. Куча хозяйственных дел, которую вы столь долго собирали, вот-вот развалиться, и вам придется если не приступить к решению этих вопросов, то по крайней мере переложить их в другом порядке.

Бизнес-гороскоп на 14 ноября 2019 года
 Удивительно, но сегодняшний день гораздо более подходит для романтических приключений, нежели занятий работой. Может, стоит забыть о работе напрочь, окончательно и бесповоротно – и пожить жизнью романтичного влюбленного? Тем более, что толку от ваших трудов все равно не будет.

Любовный гороскоп на 14 ноября 2019 года
Сегодня вашему любимому человеку придётся вас долго убеждать в справедливости своих утверждений, ибо вы почему-то совсем не будете ему верить, даже если приложите к этому максимум усилий. Впрочем, может быть, в вашей недоверчивости есть некоторый резон, о котором стоит задуматься?",907,14 ноября
28,"Гороскоп на 13 ноября 2019 года 
 Сегодняшний день принесет понимание своих ошибок, однако, умолчит о методах их исправления. Думать придется самому.

Бизнес-гороскоп на 13 ноября 2019 года 
 Каждая маленькая победа будет только укреплять вашу уверенность в себе. Вы сможете гордиться собой не просто потому, что вы любите тешить своё самолюбие, а потому что эти небольшие успехи лишь устилают путь к настоящему триумфу. Теперь подумайте о том, что человека украшает скромность.

Любовный гороскоп на 13 ноября 2019 года
Сегодня ваш любимый человек будет ревновать вас, но не к другу, не к коллеге и не к соседу, а к хобби или работе. Постарайтесь доказать вашей половинке, что она для вас очень важна, но и дело вы бросить не можете. Высшим пилотажем будет придуманное вами доказательство того, что дело это способствует благополучию вашего тандема.",851,13 ноября
29,"Гороскоп на 12 ноября 2019 года 
 Сегодня вы будете одним из лучших представителей человечества, преисполненным лучшими чувствами к остальным его представителям. Только никому об этом не говорите, обидятся.

Бизнес-гороскоп на 12 ноября 2019 года 
 Не стоит увлекаться азартными играми. Звезды не сулят вам в этом удачи. Лучший способ увеличить свое благосостояние – честно заработать все необходимое. В выходной день это сделать, конечно, весьма проблематично, но продумать все пути и способы – более чем возможно.

Любовный гороскоп на 12 ноября 2019 года
Даже если вы сегодня поссорились с вашим любимым человеком, не стоит ни с кем делиться переживаниями. Недоразумение, возникшее между вами, совсем скоро уляжется, а вот неприязнь по отношению к нему у ваших друзей и знакомых останется. Как вам потом с нею бороться?..",825,12 ноября
