,text,length,date
10,"Гороскоп на 1 декабря 2019 года 
 Сегодня вы скорее будете заниматься чужими проблемами, нежели собственными делами. Посему стоит либо переделать все в первой половине дня, либо и вовсе ничего не планировать на этот день.

Бизнес-гороскоп на 1 декабря 2019 года 
 Вам в этот звезды советуют ни в коем случае не отступать от своих планов. Разрабатывайте одно направление, которое вы определили для себя на данный момент, не позволяйте никому заставить вас свернуть с пути к намеченной цели. Твердо верьте в свой успех, вам это необходимо.

Любовный гороскоп на 1 декабря 2019 года
Сегодня ваши шансы на личное счастье велики как никогда. Поэтому прилагайте все возможные и невозможные усилия для того, чтобы извлечь из этого дня максимум пользы и удовольствия. Иначе потом будете очень жалеть о том, что не достаете зубами до локтей: даже не покусать.",851,1 декабря
11,"Гороскоп на 30 ноября 2019 года 
 Сегодня довольно многое будет зависеть от ваших решений, потому стоит постараться подойти к ним с максимальной ответственностью. Убедитесь в том, что вы готовы встретиться с любой проблемой, возможной в этой ситуации.

Бизнес-гороскоп на 30 ноября 2019 года 
 В сложной ситуации обратитесь за советом к тем, кто не связан со сферой вашей деятельности непосредственно. Нынче вам будет особенно полезен свежий взгляд со стороны.

Любовный гороскоп на 30 ноября 2019 года
В этот день вы будете чувствовать себя довольно-таки усталым, так что свиданий назначать не советуем. Ожиданий любимого вам оправдать не удастся. Правда, классическая отговорка головной болью мало кого может убедить...",722,30 ноября
12,"Гороскоп на 29 ноября 2019 года 
 Измените на сегодняшний день давно сложившуюся схему действий. Если вы завтракаете на кухне - уйдите с тарелкой в комнату, и так далее. Действуя в таком духе, вы сможете заметить нечто весьма интересное, ранее не попадавшееся вам на глаза.

Бизнес-гороскоп на 29 ноября 2019 года 
 Вам предстоит деловая поездка? Сегодня отличный день, чтобы побеседовать на эту тему с начальством. Возможно, вы сможете выторговать себе повышенные командировочные, а может быть просто толково поговорите по делу — тоже нелишне.

Любовный гороскоп на 29 ноября 2019 года
Нынешний месяц - ваш месяц! И сегодня вы в этом очередной раз убедитесь. Удача поплывёт вам в руки. Главное - её не упустить. Поэтому не стесняйтесь отвечать искренними улыбками на улыбки прохожих, дарить всем радость и свет. Окупится сторицей!",832,29 ноября
13,"Гороскоп на 28 ноября 2019 года 
 Сегодня наибольшим приоритетом должны пользоваться ваши личные дела, особенно те, что касаются нежных чувств. Все остальное подождет, на вас даже не слишком обидятся.

Бизнес-гороскоп на 28 ноября 2019 года 
 Чем большую активность вы проявите, чего бы она ни касалась, тем дальше от цели окажетесь. Нынче везти будет тем, кто руководствуется принципом «тише едешь — дальше будешь».

Любовный гороскоп на 28 ноября 2019 года
Сегодня вы поймете, что ваш любимый человек занял настолько серьезное место в вашей жизни, что без него она и на жизнь-то особенно не похожа. Что делать с этой зависимостью и насколько она хороша или плоха для вас – решать вам и только вам. Чем звезды сегодня и предлагают заняться.",742,28 ноября
14,"Гороскоп на 27 ноября 2019 года 
 Сегодняшний день нельзя считать удачным для разного рода соревнований. Лучше посвятить его самосовершенствованию.

Бизнес-гороскоп на 27 ноября 2019 года 
 Сегодня удачный день для всех Дев, кто связан с искусством. В этот день особенно продуктивным времяпрепровождением обещает быть обсуждение новых проектов. Также вы можете найти отличное место для проведения выставки.

Любовный гороскоп на 27 ноября 2019 года
Сегодня вашему любимому человеку будет непросто понять, что именно вы испытываете по отношению к нему, чего от него ждете и что вам в нем нравится или не нравится. Поэтому его действия будут несколько нервными, дергаными и совершенно непредсказуемыми.",701,27 ноября
15,"Гороскоп на 26 ноября 2019 года 
 Поступайте сегодня так, как удобно вам, пусть остальные подождут. Кто-то может и обидится, но большинство зауважает.

Бизнес-гороскоп на 26 ноября 2019 года
 Сегодня вам не придется долго выяснять, что именно от вас ждут. Ваши задачи будут для вас предельно ясны, однако понимание это их выполнения не облегчит, ибо окажутся они весьма сложными для реализации. Впрочем, работнику вашего класса все по плечу.
 
Любовный гороскоп на 26 ноября 2019 года
Сегодня вам наконец удастся расквитаться с надоевшими делами, раздать денежные и любовные долги и пуститься наконец в свободное плавание, о котором вы так давно мечтали. Главное, чтобы вас в случайную гавань не занесло, где разбиваются корабли любви.",736,26 ноября
16,"Гороскоп на 25 ноября 2019 года 
 Умеренность - вот то качество, которое принесет вам сегодня наибольшую пользу. Маленький, но элегантный жест позволит вам заслужить репутацию, достойную Мэри Поппинс (если кто не знает, это - полное совершенство).

Бизнес-гороскоп на 25 ноября 2019 года 
 Сегодня вам следует быть как можно более дружелюбным, открытым и улыбчивым с коллегами и не только. Главное, делайте это искренне, так вы сумеете не замечать мелких разногласий, которые так отравляли вам жизнь в последнее время. А потом вы и сами увидите, что и люди улыбнутся вам в ответ.

Любовный гороскоп на 25 ноября 2019 года
Сегодня вам не стоит гнаться за чем-то недосягаемым и нереальным. Вспомните о синице в руках и забудьте о журавле: в этот день он явно не будет вашей птицей. Впрочем, маленький шанс его поймать все же появится, но для этого необходимо быть абсолютно уверенным в своих силах.",897,25 ноября
17,"Гороскоп на 24 ноября 2019 года 
 Нет большего успеха, нежели похвала уважаемых вами людей. Сегодня у вас будет шанс заслужить ее, дерзайте.

Бизнес-гороскоп на 24 ноября 2019 года 
 Сегодня перед вами ребром встанет денежный вопрос, и вам придется потратить довольно много времени и мысленных усилий для того, чтобы придумать, как исправить ваше финансовое положение. Возможно, уже завтра вы начнете претворять ваш план в жизнь.

Любовный гороскоп на 24 ноября 2019 года
Если вас вдруг пригласит на свидание человек, от которого вы этого не ожидали, смело соглашайтесь и идите. Даже если оно не окончится сказочным «жили они долго и счастливо и умерли в один день», удовольствие вы всё равно получите. Во всяком случае, самым обаятельным и привлекательным почувствуете себя без сомнения.",789,24 ноября
18,"Гороскоп на 23 ноября 2019 года 
 Сегодня вам, возможно, будет трудно собраться с мыслями и еще труднее решиться на какие-либо активные действия. Не стоит стараться пересилить упрямый организм, он таких вещей не прощает.

Бизнес-гороскоп на 23 ноября 2019 года 
 Сегодня вам предстоит решить какую-то важную деловую задачу, которая значительно облегчит вам жизнь на следующей неделе. Возможно, именно потому, что решать вам предстоит ее в выходной день, она решится быстрее, лучше и оригинальнее, нежели в рабочий.

Любовный гороскоп на 23 ноября 2019 года
Сегодня вы решите, что пришло самое подходящее время для того, чтобы тайное стало явным, и раскроете вашему любимому человеку какой-то ваш секрет. Однако неизвестно, насколько он окажется готов к таким откровениям. Вероятность адекватной реакции весьма высока, но всегда остается злополучное «но»...",857,23 ноября
19,"Гороскоп на 22 ноября 2019 года 
Можете спрятать голову в песок - поможет, но проблемы не решит. Можете действовать на свой страх и риск - результат не гарантирован. Лучше всего поискать надежных союзников.
 
Бизнес-гороскоп на 22 ноября 2019 года 
 Сегодня вы сами удивитесь, сколько новых идей будет бить из вас ключом! Такой прилив вдохновения и свежих мыслей вы не испытывали уже давно, так что надо этим воспользоваться и постараться изо всех сил воплотить в жизнь хотя бы часть задумок, а то потом такой возможности вам уже не представится.

Любовный гороскоп на 22 ноября 2019 года
Сегодня ваш любимый человек с завидным упорством будет вам рассказывать о какой-то своей новой идее, которая вряд ли будет вам интересна так же, как и ему. Однако выслушать ее придется и даже покивать с энтузиазмом: другого выхода из ситуации у вас все равно не окажется.",861,22 ноября
20,"Гороскоп на 21 ноября 2019 года 
 Претворите свою мечту в жизнь. Хотя бы одну, самую завалящую. И день не пройдет даром. 

Бизнес-гороскоп на 21 ноября 2019 года 
 Встретьте этот день разговором по душам с вашим коллегой или даже начальником: беседа наверняка удастся на славу и поможет вам продвинуться еще немного вверх по карьерной лестнице. Однако заговариваться все же не стоит – будьте бдительны и аккуратны.

Любовный гороскоп на 21 ноября 2019 года
Сегодня вам будет казаться, что всё, что вы делаете и говорите, является истиной в последней инстанции, и никто, даже ваш любимый человек, которому вы верите на сто, а то и на двести процентов, не сможет вас переубедить, даже если очень постарается. Может быть, всё же стоит к нему прислушаться?..",755,21 ноября
21,"Гороскоп на 20 ноября 2019 года 
 Сегодня вы можете позволить себе роскошь пойти на некоторый риск. Подобное поведение будет оправдано, главное, чтобы оно не вошло в привычку.

Бизнес-гороскоп на 20 ноября 2019 года 
 Сегодня весь день будет состоять из ваших споров с сослуживцами и из обоюдных претензий, как к вам, так и с вашей стороны к коллегам. Такое положение дел не может радовать, кроме того, беспрестанные перипетии внутри коллектива не будут способствовать продуктивной работе.

Любовный гороскоп на 20 ноября 2019 года
Сегодня вашему любимому человеку будет непросто убедить вас в том, что он действует правильно и его стратегия поведения является оптимальной для данной ситуации. Вы будете смотреть на ситуацию совсем по-другому, и, соответственно, видеть ее иначе. Поделитесь вашей точкой зрения с вашей половинкой!",831,20 ноября
22,"Гороскоп на 19 ноября 2019 года 
 Есть масса уровней желания, вы же, похоже, находитесь на самом глубоком, коий можно именовать страстным. Чего это вы хотите, интересно знать?

Бизнес-гороскоп на 19 ноября 2019 года 
 Не стоит иметь дела с чужими финансами, это может привести к нежелательным последствиям. Займитесь собственными делами. Уделите часть дня решению рабочих вопросов: сделайте несколько деловых звонков – это, несомненно, приведет к положительным последствиям.

Любовный гороскоп на 19 ноября 2019 года
Сегодня вас ожидает множество открытий в личной жизни, как приятных, так и не очень. Они будут настолько многочисленными, что что-то из них может забыться. Ваша задача – как-то их систематизировать, возможно, записать и активно пользоваться ими в недалеком будущем.",783,19 ноября
23,"Гороскоп на 18 ноября 2019 года 
 Сегодняшний день может показаться вам весьма горячим. Будет происходить очень многое и, преимущественно, одновременно. Вам придется потратить немало сил, чтобы хотя бы к вечеру выбраться из центра событий.

Бизнес-гороскоп на 18 ноября 2019 года
 Сегодня вам от разного рода приключений никуда не деться, они сами будут стучаться к вам в дверь. Вероятен переизбыток эмоций: вам станет трудно их сдерживать, и нужно будет найти способ, чтобы их выплеснуть. Этому поможет какое-нибудь творческое увлечение. Кроме того, результаты вашего самовыражения могут приятно вас удивить.
 
Любовный гороскоп на 18 ноября 2019 года
Сегодня последний день, когда не поздно будет решить какую-то проблему, которая давно уже портит вам личную жизнь, что-то исправить или изменить в ней. Уже завтра может оказаться поздно, поэтому поторопитесь использовать свой последний шанс.",895,18 ноября
24,"Гороскоп на 17 ноября 2019 года 
 Сегодня вам придется пойти на некоторые жертвы, зато в последствии ваши нынешние действия принесут весьма полезные плоды. Правда, придется подождать.

Бизнес-гороскоп на 17 ноября 2019 года 
 Сегодня светила благоволят первопроходцам. Начните осваивать новую для себя область, внесите в работу какие-нибудь инновации. Все это обещает принести замечательные плоды, причем в самом скором будущем.

Любовный гороскоп на 17 ноября 2019 года
Сегодня ваши родные и близкие могут вас понять неправильно, что окажет серьёзнейшее влияние на ваше психологическое состояние. А оно вполне может выплеснуться на вашего любимого человека и отразиться на ваших отношениях. Будьте осторожны и сдержанны.",722,17 ноября
25,"Гороскоп на 16 ноября 2019 года 
 Сегодня такой день, когда от вас можно ожидать всего, что угодно. Самым безобидным вариантом, пожалуй, станет перестановка мебели в квартире.

Бизнес-гороскоп на 16 ноября 2019 года 
 Сегодня звезды рекомендуют вам убедиться в том, что вы довели начатое до конца и сделали все, что могли, чтобы ваша работа была выполнена наилучшим образом. Имеет значение все: от правильного оформления до качественной и эффективной презентации. Будьте внимательны и самокритичны.

Любовный гороскоп на 16 ноября 2019 года
Если у вас еще нет второй половинки – сегодня стоит поискать ее в Интернете. Мировая сеть изобилует сайтами знакомств - на любой вкус. Если не хотите туда – можете постучаться в любую аську. Как минимум, время скоротаете за приятной беседой. Как максимум – найдете свое счастье.",820,16 ноября
26,"Гороскоп на 15 ноября 2019 года 
 День этот не принесет вам большого удовольствия, ибо возможно проявление неуважения по отношению к вашей персоне. Если вы не можете смириться с подобной перспективой, не показывайтесь никому на глаза.

Бизнес-гороскоп на 15 ноября 2019 года 
 Нынче вам следует выбрать выжидательную позицию и не принимать пока каких бы то ни было решений, чего бы они ни касались. Обстановка очень нестабильна , имеет смысл выждать, пока все успокоится.

Любовный гороскоп на 15 ноября 2019 года
В этот день между вами и вашим любимым человеком может состояться весьма серьезный разговор, который заставит сделать и вас, и его довольно серьёзные выводы о вашем совместном прошлом, настоящем и будущем. Их можно даже записать: они вам обязательно еще пригодятся.",780,15 ноября
27,"Гороскоп на 14 ноября 2019 года 
 Сегодня вы рискуете повторить ошибку Алисы. Говорить, что думаешь, и думать, что говоришь, - вовсе не одно и то же. Вам нынче больше подойдет второй вариант.

Бизнес-гороскоп на 14 ноября 2019 года 
 Под грузом усталости вы можете легко потерять тот ориентир и ту путеводную, к которым вы двигались всё время. Мир вдруг покажется вам размытым и тусклым. Но это лишь новые грани привычного. Обрамите рамкой акварель жизни, и она вновь станет вам понятной, главное увидеть самое важное.

Любовный гороскоп на 14 ноября 2019 года
Если вы твёрдо решили расстаться – нужный час пришёл. Поговорите с вашей уже бывшей половинкой спокойно и по душам. Не заставляйте её гадать, почему вы уходите. Объясните по пунктам. Это будет полезно и вам, и ей и позволит больше никогда не совершать подобных ошибок.",830,14 ноября
28,"Гороскоп на 13 ноября 2019 года 
 Сегодняшний день будет тихим, спокойным и достаточно продуктивным, если, конечно вам удастся заставить себя что-нибудь сделать. А вот это, как раз, и может оказаться непросто.

Бизнес-гороскоп на 13 ноября 2019 года 
 Сегодня будьте внимательны к мелочам. Какой-то пустяк может иметь решающее значение, хорошо бы только понять, какой именно. На всякий случай, лучше не упускать ничего.

Любовный гороскоп на 13 ноября 2019 года
Сегодня вы с вашим любимым человеком будете долго спорить на какие-то философские темы и вряд ли придёте в итоге к общему компромиссному решению. Важно, чтобы ваш спор не перерос в битьё посуды и выяснение отношений: тема не будет стоить ухудшения ваших отношений.",727,13 ноября
29,"Гороскоп на 12 ноября 2019 года 
 Сегодня вы будете испытывать постоянную нехватку времени. Это, конечно, утомительно, но зато работа в режиме цейтнота позволяет максимально продуктивно использовать имеющиеся временные ресурсы.

Бизнес-гороскоп на 12 ноября 2019 года 
 О чем бы ни шла речь, ничего не откладывайте на потом, старайтесь все сделать как можно быстрее и разобраться с уже начатыми делами, ведь совсем скоро вашей компанией заинтересуются западные инвесторы, а следовательно, на подходе крупный заказ, на котором вы и сконцентрируетесь.

Любовный гороскоп на 12 ноября 2019 года
В этот день вы будете медленно, методично и шаг за шагом приближаться к своей цели, которая с каждым шагом действительно будет становиться всё ближе и доступнее. Главное, чтобы когда вы к ней придёте, вы в ней не разочаровались. Нет ничего горче, чем разочарования в любви.",866,12 ноября
30,"Гороскоп на 11 ноября 2019 года 
 Поделитесь своей мудростью с ближним, ибо он в этом серьезно нуждается. Даже не будучи уверенным, что вы можете оказаться ему хоть чем-либо полезным, предложите помощь, она не будет отвергнута.

Бизнес-гороскоп на 11 ноября 2019 года 
 У вас есть оригинальная идея, но она выглядит слишком смелой, чтобы ее внедрить? Чепуха — вам однозначно стоит рискнуть. Даже если ощутимых результатов все это не принесет, вас запомнят как неординарного человека, а это дорогого стоит.

Любовный гороскоп на 11 ноября 2019 года
Сегодня вам предстоит пережить нелегкий день. И в плане личной жизни в том числе. Вы столкнетесь с непредвиденными сложностями, и вашему любимому человеку придется во всем вам помогать, иначе вы сами ни за что не справитесь. Остается надеяться на его поддержку...",812,11 ноября
